model,nh,f1,f2,f3,f
abs_gas,0.0,9.744246217905583e-10,5.570310283467626e-10,1.3867320256446115e-10,1.6701288527017823e-09
abs_gas,0.05025125628140704,7.375253836771472e-10,5.138992162267126e-10,1.370381435132336e-10,1.3884627434170932e-09
abs_gas,0.10050251256281408,5.803285224532889e-10,4.746491929962969e-10,1.354275619982617e-10,1.1904052774478472e-09
abs_gas,0.15075376884422112,4.666272347272801e-10,4.389007199616448e-10,1.338410443026742e-10,1.0393689989915992e-09
abs_gas,0.20100502512562815,3.8018597351377845e-10,4.0631264007360324e-10,1.3227818423795013e-10,9.187767978253317e-10
abs_gas,0.2512562814070352,3.125035222400161e-10,3.7657874190933963e-10,1.307385830000135e-10,8.198208471493692e-10
abs_gas,0.30150753768844224,2.5851430170733263e-10,3.4942406985115304e-10,1.2922184902817514e-10,7.371602205866607e-10
abs_gas,0.35175879396984927,2.1490078664540543e-10,3.2460163167231644e-10,1.2772759786686283e-10,6.672300161845847e-10
abs_gas,0.4020100502512563,1.7934517697155223e-10,3.0188946012862793e-10,1.2625545203008445e-10,6.074900891302646e-10
abs_gas,0.45226130653266333,1.5015567405446304e-10,2.810879899433303e-10,1.2480504086856755e-10,5.560487048663609e-10
abs_gas,0.5025125628140704,1.2605935211074321e-10,2.620177158293994e-10,1.2337600043952212e-10,5.114530683796647e-10
abs_gas,0.5527638190954774,1.0607728454921236e-10,2.4451710097648734e-10,1.2196797337897322e-10,4.72562358904673e-10
abs_gas,0.6030150753768845,8.94442129462734e-11,2.2844070879299053e-10,1.2058060877661113e-10,4.3846553051587515e-10
abs_gas,0.6532663316582915,7.555426133059892e-11,2.136575336837324e-10,1.1921356205310848e-10,4.084253570674398e-10
abs_gas,0.7035175879396985,6.392284716187853e-11,2.0004950930230796e-10,1.178664948398543e-10,3.8183885130404077e-10
abs_gas,0.7537688442211056,5.415916731498899e-11,1.87510175081228e-10,1.1653907486105636e-10,3.582084172572734e-10
abs_gas,0.8040201005025126,4.5945860252232916e-11,1.7594348394547756e-10,1.1523097581816357e-10,3.3712032001587406e-10
abs_gas,0.8542713567839196,3.902369065914121e-11,1.652627359851248e-10,1.1394187727656213e-10,3.182283039208281e-10
abs_gas,0.9045226130653267,3.317983841956212e-11,1.5538962452607892e-10,1.1267146455449883e-10,3.012409275001399e-10
abs_gas,0.9547738693467337,2.8238828252261016e-11,1.4625338251798842e-10,1.1141942861418747e-10,2.859116393844369e-10
abs_gas,1.0050251256281408,2.405542777880774e-11,1.377900184750094e-10,1.1018546595505336e-10,2.720309122088705e-10
abs_gas,1.0552763819095479,2.0509034667595284e-11,1.2994163237689149e-10,1.089692785090737e-10,2.594199455535605e-10
abs_gas,1.105527638190955,1.749920457580641e-11,1.226558029806252e-10,1.0777057353817087e-10,2.479255810946024e-10
abs_gas,1.155778894472362,1.494206273264038e-11,1.1588503892107786e-10,1.0658906353361787e-10,2.374161651873361e-10
abs_gas,1.206030150753769,1.2767406602683678e-11,1.0958628680531577e-10,1.0542446611741493e-10,2.277781595254144e-10
abs_gas,1.256281407035176,1.0916353646198798e-11,1.0372049024096013e-10,1.0427650394559793e-10,2.1891334783275687e-10
abs_gas,1.306532663316583,9.339422286161512e-12,9.825219439397971e-11,1.031449046134395e-10,2.1073652129358074e-10
abs_gas,1.35678391959799,7.994959481031937e-12,9.314919125469394e-11,1.0202940056250494e-10,2.0317355129823084e-10
abs_gas,1.407035175879397,6.847847285934605e-12,8.838220131036925e-11,1.0092972898952562e-10,1.961597775858295e-10
abs_gas,1.4572864321608041,5.868435189296652e-12,8.392458778566873e-11,9.984563175705322e-11,1.896386547320186e-10
abs_gas,1.5075376884422111,5.031656048656728e-12,7.975210002462299e-11,9.877685530585915e-11,1.8356061137913884e-10
