model,nh,f1,f2,f3,f
abs_gas,0.0,1.355559590162017e-09,2.8222507692987363e-10,2.016415295555189e-11,1.6579488200474423e-09
abs_gas,0.05025125628140704,1.0141097088534159e-09,2.594501587770329e-10,1.9881920347634307e-11,1.2934417879780829e-09
abs_gas,0.10050251256281408,7.814174989039331e-10,2.3875850623647746e-10,1.960411694235958e-11,1.0397801220827703e-09
abs_gas,0.15075376884422112,6.122703796808876e-10,2.199454832095382e-10,1.9330667916266966e-11,8.515465308066928e-10
abs_gas,0.20100502512562815,4.848144757898202e-10,2.0282742006886345e-10,1.9061499777417394e-11,7.067033956361009e-10
abs_gas,0.2512562814070352,3.8672875943686715e-10,1.8723940733957979e-10,1.879654034076484e-11,5.927647071172118e-10
abs_gas,0.30150753768844224,3.1022465122895007e-10,1.730333257748058e-10,1.8535718703996838e-11,5.017936957077527e-10
abs_gas,0.35175879396984927,2.4999269992773276e-10,1.600760871716537e-10,1.827896522383509e-11,4.2834775232322157e-10
abs_gas,0.4020100502512563,2.022367992195774e-10,1.4824806308416954e-10,1.802621149278707e-11,3.6851107379653393e-10
abs_gas,0.45226130653266333,1.6415891118557552e-10,1.3744168108990435e-10,1.7777390316339914e-11,3.1937798259181973e-10
abs_gas,0.5025125628140704,1.336543264715914e-10,1.2756017049138243e-10,1.7532435690587997e-11,2.787469326535618e-10
abs_gas,0.5527638190954774,1.0911703520133357e-10,1.1851644131320408e-10,1.7291282780285704e-11,2.4492475929482333e-10
abs_gas,0.6030150753768845,8.930842929716898e-11,1.1023208221705715e-10,1.7053867897317177e-11,2.1659437941154332e-10
abs_gas,0.6532663316582915,7.326525126475143e-11,1.0263646452464575e-10,1.6820128479574897e-11,1.9272184426897208e-10
abs_gas,0.7035175879396985,6.023326462748808e-11,9.566594093393817e-11,1.659000307023914e-11,1.7248920863166538e-10
abs_gas,0.7537688442211056,4.961849246821654e-11,8.92631287562453e-11,1.6363431297450583e-11,1.5524505252191242e-10
abs_gas,0.8040201005025126,4.095082630734016e-11,8.337626860742194e-11,1.6140353854368335e-11,1.4046744876913045e-10
abs_gas,0.8542713567839196,3.3856546136303445e-11,7.795865047099164e-11,1.5920712479605974e-11,1.277359090869011e-10
abs_gas,0.9045226130653267,2.8037372429918402e-11,7.296809992762632e-11,1.5704449938038228e-11,1.1670992229558296e-10
abs_gas,0.9547738693467337,2.3254371861110738e-11,6.83665181260667e-11,1.549151000197111e-11,1.0711239998914855e-10
abs_gas,1.0050251256281408,1.9315509356894e-11,6.411946976583299e-11,1.5281837432668437e-11,9.871681655539542e-11
abs_gas,1.0552763819095479,1.6065964313555512e-11,6.01958139813533e-11,1.5075377962227904e-11,9.133715625713671e-11
abs_gas,1.105527638190955,1.3380558264467907e-11,5.6567373568803065e-11,1.487207827579978e-11,8.482001010907073e-11
abs_gas,1.155778894472362,1.1157806073867673e-11,5.320863848843465e-11,1.467188599414179e-11,7.90383305564441e-11
abs_gas,1.206030150753769,9.315222736401611e-12,5.0096500013105006e-11,1.4474749656503492e-11,7.38864724060101e-11
abs_gas,1.256281407035176,7.785606284628789e-12,4.7210012283961377e-11,1.428061870383388e-11,6.927623727242404e-11
abs_gas,1.306532663316583,6.5140830970218455e-12,4.4530178382056055e-11,1.4089443462305914e-11,6.513370494138382e-11
abs_gas,1.35678391959799,5.455751259864384e-12,4.2039758334685903e-11,1.390117512715186e-11,6.139668472170215e-11
