index,name_BeSS,mag_BeSS,type_BeSS,_RAJ2000_BeSS,_DEJ2000_BeSS,conf_flag,_q,_r_CSC,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,HRhm,HRhs,HRms,GamPL,NHPL,_r_XMM,_4XMM,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,_2SXPS,CR0,E_CR0,e_CR0,SwiftHR1,SwiftHR2,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,FPU0,Gam1,E_Gam1,e_Gam1,XRTsoft,XRTmed,XRThard,_RAJ2000_X,_DEJ2000_X,X_pos,Flux (0.3-1 keV),Flux (1-2 keV),Flux (2-10 keV),Gamma,X_flux,index_X,Source,_RAJ2000_gaia,_DEJ2000_gaia,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag,abs_BPmag,_q_X,_r_X,conf_flag_X2O,_q_MW,_q_2mass,_r_2mass,RAJ2000_2mass,DEJ2000_2mass,errMaj_2mass,errMin_2mass,errPA_2mass,_2MASS_2mass,Jmag_2mass,Jcmsig_2mass,e_Jmag_2mass,Jsnr_2mass,Hmag_2mass,Hcmsig_2mass,e_Hmag_2mass,Hsnr_2mass,Kmag_2mass,Kcmsig_2mass,e_Kmag_2mass,Ksnr_2mass,Qflg_2mass,Rflg_2mass,Bflg_2mass,Cflg_2mass,Ndet_2mass,prox_2mass,pxPA_2mass,pxCntr_2mass,Xflg_2mass,Aflg_2mass,Cntr_2mass,Hemis_2mass,Date_2mass,Scan_2mass,GLON_2mass,GLAT_2mass,Xscan_2mass,_tab1_36_2mass,Jpsfchi_2mass,Hpsfchi_2mass,Kpsfchi_2mass,Jstdap_2mass,e_Jstdap_2mass,Hstdap_2mass,e_Hstdap_2mass,Kstdap_2mass,e_Kstdap_2mass,edgeNS_2mass,edgeEW_2mass,edge_2mass,dup_2mass,use_2mass,opt_2mass,Dopt_2mass,PAopt_2mass,Bmag_2mass,Rmag_2mass,Nopt_2mass,extKey_2mass,scanKey_2mass,coaddKey_2mass,coadd_2mass,Opt_2mass,_q_catwise,_r_catwise,objID_catwise,RA_ICRS_catwise,e_RA_ICRS_catwise,DE_ICRS_catwise,e_DE_ICRS_catwise,Name_catwise,ePos_catwise,Xpos_catwise,Ypos_catwise,skyW1_catwise,e_skyW1_catwise,confW1_catwise,skyW2_catwise,e_skyW2_catwise,confW2_catwise,nW1_catwise,mW1_catwise,nW2_catwise,mW2_catwise,MJD_catwise,RAPMdeg_catwise,e_RAPMdeg_catwise,DEPMdeg_catwise,e_DEPMdeg_catwise,ePosPM_catwise,pmRA_catwise,e_pmRA_catwise,pmDE_catwise,e_pmDE_catwise,snrW1pm_catwise,snrW2pm_catwise,FW1pm_catwise,e_FW1pm_catwise,FW2pm_catwise,e_FW2pm_catwise,W1mag_catwise,e_W1mag_catwise,chi2W1pm_catwise,W2mag_catwise,e_W2mag_catwise,chi2W2pm_catwise,chi2pm_catwise,pmQual_catwise,Dist_catwise,dW1mpro_catwise,chi2dW1mpro_catwise,dW2mpro_catwise,chi2dW2mpro_catwise,ELONavg_catwise,e_ELONavg_catwise,ELATavg_catwise,e_ELATavg_catwise,dELON_catwise,e_dELON_catwise,dELAT_catwise,e_dELAT_catwise,snrdELON_catwise,snrdELAT_catwise,chi2pmRA_catwise,chi2pmDE_catwise,ka_catwise,k1_catwise,k2_catwise,km_catwise,plx1_catwise,e_plx1_catwise,plx2_catwise,e_plx2_catwise,Sep_catwise,ccf_catwise,abf_catwise,WISEA_catwise,_q_unwise,_r_unwise,objID_unwise,RAJ2000_unwise,DEJ2000_unwise,XposW1_unwise,XposW2_unwise,YposW1_unwise,YposW2_unwise,FW1_unwise,FW2_unwise,e_XposW1_unwise,e_XposW2_unwise,e_YposW1_unwise,e_YposW2_unwise,e_FW1_unwise,e_FW2_unwise,q_W1_unwise,q_W2_unwise,rchi2W1_unwise,rchi2W2_unwise,fFW1_unwise,fFW2_unwise,FW1lbs_unwise,FW2lbs_unwise,e_FW1lbs_unwise,e_FW2lbs_unwise,fwhmW1_unwise,fwhmW2_unwise,SpModW1_unwise,SpModW2_unwise,e_SpModW1_unwise,e_SpModW2_unwise,skyW1_unwise,skyW2_unwise,RAW1deg_unwise,RAW2deg_unwise,DEW1deg_unwise,DEW2deg_unwise,coaddID_unwise,detIDW1_unwise,detIDW2_unwise,nmW1_unwise,nmW2_unwise,PrimW1_unwise,PrimW2_unwise,FlagsW1_unwise,FlagsW2_unwise,f_FlagsW1_unwise,f_FlagsW2_unwise,Prim_unwise,_q_allwise,_r_allwise,AllWISE_allwise,RAJ2000_allwise,DEJ2000_allwise,eeMaj_allwise,eeMin_allwise,eePA_allwise,Im_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag_allwise,e_W3mag_allwise,W4mag_allwise,e_W4mag_allwise,Jmag_allwise,e_Jmag_allwise,Hmag_allwise,e_Hmag_allwise,Kmag_allwise,e_Kmag_allwise,wx_allwise,wy_allwise,ID_allwise,snr1_allwise,chi2W1_allwise,snr2_allwise,chi2W2_allwise,snr3_allwise,chi2W3_allwise,snr4_allwise,chi2W4_allwise,chi2_allwise,nb_allwise,na_allwise,sat1_allwise,sat2_allwise,sat3_allwise,sat4_allwise,ccf_allwise,ex_allwise,var_allwise,nW1_allwise,mW1_allwise,nW2_allwise,mW2_allwise,nW3_allwise,mW3_allwise,nW4_allwise,mW4_allwise,satnum_allwise,RA_pm_allwise,e_RA_pm_allwise,DE_pm_allwise,e_DE_pm_allwise,cosig_pm_allwise,pmRA_allwise,e_pmRA_allwise,pmDE_allwise,e_pmDE_allwise,chi2W1_pm_allwise,chi2W2_pm_allwise,chi2W3_pm_allwise,chi2W4_pm_allwise,chi2pm_allwise,qpm_allwise,qph_allwise,fdet_allwise,fmoon_allwise,covW1_allwise,covW2_allwise,covW3_allwise,covW4_allwise,_2Mkey_allwise,d2M_allwise,_2M_allwise,W1mag_unwise,W2mag_unwise,e_W1mag_unwise,e_W2mag_unwise,W1mag_comb,e_W1mag_comb,W2mag_comb,e_W2mag_comb,dist,HR_2-10_0.3-2,HR_2-10_1-2,HR_1-2_0.3-1,Gflux,Flux (0.3-10 keV),LX,X-O-fluxratio,BP-RP,main_type,main_id,Memberships
43,RX J0048.5-7302,14.84,Be,12.14217,-73.04203,0,43.0,0.553,J004834.0-730230,0.0,0.0,0.0,0.0,0.0,,,,,,,1.293,J004834.1-730232,1.74234e-17,7.28822e-17,2.90741e-16,1.94038e-16,2.3864e-15,4.54632e-16,8.53162e-15,1.37857e-15,1.35871e-14,6.41031e-15,2.50865e-14,6.59947e-15,8.41635e-15,9.87163e-16,0.929914,0.0957624,0.426405,0.082143,0.121537,0.0697561,-0.141977,0.0915074,1.72,52922.0,0.00111,0.000252,-0.000252,0.499,0.336,5.89e-05,-5.89e-05,0.000308,0.000132,-0.000132,0.000648,0.000188,-0.000188,5.79e-09,9.325e-14,9.57e-14,0.7183,0.78373,1.0,9.313733838057517e-15,2.7866840365764904e-14,5.606942579617758e-14,12.141821385,-73.041914941,CXO,2.775863356227068e-16,2.3864e-15,1.6993871762072532e-14,0.7182999849319458,XMM,1,4685949198438263040,12.1421695916234,-73.0420303926056,-0.0328,0.0282,-1.164,1.451,0.814,0.038,-1.202,0.031,0.235,16.0,0.993,14.787925,0.003112,14.783821,0.004885,14.66787,0.005961,19029.1699,14444.2422,24856.0352,16394.4062,11669.7773,22842.5352,10022.0,-1.6132782184418168,1.0,0.577,,1,1,0.127,12.142061,-73.042015,0.07,0.07,23.0,00483409-7302312,14.703,0.044,0.046,45.8,14.622,0.052,0.053,20.4,14.437,0.074,0.075,14.2,AAA,222,111,000,550616,16.8,284.0,52293935.0,0.0,0.0,52293946.0,s,1998-08-09,82.0,303.223,-44.085,114.4,2451034.723,0.79,1.08,0.98,14.735,0.051,14.951,0.141,14.541,0.23,4293.0,138.0,nw,0.0,1.0,U,1.2,7,14.6,15.9,1.0,,2392.0,54998.0,56.0,Opt,1,0.146,0097m727_b0-009881,12.142096,0.04,-73.0420648,0.036,J004834.09-730231.4,-0.0066,103.715,549.414,27.61,16.9,0.0,32.06,21.2,1.77,12.0,12.0,12.0,12.0,57256.233478,12.1420354,0.0408,-73.0420796,0.0367,-0.0069,0.01606,0.0087,0.00619,0.0077,58.8,75.1,2600.0,40.0,3200.0,40.0,13.964,0.018,1.271,13.727,0.014,0.7966,1.026,3N000,0.113,-0.075,3.811,-0.011,0.143,311.333107,0.036,-64.421201,0.04,0.051,0.073,0.061,0.079,0.699,0.762,5.46,15.2,3,3,3,3,0.036,0.037,0.023,0.037,0.057,0000,00,WISEA,1,0.106,0145m727o0015741,12.1420849,-73.0420464,547.821,547.798,1959.886,1959.923,2473.4,3320.9,0.006,0.014,0.007,0.015,10.736,28.987,1.0,1.0,10.8,0.8864,0.8904,0.9148,2536.5,3346.7,10.955,29.694,2.6276,2.8544,-0.000354826,0.00109595,0.00019806,0.000372,3.9626,1.6508,12.1420849,12.1419851,-73.0420464,-73.0420624,0145m727,0145m727w1o0016583,0145m727w2o0013923,265.0,247.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1,0.268,J004834.08-730231.5,12.1420262,-73.0420921,0.0606,0.0591,77.9,Im,14.116,0.03,13.827,0.032,12.777,,9.34,,14.703,0.046,14.622,0.053,14.437,0.075,206.621,1097.881,9.707270135102939e+16,35.7,1.13,33.5,0.924,-0.6,0.871,-2.2,0.926,0.986,1.0,0.0,0.0,0.0,0.0,0.0,0000,0.0,10nn,51,51,51.0,51.0,0.0,24.0,0.0,24.0,0.0,12.142021,0.0615,-73.0420918,0.0603,0.0058,161,103,-41,96,1.13,0.921,0.871,0.926,0.985,1N000,AAUU,3.0,11.0,50.944,50.938,24.378,24.652,52293946,0.28,2M,14.012763977050781,13.664860725402832,-0.004712729249149561,-0.009477019309997559,14.116,0.03,13.827,0.032,19029.1699,0.7289647404734249,0.7537289436084978,0.7916007811970844,1.2318090706911198e-11,1.965785809769524e-14,8.51878368745828e+32,0.0015958526824831698,0.11595099999999903,HMXB,LIN 110,"CSC,XMM,XRT,Gaia,2Mass,catwise,unwise,allwise"
48,RX J0049.2-7311,16.51,Be,12.306773,-73.193853,0,48.0,0.217,J004913.5-731137,2.2323395791287e-13,1.9938320933322e-13,2.1057212853247e-14,6.1156454173399e-15,0.0,,0.53841,0.76452,0.38226,1.23578,79.8939,0.168,J004913.5-731137,9.64714e-17,1.06254e-16,2.10661e-15,3.05596e-16,2.55486e-14,9.58774e-16,1.02287e-13,3.241e-15,2.34437e-13,1.23918e-14,3.58803e-13,1.29497e-14,8.79364e-14,2.10977e-15,0.944462,0.0637541,0.837244,0.0220778,0.18043,0.0233216,-0.155056,0.0266309,1.28,25781.0,0.0072,0.000378,-0.000378,0.785,0.489,0.000109,-9.09e-05,0.00169,0.000177,-0.000177,0.00518,0.000304,-0.000304,0.364,5.861e-13,7.28e-13,0.716,0.36478,-0.19207,1.749843445343783e-14,1.4527769999714664e-13,4.2332386554941553e-13,12.306609203,-73.193815843,CXO,6.560462436769913e-15,2.679225552074243e-14,3.007878903807121e-13,1.23578,CXO,2,4685944907831053184,12.306773051889,-73.1938526974673,0.0056,0.0367,0.1525,1.341,0.5,0.046,-1.244,0.043,0.0,0.0,0.992,16.404427,0.002906,16.492868,0.005837,16.216297,0.005369,11068.458,8620.13672,15595.542,9067.24121,8236.38379,9871.73828,10022.0,1.272432392777679,2.0,0.235,,2,2,0.095,12.306693,-73.19384,0.19,0.18,88.0,00491360-7311378,16.106,0.089,0.09,12.6,15.858,0.17,0.17,6.5,15.884,,,,ACU,220,110,000,060600,7.9,296.0,52295444.0,0.0,0.0,52295455.0,s,1998-08-09,82.0,303.154,-43.933,-57.5,2451034.7232,0.79,0.9,,16.157,0.072,15.888,0.386,,,4839.0,195.0,ne,0.0,1.0,U,0.2,119,17.4,17.0,1.0,,2392.0,54998.0,56.0,Opt,2,0.258,0145m727_b0-051079,12.3068289,0.0435,-73.1937829,0.0351,J004913.62-731137.6,-0.004,1890.465,352.79,41.96,17.3,17.72,57.38,24.1,14.02,12.0,12.0,12.0,12.0,57350.22704,12.3067621,0.0435,-73.1937819,0.0353,0.0017,0.03222,0.0143,-0.02781,0.0115,78.5,47.9,840.0,10.0,860.0,20.0,15.186,0.014,9.407,15.162,0.023,2.267,5.797,3N000,0.245,-0.193,46.445,-0.087,3.664,311.06334,0.037,-64.529795,0.042,0.045,0.075,0.227,0.087,0.6,2.619,1.39,2.52,3,3,3,3,0.032,0.038,0.032,0.038,,,00,WISEA,2,0.559,0097m727o0072633,12.3064491,-73.1939764,347.106,347.622,48.52,48.618,784.11,1120.7,0.017,0.038,0.02,0.042,8.6526,24.568,1.0,1.0,11.75,6.936,0.4708,0.5189,804.97,1188.8,8.8205,25.158,2.6318,2.859,0.00228083,0.00580758,0.000426555,0.000863,10.776,7.3554,12.3064491,12.3061327,-73.1939764,-73.1935863,0097m727,0097m727w1o0092042,0097m727w2o0069561,275.0,260.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.26005744934082,14.844277381896973,-0.011981024406850338,-0.023801524192094803,15.186,0.014,15.162,0.023,11068.458,0.8003671680411142,0.8364232029568587,0.6066010305290733,2.779345887662043e-12,3.341406083382244e-13,4.8989748432952604e+33,0.1202227509075166,0.27657100000000057,HMXB,RX J0049.2-7311,"CSC,XMM,XRT,Gaia,2Mass,catwise,unwise"
50,RX J0049.5-7310,16.51,Be,12.374212,-73.182921,0,50.0,0.289,J004929.7-731058,3.3465458691756e-13,3.0672535580135e-13,2.7463462390203e-14,6.6978176116432e-15,1.537643632154e-13,,0.55715,0.78826,0.40974,0.895418,59.0719,0.517,J004929.8-731059,5.31504e-17,1.03501e-16,1.55887e-15,3.33536e-16,9.83815e-15,7.34435e-16,3.64096e-14,2.29448e-15,8.77427e-14,9.49533e-15,1.28363e-13,9.82284e-15,3.57063e-14,1.66269e-15,0.812339,0.106445,0.83831,0.0311373,0.160038,0.0352724,-0.107034,0.0419858,0.89,26395.0,0.0129,0.000523,-0.000523,0.707,0.532,0.000329,-0.000114,0.00273,0.000234,-0.000234,0.00936,0.000432,-0.000432,2.48e-06,1.179e-12,1.31e-12,0.3845,0.14882,-0.15587,4.552620409763219e-14,2.652328682411541e-13,8.682409276612138e-13,12.374059827,-73.182853791,CXO,6.498396245990086e-15,3.407119003623088e-14,5.043675905858782e-13,0.895418,CXO,3,4685944942190772224,12.3741886718539,-73.1829174867901,-0.0047,0.115,-0.0407,1.718,1.519,0.143,-0.803,0.132,1.32,144.0,3.31,16.201807,0.003264,16.221954,0.005059,15.949686,0.006047,5506.32373,4095.96826,9682.07422,3487.76782,2732.50659,3959.38037,10022.0,2.517645294880886,3.0,0.289,,3,3,0.253,12.374365,-73.182869,0.09,0.09,7.0,00492984-7310583,15.586,0.105,0.106,20.3,15.294,0.108,0.109,11.0,15.012,0.163,0.164,8.4,AAC,222,111,000,360606,4.9,85.0,52295338.0,0.0,0.0,52295340.0,s,1998-08-09,82.0,303.127,-43.945,-128.1,2451034.7231,1.1,0.91,0.93,15.327,0.126,15.007,0.14,14.795,0.197,4800.0,124.0,ne,0.0,1.0,U,1.8,293,18.1,15.6,1.0,,2392.0,54998.0,56.0,Opt,3,0.486,0145m727_b0-035475,12.3745948,0.0356,-73.1828509,0.0332,J004929.89-731058.2,0.0043,1865.359,368.059,24.23,9.5,9.94,38.59,19.7,9.87,12.0,12.0,12.0,12.0,57176.540963,12.3745433,0.0352,-73.182855,0.0329,0.0049,0.0064,0.0099,0.0135,0.0089,71.3,72.1,1500.0,20.0,1800.0,20.0,14.529,0.015,5.465,14.39,0.015,1.534,3.475,3N000,0.091,-0.105,11.366,-0.066,4.709,311.105833,0.034,-64.54283,0.035,-0.049,0.068,0.091,0.071,0.723,1.286,8.46,10.7,3,3,3,3,-0.021,0.034,-0.031,0.034,2.428,dddd,00,WISEA,3,0.675,0145m727o0080100,12.373825,-73.1827623,367.168,367.124,1864.638,1864.381,1160.6,1821.7,0.013,0.025,0.015,0.027,9.9072,27.289,1.0,1.0,10.33,2.14,0.4754,0.5977,1208.1,1894.0,10.089,27.937,2.629,2.8551,-0.000527263,-0.000159442,0.000338403,0.000606,10.579,10.761,12.373825,12.3744966,-73.1827623,-73.1828025,0145m727,0145m727w1o0090115,0145m727w2o0009318,265.0,257.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.834294319152832,14.316808700561523,-0.009268141351640224,-0.016264287754893303,14.529,0.015,14.39,0.015,5506.32373,0.8511036207315301,0.8734445167680335,0.6796419760958758,3.3495818743695416e-12,5.44937176868099e-13,1.9772957232267907e+33,0.162688119683794,0.2722680000000004,HMXB,[MA93]  300,"CSC,XMM,XRT,Gaia,2Mass,catwise,unwise"
52,RX J0049.7-7323,14.98,B2Ve,12.424958333333333,-73.38741944444445,0,52.0,0.049,J004942.0-732314,3.6398644578282e-14,2.8232364839924e-14,6.3152514844405e-15,1.9918265552461e-15,0.0,,0.30106,0.54841,0.29482,2.02198,82.7318,1.073,J004942.2-732314,9.75683e-16,2.76931e-16,5.07373e-15,5.37789e-16,4.5532e-14,1.61832e-15,1.14009e-13,4.33178e-15,5.58527e-13,2.46015e-14,7.60512e-13,2.51231e-14,1.36572e-13,3.28813e-15,0.781369,0.0406216,0.672771,0.0182669,0.141023,0.0167773,-0.024442,0.0186957,1.47,23322.0,0.0461,0.0012,-0.0012,0.657,0.481,0.0017,-0.000259,0.0104,0.000545,-0.000545,0.0296,0.000914,-0.000914,0.0,4.243e-12,4.66e-12,0.4693,0.090801,-0.092643,2.1630081726406256e-13,1.0449284379199757e-12,2.9817707448159615e-12,12.42500346,-73.387415107,CXO,2.7602082177810213e-15,8.586487807743175e-15,3.6129265297137504e-14,2.02198,CXO,4,4685927315640017792,12.425032528725,-73.3874101063203,-0.0301,0.0199,-1.5117,1.32,0.53,0.022,-1.209,0.025,0.09,2.32,1.035,14.796638,0.004103,14.840578,0.008287,14.654923,0.011583,22524.3223,17164.3086,28180.7051,27205.6895,18131.4688,34078.1172,10122.0,-1.9226806651149815,4.0,0.038,,4,4,0.082,12.424963,-73.387421,0.07,0.06,0.0,00494199-7323147,14.551,0.037,0.039,52.7,14.482,0.062,0.062,23.2,14.303,0.071,0.072,16.0,AAA,222,111,000,662605,5.6,201.0,52297392.0,0.0,0.0,52297375.0,s,1998-08-09,82.0,303.104,-43.74,-178.1,2451034.7233,0.81,0.61,1.18,14.561,0.033,14.603,0.136,14.492,0.07,5536.0,74.0,ne,1.0,1.0,U,0.9,31,17.7,15.4,1.0,,2392.0,54999.0,68.0,Opt,4,0.266,0145m727_b0-013844,12.4249186,0.04,-73.3874765,0.0355,J004941.97-732314.9,0.0067,1836.622,101.015,23.45,14.6,0.0,32.24,19.2,0.0,12.0,12.0,12.0,12.0,57189.146569,12.4248698,0.0398,-73.3874801,0.0353,0.0065,0.00018,0.0081,-0.00485,0.0071,59.6,73.2,3300.0,60.0,3800.0,50.0,13.699,0.018,4.484,13.544,0.015,3.226,3.828,3N000,0.071,-0.031,0.71,0.003,0.01,310.688292,0.037,-64.64277,0.039,0.023,0.074,0.02,0.078,0.315,0.254,3.31,8.76,3,3,3,3,0.013,0.037,0.01,0.037,0.052,hh00,00,WISEA,4,0.153,0145m727o0002959,12.4249788,-73.3874498,100.054,100.007,1835.584,1835.629,3194.9,3908.6,0.005,0.012,0.006,0.013,11.618,29.727,1.0,1.0,13.91,5.045,0.8861,0.9266,3229.0,3938.9,11.834,30.43,2.6281,2.8545,-0.000909627,0.000684619,0.000170468,0.00033,2.607,3.0774,12.4249788,12.424854,-73.3874498,-73.3874845,0145m727,0145m727w1o0003146,0145m727w2o0002629,286.0,273.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,4,0.31,J004941.95-732314.9,12.4248272,-73.387473,0.0613,0.0596,85.8,Im,13.726,0.031,13.583,0.032,12.848,,9.249,,14.551,0.039,14.482,0.062,14.303,0.072,3672.061,201.292,1.450727013510136e+17,35.3,1.73,34.0,0.958,-2.0,0.958,-1.0,0.873,1.21,1.0,0.0,0.0,0.0,0.0,0.0,hh00,0.0,00nn,49,49,49.0,49.0,0.0,22.0,0.0,22.0,0.0,12.4248264,0.0632,-73.3874721,0.0619,-0.004,98,88,-97,80,1.73,0.955,0.958,0.873,1.21,2N000,AAUU,3.0,0.0,49.131,48.856,22.357,22.77,52297375,0.234,2M,13.734857559204102,13.487947463989258,-0.00394819350913167,-0.008257605135440826,13.726,0.031,13.583,0.032,22524.3223,0.5220024741191254,0.6159524457699017,0.5134780712249662,1.2219633988345715e-11,4.74759613226617e-14,2.8825638832236136e+33,0.0038852195874230894,0.18565500000000057,HMXB,LIN 139,"CSC,XMM,XRT,Gaia,2Mass,catwise,unwise,allwise"
60,DZ Tuc,15.44,Be,12.686208333333331,-73.2681,0,60.0,0.124,J005044.6-731605,4.0528414618719e-13,3.5645530817867e-13,3.7660337699568e-14,1.5959001742418e-14,2.6417862020065e-14,,0.52467,0.64085,0.17489,0.890331,29.4956,0.314,J005044.7-731605,8.74962e-16,1.88117e-16,1.24165e-14,6.04057e-16,5.70257e-14,1.31247e-15,2.05637e-13,4.15008e-15,6.95619e-13,2.05574e-14,9.69037e-13,2.10611e-14,1.94001e-13,2.83623e-15,0.850844,0.0269426,0.628668,0.0161802,0.120864,0.0147305,-0.073112,0.0172654,0.71,24913.0,0.018,0.000734,-0.000734,0.594,0.461,0.000777,-0.000187,0.00434,0.00035,-0.00035,0.0122,0.000586,-0.000586,0.0471,1.507e-12,1.64e-12,0.4513,0.13371,-0.13956,9.680038358194148e-14,3.800487966246668e-13,1.0301508197933917e-12,12.686215047,-73.268134447,CXO,1.546130535996302e-14,4.670451880759648e-14,5.869329360873679e-13,0.890331,CXO,5,4685928999266932864,12.6862831109248,-73.2681750456134,-0.0248,0.0245,-1.0117,1.448,0.679,0.028,-1.278,0.031,0.064,0.722,0.987,15.345635,0.003619,15.346321,0.0074,15.291616,0.007578,23639.7656,15648.8574,39283.1875,10989.6455,9595.06348,14631.5654,10122.0,-1.5218948299269606,5.0,0.185,,5,5,0.025,12.68626,-73.268173,0.08,0.07,0.0,00504470-7316054,15.296,0.043,0.045,26.6,15.299,0.1,0.1,11.0,14.806,0.112,0.113,10.1,AAB,222,111,000,660606,7.2,272.0,52325630.0,0.0,0.0,52325628.0,s,1998-08-09,83.0,303.001,-43.86,-66.8,2451034.7305,1.64,0.94,1.29,15.241,0.072,15.267,0.239,14.597,0.137,5111.0,186.0,ne,0.0,1.0,0,,,,,0.0,,2393.0,55034.0,209.0,Opt,5,0.712,0145m727_b0-027235,12.6855991,0.0314,-73.268157,0.028,J005044.53-731605.3,0.0091,1744.067,260.491,25.67,15.8,0.4,29.65,20.8,1.69,12.0,12.0,12.0,12.0,57205.71566,12.6855515,0.0319,-73.2681614,0.0285,0.0083,0.00119,0.0084,-0.00385,0.0076,84.8,75.7,1600.0,20.0,1900.0,30.0,14.454,0.013,4.74,14.279,0.014,1.997,3.346,3N000,0.081,0.141,28.524,0.104,12.861,311.014652,0.03,-64.660321,0.03,0.029,0.06,0.033,0.062,0.492,0.526,1.88,8.95,3,3,3,3,0.017,0.03,0.013,0.03,0.095,hh00,00,WISEA,5,0.707,0145m727o0007544,12.6856005,-73.2681765,259.469,259.56,1743.049,1742.991,1602.0,2054.0,0.008,0.02,0.009,0.022,9.3513,25.856,1.0,1.0,29.3,3.686,0.7512,0.8085,1636.3,2069.6,9.5632,26.57,2.6313,2.8567,-0.00345844,-0.000629902,0.000259967,0.000525,-5.2558,-4.3583,12.6856005,12.685763,-73.2681765,-73.268108,0145m727,0145m727w1o0007967,0145m727w2o0006650,279.0,272.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,5,0.827,J005044.51-731605.3,12.6854944,-73.2681394,0.067,0.0642,88.5,Im,14.592,0.03,14.367,0.04,12.763,,9.187,,15.296,0.045,15.299,0.1,14.806,0.113,3487.04,520.181,1.450727013510141e+17,35.7,2.27,27.2,1.06,-1.2,0.98,-0.3,1.01,1.46,1.0,0.0,0.0,0.001,0.0,0.0,hh00,0.0,10nn,47,47,46.0,47.0,0.0,20.0,0.0,20.0,900.0,12.6854867,0.0692,-73.2681376,0.0672,0.0041,155,153,-195,140,2.27,1.06,0.98,1.01,1.46,1N000,AAUU,3.0,0.0,49.058,50.449,22.991,22.737,52325628,0.803,2M,14.484343528747559,14.18649959564209,-0.0063377306796610355,-0.013667378574609756,14.592,0.03,14.367,0.04,23639.7656,0.8084549594790646,0.8525828344053983,0.5025786091634792,7.369862712331967e-12,6.490987602549273e-13,4.341090293090571e+34,0.08807474244653059,0.054705000000000226,HMXB,V* DZ Tuc,"CSC,XMM,XRT,Gaia,2Mass,catwise,unwise,allwise"
