index,name_BeSS,mag_BeSS,type_BeSS,_RAJ2000_BeSS,_DEJ2000_BeSS,conf_flag,_q,_r_CSC,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,HRhm,HRhs,HRms,GamPL,NHPL,_r_XMM,_4XMM,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,_2SXPS,CR0,E_CR0,e_CR0,SwiftHR1,SwiftHR2,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,FPU0,Gam1,E_Gam1,e_Gam1,XRTsoft,XRTmed,XRThard,_RAJ2000_X,_DEJ2000_X,X_pos,Flux (0.3-1 keV),Flux (1-2 keV),Flux (2-10 keV),Gamma,X_flux,index_X,Source,_RAJ2000_gaia,_DEJ2000_gaia,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag,abs_BPmag,_q_X,_r_X,conf_flag_X2O
231,CXOU J005736.2-721934,15.97,Be,14.400078,-72.326132,0,231.0,0.107,J005735.9-721934,3.3052835172255e-13,2.7760848183877e-13,4.4992419549709e-14,1.5319026100502e-14,1.779288019445e-15,,0.37102,0.59463,0.28732,1.43707,50.7816,0.235,J005735.9-721933,5.22726e-17,6.27519e-17,6.47194e-16,1.36943e-16,2.30702e-15,2.09965e-16,1.00717e-14,6.80372e-16,1.7457e-13,7.89065e-15,2.30131e-13,8.03103e-15,1.38678e-14,5.94787e-16,0.906661,0.0396476,0.836656,0.0133149,0.365515,0.0119244,0.079342,0.0127021,1.42,23761.0,0.00856,0.000389,-0.000389,0.703,0.429,0.000208,-0.000119,0.00227,0.000196,-0.000196,0.0058,0.000302,-0.000302,6.66e-16,6.528e-13,7.82e-13,0.7058,0.17652,-0.15286,3.0961739596882974e-14,1.7753482334508991e-13,4.443034370580271e-13,14.39999357,-72.326116978,CXO,1.748929078103915e-14,5.81649917163736e-14,3.9960256159503043e-13,1.43707,CXO,16,4689001343986819072,14.4000677350702,-72.3261268024109,-0.0089,0.0304,-0.294,1.427,0.698,0.037,-1.244,0.034,0.0,0.0,0.961,15.94867,0.003196,15.96465,0.005605,15.851771,0.008885,14029.2861,11295.4238,17106.5547,10735.2891,8762.6377,17047.5801,10012.0,0.22947214048149966,16.0,0.108,
238,RX J0058.2-7231,14.9,Be,14.552446,-72.513544,0,238.0,,,,,,,,,,,,,,0.401,J005812.5-723048,1.2185e-15,2.54904e-16,4.8473e-15,4.44876e-16,3.80555e-14,1.2002e-15,3.75904e-13,6.18929e-15,1.6502e-12,3.49076e-14,2.18532e-12,3.56017e-14,3.01884e-13,3.87908e-15,0.870338,0.0206851,0.731275,0.00965967,0.33739,0.00827663,0.084522,0.00965814,0.61,29275.0,0.0431,0.000989,-0.000989,0.749,0.288,0.00147,-0.000199,0.013,0.00051,-0.00051,0.0244,0.000714,-0.000714,0.0,2.928e-12,3.53e-12,1.237,0.07795,-0.07272,1.423197509078764e-13,9.91702168676796e-13,1.7939780804153276e-12,14.55211694,-72.513595,XMM,5.154908500134117e-15,3.80555e-14,1.6729872888311585e-12,1.2369999885559082,XMM,80,4685993080193876608,14.5524456871046,-72.5135443385342,-0.0384,0.0224,-1.7145,1.408,0.729,0.03,-1.205,0.023,0.092,2.34,1.006,14.777754,0.003024,14.830386,0.004238,14.638803,0.006118,22423.3711,17848.1367,27647.2793,22561.5293,18847.8809,27445.9062,10022.0,-1.9231185221312437,80.0,0.402,
248,[HP2004] 39,,Be,15.125791666666666,-72.34309999999999,0,248.0,,,,,,,,,,,,,,1.854,J010030.1-722033,3.34161e-16,9.38633e-17,7.64409e-16,1.25976e-16,5.02643e-15,3.06277e-16,2.22788e-14,1.04241e-15,2.87973e-14,3.78458e-15,5.29741e-14,4.11516e-15,2.00341e-14,7.11119e-16,0.824425,0.0201856,0.40335,0.0184967,0.044962,0.0166777,-0.040202,0.0203883,1.79,64205.0,0.00436,0.000508,-0.000508,0.554,0.232,0.000286,-0.00019,0.00149,0.00029,-0.00029,0.00241,0.000367,-0.000367,0.0,3.498e-13,3.64e-13,1.053,0.29694,-0.26758,3.4724046406810785e-14,1.2098916617978467e-13,1.9408678741340455e-13,15.12581694,-72.342585,XMM,9.553717953426757e-16,5.02643e-15,4.11592422882734e-14,1.0529999732971191,XMM,81,4690499218096543744,15.1251746696092,-72.342627155802,-0.0434,0.0171,-2.5352,1.418,0.709,0.02,-1.228,0.018,0.048,0.871,0.933,14.548094,0.00281,14.550979,0.00303,14.483618,0.004156,28075.8379,21387.6387,35998.8906,22536.9961,19056.4844,26743.5977,10022.0,-2.690684631420149,81.0,0.711,
254,RX J0101.0-7206,15.72,B3.5Ve,15.262034,-72.116379,0,254.0,0.061,J010102.9-720658,5.2500561985392e-14,4.2066769683174e-14,5.7055178262174e-15,5.950375068529e-15,0.0,,0.44222,0.42349,-0.02623,0.91853,5.60665,0.037,J010102.8-720658,6.71604e-16,9.43292e-17,3.55321e-15,1.93027e-16,8.19442e-15,2.82978e-16,1.9635e-14,7.38939e-16,6.48229e-14,4.11214e-15,1.02131e-13,4.24644e-15,2.77633e-14,6.21423e-16,0.682443,0.028316,0.404563,0.0210277,0.101129,0.0176095,-0.077104,0.0222559,1.36,45241.0,0.00524,0.00074,-0.00074,0.324,0.453,9.81e-05,-9.81e-05,0.00104,0.0003,-0.0003,0.00323,0.000498,-0.000498,0.286,4.006e-13,4.03e-13,,,,4.9086101667057686e-14,9.613905119405973e-14,2.553748471388826e-13,15.26208677,-72.116384034,CXO,5.8116259567290885e-15,7.089968806378995e-15,6.875180941882545e-14,0.91853,CXO,17,4690507052120063488,15.2620336105828,-72.1163790748907,0.0928,0.0316,2.9354,1.466,0.857,0.041,-1.19,0.033,0.138,2.54,1.111,15.65849,0.002877,15.653906,0.003951,15.576471,0.004907,7298.85693,5984.45557,8922.03125,8270.70117,7798.91699,8693.13184,10022.0,1.3376317458800049,17.0,0.045,
258,RX J0101.3-7211,15.49,Be,15.336708333333329,-72.18860000000001,0,258.0,0.689,J010120.6-721118,,,,,,0.0,,,,,,0.595,J010120.6-721119,1.75619e-15,1.61747e-16,7.56552e-15,2.99284e-16,2.7041e-14,5.76059e-16,1.08816e-13,1.94247e-15,3.89009e-13,9.94626e-15,5.36326e-13,1.0185e-14,1.03235e-13,1.31697e-15,0.666565,0.0236225,0.450191,0.0152172,0.16765,0.0123994,0.05828,0.013706,0.55,51334.0,0.188,0.0271,-0.0271,0.287,0.511,0.00332,-0.00332,0.0368,0.0129,-0.0129,0.139,0.0215,-0.0215,0.0,2.121e-11,2.31e-11,,,,2.5302370308934646e-12,4.567202045946548e-12,1.4112560923159988e-11,15.33617194,-72.18862,XMM,6.973294988956376e-15,2.7041e-14,4.471685192782576e-13,2.0,XMM,18,4690505613293360640,15.3360982982863,-72.1886014208186,-0.0272,0.034,-0.7985,1.471,0.79,0.045,-1.24,0.036,0.217,6.59,1.054,15.589946,0.004522,15.498016,0.008509,15.68626,0.021769,16972.9512,12425.1152,23570.2988,14967.6523,11526.1094,17770.8398,10022.0,-0.6507708127788803,18.0,0.083,
261,RX J0101.8-7223,14.61,Be,15.467899,-72.39279,0,261.0,0.342,J010152.2-722334,1.3463267083739e-12,1.1566545095566e-12,1.5909640648236e-13,5.3904285859595e-14,0.0,,0.42473,0.58713,0.21487,1.07582,34.672,1.17,J010152.1-722335,2.03217e-15,2.72603e-16,2.57314e-14,8.5882e-16,1.05433e-13,1.76623e-15,3.17673e-13,5.2461e-15,1.08059e-12,2.59649e-14,1.58276e-12,2.66363e-14,3.32942e-13,3.72609e-15,0.798153,0.0145359,0.553733,0.00940931,0.036126,0.00883899,-0.174568,0.01017,1.59,71516.0,0.022,0.00111,-0.00111,0.662,0.248,0.00137,-0.000304,0.00754,0.000641,-0.000641,0.0131,0.000852,-0.000852,0.000901,1.5e-12,1.77e-12,1.161,0.15088,-0.15688,1.0655261228067038e-13,5.239362177824679e-13,8.695111699368617e-13,15.46787429,-72.392884623,CXO,5.511774481637062e-14,1.9998581611058076e-13,1.8151728843100015e-12,1.07582,CXO,19,4687492917085083648,15.4678989317023,-72.3927903011386,-0.0585,0.0197,-2.9668,1.487,0.793,0.025,-1.258,0.022,0.056,0.865,0.99,14.862729,0.002808,14.86627,0.003182,14.798992,0.004046,29345.4688,23763.6602,38056.7891,25886.6973,17514.7363,31522.1602,10122.0,-2.471435259250832,19.0,0.322,
266,RX J0103.6-7201,14.65,O5Ve,15.904208333333333,-72.0275,0,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,2081.0,0.0177,0.000383,-0.000383,0.223,0.997,0.0,0.0,0.0,0.000453,0.0,0.0163,0.000272,-0.000272,0.0,8.455e-13,1.08e-12,,,,8.049812300706073e-16,1.267042528154894e-15,8.434279762417745e-13,15.90677,-72.02649,XRT,8.049812300706073e-16,1.267042528154894e-15,8.434279762417745e-13,2.0,XRT,133,4690513034998265728,15.9063957746735,-72.0258900276908,-0.016,0.02,-0.798,1.445,0.793,0.027,-1.208,0.023,0.106,3.72,0.951,14.57408,0.002995,14.546083,0.004874,14.575459,0.005651,20850.4922,16585.4766,26644.1055,18183.6758,14087.4268,23862.4199,10022.0,-2.0494985572733277,133.0,2.178,4.0
271,RX J0105.5-7221,15.15,Be,16.148,-72.36328055555555,0,271.0,0.353,J010435.4-722148,0.0,0.0,0.0,0.0,,,,,,,,3.704,J010435.4-722151,8.01649e-19,7.29305e-17,6.06896e-19,9.41358e-17,4.41195e-15,6.88715e-16,2.48714e-14,2.54591e-15,5.01111e-14,9.00488e-15,7.87945e-14,9.39908e-15,2.27086e-14,1.80834e-15,-0.692636,1.17756,0.997545,0.0485307,0.29243,0.0781626,-0.320914,0.0879981,2.56,153308.0,0.0114,0.00232,-0.00232,0.384,0.425,0.000652,-0.000652,0.00252,0.000983,-0.000983,0.00691,0.00158,-0.00158,0.663,5.437e-13,6.98e-13,,,,6.168039843699956e-14,1.3858063544936263e-13,3.434389661136378e-13,16.147830012,-72.363364013,CXO,1.0536907702792253e-18,4.41195e-15,6.735261085076473e-14,2.0,XMM,20,4687487900561970048,16.147672585212,-72.3634616333663,0.0193,0.0252,0.7646,1.491,0.778,0.035,-1.272,0.029,0.147,4.61,1.065,15.121189,0.003083,15.120734,0.005298,15.068729,0.005902,12881.1953,10176.4453,17016.1738,10756.1504,8079.75488,14222.749,10022.0,-0.4290468244777319,20.0,0.404,
273,RX J0105.3-7210,15.63,Be,16.290251,-72.196375,0,273.0,0.188,J010509.7-721146,4.6231739231153e-14,3.2880486239013e-14,8.9771127619937e-15,5.3215139354146e-15,0.0,,0.20612,0.19613,-0.01124,1.66327,24.409,0.37,J010509.6-721147,2.60962e-16,6.23828e-17,6.36757e-15,2.02185e-16,2.35492e-14,3.39416e-16,3.57285e-14,7.12086e-16,7.87533e-14,3.60452e-15,1.53321e-13,3.74658e-15,6.40438e-14,6.88076e-16,0.93662,0.011644,0.519753,0.0104053,-0.285182,0.0102853,-0.29018,0.0187577,2.5,7054.0,0.00534,0.00033,-0.00033,0.382,-0.109,0.000515,-0.000129,0.00206,0.00017,-0.00017,0.00162,0.000159,-0.000159,0.537,2.349e-13,3.08e-13,1.816,0.18739,-0.1789,4.667284378966313e-14,1.043719581186318e-13,8.385519809170507e-14,16.290421471,-72.196378591,CXO,6.533215712423523e-15,1.1825191826648715e-14,4.5072336712808346e-14,1.66327,CXO,21,4687503225007730432,16.2902506579531,-72.1963745846584,-1.8033,0.4115,-4.3821,4.024,3.639,0.579,1.718,0.482,3.046,17.3,1.63,19.236937,0.009569,19.014702,0.016791,17.72337,0.009347,9144.44629,5324.89746,13847.9512,3495.29443,2950.49878,4181.70898,11033.0,4.208914932883111,21.0,0.136,
275,RX J0105.9-7203,,Be,16.480222,-72.064044,0,275.0,0.031,J010555.2-720350,3.2475905659285e-14,2.772476183238e-14,3.1418278888825e-15,2.1969583572445e-15,6.8602945677522e-16,,0.52467,0.52967,0.00625,0.668914,6.2312e-06,0.218,J010555.2-720350,2.49688e-16,7.08773e-17,4.52259e-16,8.86822e-17,1.00043e-15,1.05784e-16,1.70308e-14,6.30232e-16,1.19746e-13,5.08894e-15,1.54662e-13,5.16335e-15,9.59022e-15,3.6933e-16,-0.342828,0.023215,0.628312,0.0199033,0.309921,0.014856,0.05567,0.0167135,2.74,3369.0,0.000967,0.000103,-0.000103,0.556,0.543,0.0,0.0,0.000179,4.92e-05,-4.92e-05,0.000879,7e-05,-7e-05,0.0,1.15e-13,1.15e-13,0.1615,0.24206,1.0,7.0392360813633444e-15,2.4669034555408477e-14,8.329172936322818e-14,16.480212478,-72.064052005,CXO,2.000171121497997e-15,3.837060804198574e-15,4.8489972856994704e-14,0.668914,CXO,22,4687508001011164544,16.480222150355,-72.0640441122241,0.0048,0.0276,0.1738,1.408,0.772,0.033,-1.178,0.032,0.096,1.37,1.009,15.551543,0.003138,15.553448,0.005405,15.491486,0.005058,13389.9707,10457.0723,17054.1777,6975.52637,6378.2085,7560.78369,10022.0,-0.08045013343859786,22.0,0.025,
287,XTE J0111-7317,15.52,B1IVe,17.784999999999997,-73.2794,0,287.0,,,,,,,,,,,,,,0.53,J011108.4-731646,6.22259e-16,2.04574e-16,2.06339e-15,3.23981e-16,3.37041e-15,4.84108e-16,6.91506e-15,1.14176e-15,2.20267e-14,6.94447e-15,3.79695e-14,7.09614e-15,1.21316e-14,1.0284e-15,0.484245,0.12498,0.21012,0.0946413,-0.076779,0.092376,-0.276336,0.151597,,,,,,,,,,,,,,,,,,,,,,,,,17.785375,-73.2795,XMM,2.0090544238981583e-15,3.37041e-15,2.5996773895458654e-14,2.0,XMM,82,4687174367933821952,17.7857375399739,-73.2795300370161,-0.0879,0.0253,-3.4719,1.596,1.01,0.034,-1.236,0.028,0.0,0.0,0.959,15.436142,0.003012,15.429562,0.004443,15.413126,0.005667,25603.6875,19929.3066,39059.6523,24033.5781,20719.3652,28115.7188,10022.0,-1.6119505893665753,82.0,0.412,
297,CAS GAM-1,15.19,Be,19.63321,63.74252,0,297.0,,,,,,,,,,,,,,0.689,J011831.9+634433,1.41931e-16,9.09277e-17,1.45008e-15,2.06674e-16,2.59822e-14,8.18998e-16,3.26477e-14,1.65978e-15,9.66876e-16,1.27536e-15,6.83397e-14,2.53772e-15,5.34749e-14,1.40253e-15,0.774361,0.0821472,0.887963,0.0143528,-0.34834,0.0235712,-0.985821,0.0156355,2.58,27291.0,0.248,0.00202,-0.00202,0.929,0.658,0.00164,-0.000168,0.0453,0.000865,-0.000865,0.222,0.00187,-0.00187,0.0,2.553e-11,2.97e-11,,,,1.5967914231887328e-13,4.338324866663472e-12,2.1031995991017655e-11,19.63310889,63.74270611,XMM,1.1909362476051529e-15,2.59822e-14,3.01941047076512e-14,2.0,XMM,83,524677469790488960,19.6332104006613,63.742520165579,0.1363,0.0163,8.3392,1.757,-1.684,0.013,0.504,0.017,0.0,0.0,1.017,14.304468,0.012906,15.436176,0.030302,13.246359,0.040486,5787.48145,5333.76074,6604.97119,5658.56836,5234.40674,6145.69727,10033.0,1.6237279398488305,83.0,0.675,
382,V831 Cas,11.34,B1IVe,26.75070833333333,61.35658055555556,0,382.0,,,,,,,,,,,,,,0.233,J014700.2+612123,2.38465e-14,1.40494e-15,2.53707e-13,4.4787e-15,1.78333e-12,1.26271e-14,6.26065e-12,4.02606e-14,1.71348e-11,1.74159e-13,2.54422e-11,1.79663e-13,5.74371e-12,2.64192e-14,0.819435,0.00984703,0.725686,0.00452927,0.104715,0.00472716,-0.170784,0.00580317,1.82,201023.0,0.871,0.0374,-0.0374,0.779,0.825,0.00809,-0.00374,0.0746,0.0114,-0.0114,0.788,0.0355,-0.0355,0.668,1.055e-10,1.39e-10,-0.7203,-1.0,-0.16419,1.1344401426317363e-12,9.131986487519723e-12,9.523357336984853e-11,26.750835,61.35655806,XMM,2.7045282870894346e-13,1.78333e-12,1.4176922465416905e-11,-0.720300018787384,XMM,85,511220031584305536,26.7508850282046,61.3565732759541,0.328,0.0217,15.1461,1.033,-1.029,0.016,-0.082,0.017,0.184,65.0,1.352,11.215371,0.003115,11.629826,0.005745,10.599628,0.005183,2751.88892,2613.82031,2914.76392,2740.13037,2597.42285,2877.87402,10033.0,-0.568328498099584,85.0,0.088,
465,V782 Cas,7.622,B6IIe,32.18933333333333,65.037425,0,465.0,,,,,,,,,,,,,,0.216,J020845.4+650214,0.0,1.1346e-15,5.58143e-15,2.22405e-15,7.35669e-14,7.052e-15,8.04143e-13,3.90188e-14,6.24538e-12,3.42201e-13,7.12868e-12,3.445e-13,4.38272e-13,1.91123e-14,1.0,0.432471,0.812409,0.0696715,0.570491,0.0362361,0.397745,0.0308052,,,,,,,,,,,,,,,,,,,,,,,,,32.18933111,65.037485,XMM,4.1753023694376654e-15,7.35669e-14,6.3321945694330746e-12,2.0,XMM,86,515475966217148160,32.1893202364033,65.0374240291845,1.1826,0.0334,35.4488,3.951,1.69,0.024,-3.572,0.028,0.319,110.0,1.874,7.489314,0.003041,7.69611,0.004772,7.083958,0.005729,832.176147,812.332336,860.226318,827.184937,803.151489,849.214172,10033.0,-1.9049663163885784,86.0,0.277,
512,BD+56 511,9.11,B3IIIe,34.699666666666666,57.06724722222223,0,512.0,0.582,J021847.9+570402,3.4661201855454e-16,0.0,1.4996799585351e-16,7.1610258627535e-17,,,-0.12742,-0.81574,-0.29232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.699963926,57.06724094,CXO,9.848073405669374e-17,2.0349389040770882e-16,0.0,2.0,CXO,23,458368603583940352,34.6997387490136,57.0672749657311,0.3865,0.0185,20.8913,1.024,-0.137,0.013,-1.015,0.017,0.109,17.8,1.121,9.020182,0.002782,9.215045,0.002932,8.656334,0.003906,2431.97217,2334.77075,2510.97241,2416.52417,2318.93555,2568.09937,10033.0,-2.714748004145374,23.0,0.455,
516,Cl* NGC 869 LAV 1039,12.37,B3e,34.78566666666666,57.06363888888889,0,516.0,0.93,J021908.6+570348,4.4760247548088e-16,0.0,2.7762715266026e-16,3.459854976208e-16,,,-0.90194,-0.99938,-0.36227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.786067555,57.063500173,CXO,4.758103996787607e-16,3.767165724668109e-16,0.0,2.0,CXO,24,458368427480032128,34.7859610749235,57.0636060316265,0.4988,0.0667,7.4825,1.167,-0.701,0.049,-0.933,0.063,0.599,665.0,4.911,12.309223,0.00291,12.52021,0.00336,11.834487,0.00415,2085.00024,1779.44128,2484.43408,1763.36694,1603.75244,1969.05298,10033.0,0.9246794534974736,24.0,0.427,
517,NGC 869 1164,14.72,A0e,34.809579,57.184698,2,517.0,0.289,J021914.3+571104,2.5746080115226e-15,4.9487989429071e-16,6.8891517687194e-16,1.1861231112001e-15,,,-0.26483,-0.67458,-0.48969,,,1.575,J021914.1+571105,1.4669e-17,1.05047e-16,7.24786e-16,3.28314e-16,1.15919e-15,4.19984e-16,0.0,6.08567e-16,8.51394e-16,1.61903e-15,3.40944e-15,1.92278e-15,2.84184e-15,8.35094e-16,0.968861,0.218366,0.23758,0.248794,-1.0,0.32677,1.0,0.267098,,,,,,,,,,,,,,,,,,,,,,,,,34.809725795,57.184687654,CXO,1.631194704660378e-15,9.347996464493978e-16,6.357774646942667e-16,2.0,CXO,25,458375338092496128,34.8095785493804,57.1846983672621,0.2948,0.0324,9.0926,1.45,-0.709,0.024,-1.265,0.032,0.235,40.6,2.133,13.658439,0.002766,13.966516,0.003162,13.166041,0.003881,3087.32031,2830.98145,3386.45483,2909.47412,2696.41455,3183.89453,10033.0,1.5186075502750356,25.0,0.299,
520,HD 14162,9.37,Be,34.864374999999995,57.13837777777778,0,520.0,0.564,J021927.4+570817,5.2839849472476e-16,0.0,2.2450167368766e-16,2.5684716145528e-16,0.0,,-0.27858,-0.67208,-0.43223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.86449109,57.138234258,CXO,3.5322448885512156e-16,3.0462978932097695e-16,0.0,2.0,CXO,26,458374891415941120,34.8644451155337,57.1382360595599,0.4006,0.0147,27.3251,1.239,-0.59,0.011,-1.089,0.014,0.084,11.5,0.952,9.285574,0.002779,9.479526,0.002958,8.926943,0.003855,2348.68726,2256.93506,2424.51147,2326.17798,2239.32764,2410.57812,10033.0,-2.3745999602215218,26.0,0.1,
535,Cl* NGC 884 LAV 1703,12.236,B2e,35.35404166666666,57.197830555555555,0,535.0,,,,,,,,,,,,,,4.456,J022125.0+571147,1.65999e-17,1.0298e-16,4.86987e-17,2.30527e-16,3.99199e-16,2.21359e-16,6.47284e-15,1.35085e-15,1.26073e-14,6.10348e-15,2.18402e-14,6.28722e-15,6.03588e-15,9.65036e-16,0.964866,0.55853,0.712081,0.160232,0.257673,0.122198,-0.340114,0.231992,,,,,,,,,,,,,,,,,,,,,,,,,35.35452889,57.19662111,XMM,4.8847947443748715e-17,3.99199e-16,1.713862893872717e-14,2.0,XMM,87,458454537288962944,35.3538481115041,57.1979035955343,0.4446,0.0113,39.4261,1.471,-0.787,0.009,-1.243,0.011,0.062,7.34,0.922,12.100558,0.002869,12.337195,0.00379,11.692381,0.004743,2107.74536,2068.92554,2152.00488,2115.02075,2070.21094,2163.94482,10033.0,0.718104290416056,87.0,4.788,
536,NGC 884 2079,9.61,Be,35.42883333333333,57.30806111111111,0,536.0,,,,,,,,,,,,,,1.492,J022142.9+571830,1.92196e-16,2.14937e-16,1.60722e-15,4.77228e-16,1.27063e-15,5.11985e-16,9.3506e-16,9.72551e-16,0.0,2.80871e-15,5.39244e-15,3.25673e-15,5.63e-15,1.21559e-15,0.845557,0.156937,-0.062795,0.211139,-0.574056,0.277704,-1.0,0.79473,,,,,,,,,,,,,,,,,,,,,,,,,35.42911694,57.30844611,XMM,1.346089781364999e-15,1.27063e-15,8.399124102572743e-16,2.0,XMM,88,458459691249627776,35.4292573842891,57.3082804589054,1.5438,0.0184,84.1295,8.774,5.058,0.015,-7.169,0.017,0.126,22.9,1.281,9.324366,0.002761,9.80898,0.002867,8.657885,0.00379,637.49054,631.487305,645.767212,637.12793,628.424072,645.468689,10033.0,0.7866112776565615,88.0,0.794,
597,V615 Cas,10.8,B0Ve,40.13195833333333,61.22933611111111,0,597.0,0.439,J024031.6+611345,2.2137570962506e-12,1.9868767982223e-12,2.1074120664767e-13,5.1745586332554e-14,3.7365182249914e-14,,0.50843,0.74703,0.38601,,,0.109,J024031.6+611345,2.39877e-14,4.33527e-16,2.38493e-13,1.31254e-15,1.28914e-12,3.19706e-15,3.13955e-12,8.46741e-15,5.2596e-12,2.22144e-14,9.93006e-12,2.40994e-14,3.63585e-12,6.29108e-15,0.811452,0.00309533,0.668485,0.00164552,-0.06903,0.00176332,-0.405243,0.00200346,0.63,1813.0,0.234,0.000802,-0.000802,0.739,0.176,0.0134,-0.000199,0.0906,0.000507,-0.000507,0.13,0.000603,-0.000603,0.0,1.355e-11,1.92e-11,1.539,0.01884,-0.01637,7.890784454317607e-13,5.2574996804821144e-12,7.503421874086124e-12,40.132071074,61.229227041,CXO,6.102091301095665e-14,2.747223776904898e-13,2.7962662302342588e-12,1.5390000343322754,CXO,27,465645515129855872,40.1319351708771,61.2293316461677,0.3776,0.013,29.106,0.495,-0.423,0.011,-0.256,0.012,0.07,8.11,0.927,10.402225,0.002909,10.956625,0.004064,9.673551,0.004555,2504.49585,2436.96143,2576.76172,2473.95679,2406.57007,2544.85718,10033.0,-1.036976581957184,27.0,0.444,
608,IPHAS J024504.86+612502.1,,B7IV,41.27025,61.417249999999996,0,608.0,,,,,,,,,,,,,,2.498,J024505.2+612502,2.82956e-15,1.82891e-15,2.05845e-16,7.91769e-16,1.01285e-14,2.97443e-15,2.07076e-15,3.40383e-15,3.21376e-15,1.45124e-14,3.04e-14,1.69617e-14,1.43897e-14,4.82726e-15,-0.674437,0.577711,0.941477,0.131267,-0.718907,0.22914,0.102193,0.434377,,,,,,,,,,,,,,,,,,,,,,,,,41.27169,61.41733306,XMM,2.2706965219850358e-15,1.01285e-14,4.7467905056924375e-15,2.0,XMM,89,465718117256659328,41.2702382652329,61.417229616572,0.0564,0.0277,2.032,0.956,-0.916,0.026,0.274,0.029,0.0,0.0,0.996,15.440969,0.002769,15.967429,0.003208,14.725939,0.003955,8810.18164,7610.27246,10498.0713,8522.15625,7413.39893,9671.79199,10033.0,1.2425046881120085,89.0,2.542,
651,HD 237056,8.9,B0.5Vpe,45.65783333333333,57.61279444444445,0,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,195917.0,0.00745,0.0034,-0.0034,0.646,0.295,0.0,0.0,0.00251,0.00196,-0.00196,0.0051,0.00275,-0.00275,0.441,5.735e-13,6.34e-13,0.9991,-1.0,1.0,4.0413826353848716e-14,1.8791287621026833e-13,3.4517329743588295e-13,45.65871,57.61169,XRT,4.0413826353848716e-14,1.8791287621026833e-13,3.4517329743588295e-13,0.9991000294685364,XRT,134,460312230896759808,45.6578587664239,57.6127960196222,0.8836,0.0261,33.8659,0.704,-0.434,0.023,-0.554,0.03,0.193,37.2,1.4,8.376163,0.012694,8.731124,0.028629,7.748622,0.046113,1095.46143,1067.59985,1128.10657,1109.54883,1080.85461,1136.05103,10033.0,-1.4668614556586501,134.0,4.301,
663,HD 19818,9.06,B9.5Vne,47.10866666666666,-59.37371666666667,0,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,177291.0,0.0401,0.00485,-0.00485,-0.121,-0.365,0.0187,-0.00332,0.0147,0.0029,-0.0029,0.00644,0.00193,-0.00193,0.287,1.138e-12,1.43e-12,2.276,0.58166,1.0,5.295743279306239e-13,4.152505211873492e-13,1.931751508820269e-13,47.10896,-59.37288,XRT,5.295743279306239e-13,4.152505211873492e-13,1.931751508820269e-13,2.2760000228881836,XRT,135,4723685987981062656,47.1086908368634,-59.3737204065256,3.3128,0.0235,140.9404,17.208,0.11,0.031,17.207,0.028,0.233,59.8,0.861,9.026817,0.002793,9.097452,0.002912,8.857716,0.00392,300.745789,298.888123,302.72168,301.080597,299.106689,303.168152,10022.0,1.706454224377275,135.0,2.794,
682,GSC 02342-00359,14.25,B5e,52.293,31.366530555555556,0,682.0,0.839,J032910.3+312159,2.7998386543635e-13,1.9443648839787e-13,7.7173458000748e-14,1.2505027691389e-14,6.0492097896565e-14,,0.04372,0.53467,0.50219,3.17253,134.219,0.858,J032910.3+312159,7.70184e-16,2.65266e-16,7.90655e-15,6.7659e-16,1.15096e-13,2.51465e-15,2.1685e-13,5.93644e-15,2.36485e-13,1.81293e-14,5.75411e-13,1.93372e-14,2.7171e-13,4.57577e-15,0.81782,0.0577618,0.861126,0.0115904,-0.202441,0.0167756,-0.565822,0.0276246,,,,,,,,,,,,,,,,,,,,,,,,,52.293230863,31.36640602,CXO,2.6823941938992694e-14,1.1799325181269429e-13,2.1430634276904195e-13,3.17253,CXO,28,121406355952875520,52.29320387769,31.36637179915,,,,,,,,,2.231,712.0,,14.61073,0.008277,15.517612,0.022499,12.499799,0.010095,,,,,,,,,28.0,0.149,
