Be_star,Type,RA,DEC,Xcat,Xidentifier,Gamma,e_Gamma,E_Gamma,Fb,e_Fb,E_Fb,Fs,e_Fs,E_Fs,Fm,e_Fm,E_Fm,Fh,e_Fh,E_Fh,HRms,e_HRms,E_HRms,HRhm,e_HRhm,E_HRhm,DR3Name,Plx,RPlx,PM,e_PM,epsi,sepsi,RUWE,G,e_G,BP,e_BP,RP,e_RP,Teff,Gflux,e_Gflux,E_Gflux,dist,e_dist,E_dist,J,e_J,H,e_H,K,e_K,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Vsini,Vtran,e_Vtran,E_Vtran,LX,e_LX,E_LX,fX2O,e_fX2O,E_fX2O,match_flag,Class,ref,G-BP,G-RP,G-J,G-K,BP-RP,J-H,J-K,H-K,W1-W2,W1-W3,W2-W3,W1-W4
mu Cen,B2Vnpe,207.4039807,-42.47381501,XMM,J134936.7-422822,,,,2.7e-13,8e-15,8e-15,1.97e-13,7e-15,7e-15,5.7e-14,3e-15,3e-15,1.6e-14,4e-15,4e-15,-0.55,0.03,0.03,-0.55,0.08,0.08,Gaia DR3 6109087784495371648,7.3269,14.2,29.5,0.3,2.107,7866.0,5.777,3.426,0.004,3.42,0.02,3.51,0.02,19977.0,4.32e-07,2e-09,2e-09,142.0,10.0,11.0,3.7,0.2,3.7,0.2,4.01,0.04,4.1,0.3,3.8,0.2,3.83,0.01,3.15,0.02,124.0,20.0,1.0,1.0,6.511943e+29,9.397744e+28,9.845232e+28,6.3e-07,2e-08,2e-08,1,star,,0.006000000000000227,-0.08399999999999963,-0.274,-0.5839999999999996,-0.08999999999999986,0.0,-0.3099999999999996,-0.3099999999999996,0.2999999999999998,0.2699999999999996,-0.03000000000000025,0.9499999999999997
V767 Cen,B2Ve,208.48844872,-47.12818283,XMM,J135357.1-470741,,,,2.65e-12,4e-14,4e-14,5.3e-13,1e-14,1e-14,4.8e-13,8e-15,8e-15,1.64e-12,4e-14,4e-14,-0.05,0.01,0.01,0.55,0.02,0.02,Gaia DR3 6095347496917833472,1.4567,15.63,8.78,0.09,0.585,437.0,1.559,6.11,0.007,6.03,0.02,6.16,0.03,19280.0,3.65e-08,2e-10,2e-10,678.0,33.0,40.0,5.88,0.02,5.81,0.02,5.62,0.02,6.27,0.06,6.04,0.02,5.69,0.02,5.05,0.03,130.0,28.0,1.0,2.0,1.4563705e+32,1.4504451e+31,1.7222831e+31,7.3e-05,1e-06,1e-06,0,GCA,4,0.08000000000000007,-0.04999999999999982,0.23000000000000043,0.4900000000000002,-0.1299999999999999,0.07000000000000028,0.2599999999999998,0.1899999999999995,0.22999999999999954,0.5799999999999992,0.34999999999999964,1.2199999999999998
4U 1416-62,Be,215.30060803,-62.69892176,CXO,J142112.1-624156,,,,3.1e-13,5e-14,4e-14,1e-20,1e-20,2.09541e-15,1.7e-14,5e-15,5e-15,2.9e-13,5e-14,4e-14,1.0,0.4,0.4,0.9,0.2,0.2,Gaia DR3 5854175187710795136,0.0633,1.28,4.71,0.03,0.274,11.96,1.035,16.178,0.003,17.23,0.008,14.936,0.005,,3.425e-12,9e-15,9e-15,,,,13.3,0.02,12.75,0.02,12.29,0.02,11.747,0.01,11.683,0.009,,,,,,,,,,,,0.09,0.01,0.01,0,star,,-1.0519999999999996,1.2420000000000009,2.878,3.8880000000000017,2.2940000000000005,0.5500000000000007,1.0100000000000016,0.46000000000000085,0.06400000000000006,,,
CQ Cir,B1Ve,222.70935324,-60.28622165,XMM,J145050.2-601710,1.4,0.2,0.3,2.63e-12,8e-14,8e-14,9.8e-14,1e-14,1e-14,4.4e-13,1e-14,1e-14,2.1e-12,8e-14,8e-14,0.63,0.04,0.04,0.66,0.04,0.04,Gaia DR3 5878184669002394880,0.6079,36.6,4.61,0.01,0.092,15.28,1.019,9.555,0.003,10.043,0.003,8.866,0.004,,1.526e-09,4e-12,4e-12,1598.0,41.0,45.0,7.94,0.03,7.62,0.05,7.28,0.03,6.75,0.05,6.43,0.02,5.65,0.01,4.39,0.03,335.0,34.9,0.9,1.0,8.042656e+32,4.877141e+31,5.2180556e+31,0.00173,5e-05,5e-05,0,GCA,4,-0.48799999999999955,0.6890000000000001,1.6149999999999993,2.2749999999999995,1.1769999999999996,0.3200000000000003,0.6600000000000001,0.33999999999999986,0.3200000000000003,1.0999999999999996,0.7799999999999994,2.3600000000000003
d Lup,B3IVpe,233.97173763,-44.9584811,XMM,J153553.1-445731,,,,1.1e-14,4e-15,4e-15,6e-15,2e-15,2e-15,0.0,3e-16,3e-16,5e-15,4e-15,4e-15,-1.0,0.4,0.4,1.0,1.0,1.0,Gaia DR3 6001046782644084736,6.846,51.98,29.4,0.1,0.847,847.1,0.988,4.681,0.003,4.548,0.008,4.8,0.01,17100.0,1.36e-07,4e-10,4e-10,146.0,3.0,2.0,4.97,0.04,5.07,0.02,5.1,0.03,5.1,0.2,4.94,0.09,5.19,0.01,5.1,0.03,,20.4,0.4,0.3,2.8929644e+28,1.0861352e+28,1.0846722e+28,8e-08,3e-08,3e-08,0,star,,0.133,-0.11899999999999977,-0.2889999999999997,-0.4189999999999996,-0.2519999999999998,-0.10000000000000053,-0.1299999999999999,-0.02999999999999936,0.15999999999999925,-0.09000000000000075,-0.25,0.0
48 Lib,B8IIe,239.54730422,-14.27942818,XMM,J155811.3-141645,,,,5e-15,1e-15,1e-15,5e-16,2e-16,2e-16,1.3e-16,9e-17,9e-17,4e-15,1e-15,1e-15,-0.6,0.4,0.4,0.9,0.4,0.4,Gaia DR3 6263223955904774656,7.154,58.75,21.4,0.1,0.702,760.2,0.863,4.742,0.004,4.726,0.01,4.74,0.01,13352.0,1.285e-07,5e-10,5e-10,139.0,3.0,2.0,5.1,0.2,4.83,0.08,4.59,0.02,5.17,0.06,3.8,0.2,3.29,0.01,2.46,0.02,390.0,14.1,0.3,0.3,1.1058423e+28,2.850792e+27,2.843102e+27,3.7e-08,9e-09,9e-09,0,star,,0.016000000000000014,0.0019999999999997797,-0.35799999999999965,0.15200000000000014,-0.014000000000000234,0.2699999999999996,0.5099999999999998,0.2400000000000002,1.37,1.88,0.5099999999999998,2.71
del Sco,B0.2IVe,240.083375,-22.62170556,XMM,J160019.7-223717,,,,9.11e-13,9e-15,9e-15,8.02e-13,8e-15,8e-15,1e-13,2e-15,2e-15,9e-15,2e-15,2e-15,-0.78,0.01,0.01,-0.84,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,2.4,0.3,2.4,0.2,2.4,0.3,-0.9,,-0.72,,1.11,0.02,0.57,0.02,175.0,,,,,,,,,,2,star,,,,,,,0.0,0.0,0.0,-0.18000000000000005,-2.0100000000000002,-1.83,-1.47
HD 143700,B1.5Vne,241.00907213,-47.47609856,XRT,122205,2.9,0.5,1.0,1.4e-13,2e-14,2e-14,8e-14,1e-14,1e-14,2.6e-14,4e-15,4e-15,3e-14,5e-15,5e-15,-0.5,0.2,0.2,0.1,0.1,0.1,Gaia DR3 5984774216749211648,1.0041,44.89,3.05,0.02,0.143,26.82,0.917,9.065,0.003,9.336,0.005,8.606,0.008,28973.0,2.398e-09,7e-12,7e-12,966.0,22.0,23.0,8.33,0.02,8.15,0.04,7.95,0.02,7.32,0.03,7.12,0.02,6.49,0.02,5.23,0.03,230.0,14.0,0.3,0.3,1.5787812e+31,1.9065135e+30,1.9127289e+30,5.9e-05,7e-06,7e-06,1,star,,-0.2710000000000008,0.45899999999999963,0.7349999999999994,1.1149999999999993,0.7300000000000004,0.17999999999999972,0.3799999999999999,0.20000000000000018,0.20000000000000018,0.8300000000000001,0.6299999999999999,2.09
V1075 Sco,O8Ve,258.83020835,-33.54843167,XMM,J171519.2-333254,,,,5.66e-13,5e-15,5e-15,5.11e-13,5e-15,5e-15,5.2e-14,1e-15,1e-15,3e-15,1e-15,1e-15,-0.82,0.01,0.01,-0.88,0.04,0.04,Gaia DR3 5979008205986483712,0.9543,10.95,3.8,0.08,0.462,226.0,0.817,5.668,0.003,5.634,0.003,5.674,0.005,17993.0,5.48e-08,1e-10,1e-10,1030.0,99.0,145.0,5.66,0.02,5.68,0.03,5.59,0.02,5.4,0.1,5.2,0.05,5.17,0.01,4.69,0.03,211.0,19.0,2.0,3.0,7.1919747e+31,1.384517e+31,2.0243111e+31,1.03e-05,1e-07,1e-07,0,star,,0.03399999999999981,-0.006000000000000227,0.008000000000000007,0.07800000000000029,-0.040000000000000036,-0.019999999999999574,0.07000000000000028,0.08999999999999986,0.20000000000000018,0.23000000000000043,0.03000000000000025,0.71
gam Ara,B1IIe,261.34855538,-56.37778641,XMM,J172523.7-562239,,,,6.05e-13,7e-15,7e-15,4.6e-13,6e-15,6e-15,1.16e-13,2e-15,2e-15,2.9e-14,3e-15,3e-15,-0.6,0.01,0.01,-0.6,0.03,0.03,Gaia DR3 5922299347569528832,3.9387,8.91,13.1,0.3,2.013,6391.0,2.488,3.305,0.004,3.3,0.01,3.373,0.004,14338.0,4.83e-07,2e-09,2e-09,260.0,27.0,31.0,3.6,0.2,3.6,0.2,3.79,0.04,3.7,0.3,3.4,0.3,3.78,0.01,3.66,0.03,302.0,16.0,2.0,2.0,4.8767732e+30,1.0099102e+30,1.15407905e+30,1.25e-06,1e-08,1e-08,0,star,,0.0050000000000003375,-0.06800000000000006,-0.29499999999999993,-0.4849999999999999,-0.0730000000000004,0.0,-0.18999999999999995,-0.18999999999999995,0.30000000000000027,-0.07999999999999963,-0.3799999999999999,0.040000000000000036
V750 Ara,B2Vne,261.97837449,-47.02622862,XMM,J172754.7-470133,,,,2.64e-12,4e-14,4e-14,1.56e-13,4e-15,4e-15,3.1e-13,4e-15,4e-15,2.17e-12,4e-14,4e-14,0.33,0.01,0.01,0.75,0.02,0.02,Gaia DR3 5951798797906183936,0.9867,19.04,1.88,0.04,0.283,68.13,0.735,6.564,0.003,6.589,0.006,6.437,0.006,35461.0,2.401e-08,7e-11,7e-11,988.0,50.0,70.0,6.31,0.02,6.23,0.03,5.97,0.02,5.7,0.1,5.22,0.07,4.64,0.01,3.89,0.02,310.0,8.8,0.5,0.7,3.0845916e+32,3.186655e+31,4.430929e+31,0.00011,2e-06,2e-06,0,GCA,2,-0.025000000000000355,0.12699999999999978,0.25400000000000045,0.5940000000000003,0.15200000000000014,0.07999999999999918,0.33999999999999986,0.2600000000000007,0.4800000000000004,1.0600000000000005,0.5800000000000001,1.81
alf Ara,B2Vne,262.96015033,-49.8764425,XMM,J173150.5-495237,,,,3.4e-14,5e-15,5e-15,2.6e-14,3e-15,3e-15,1.4e-15,7e-16,7e-16,6e-15,5e-15,5e-15,-0.9,0.1,0.1,0.6,0.8,0.8,Gaia DR3 5949437149987478016,,,,,1.941,3360.0,,2.878,0.004,3.14,0.03,2.902,0.01,,7.15e-07,3e-09,3e-09,,,,,,,,,,0.63,,0.06,,1.09,0.04,0.42,0.01,290.0,,,,,,,4.7e-08,8e-09,8e-09,0,star,,-0.262,-0.02400000000000002,,,0.238,,,,0.5700000000000001,-0.4600000000000001,-1.03,0.21000000000000002
Cl* NGC 6383 FJL 24,B9Ve,263.69976323,-32.58896985,XMM,J173448.0-323520,,,,1.5e-14,2e-15,2e-15,8e-15,1e-15,1e-15,5e-15,8e-16,8e-16,3e-15,2e-15,2e-15,-0.2,0.1,0.1,-0.3,0.3,0.3,Gaia DR3 4054618589653638784,0.7069,18.22,3.08,0.04,0.253,72.46,1.512,11.267,0.003,11.399,0.003,11.015,0.004,,3.156e-10,8e-13,8e-13,1348.0,63.0,79.0,10.65,0.02,10.47,0.03,10.4,0.04,10.25,0.06,10.41,0.08,8.8,0.4,6.37,,,19.7,0.9,1.2,3.3234e+30,6.243045e+29,6.665057e+29,4.8e-05,8e-06,8e-06,0,star,,-0.13199999999999967,0.2519999999999989,0.6169999999999991,0.8669999999999991,0.38399999999999856,0.17999999999999972,0.25,0.07000000000000028,-0.16000000000000014,1.4499999999999993,1.6099999999999994,3.88
V3892 Sgr,Oe,266.19068598,-27.22903214,CXO,J174445.7-271344,1.7,0.3,0.3,9.4e-13,1e-13,1e-13,7e-14,2e-14,2e-14,1.7e-13,2e-14,2e-14,7e-13,1e-13,1e-13,0.4,0.1,0.1,0.6,0.1,0.1,Gaia DR3 4060784345959549184,0.7873,33.22,2.45,0.02,0.087,4.669,0.803,8.235,0.003,8.511,0.007,7.735,0.006,40958.0,5.15e-09,2e-11,2e-11,1208.0,30.0,34.0,7.05,0.02,6.84,0.04,6.51,0.02,5.81,0.08,5.63,0.05,4.97,0.02,3.97,0.03,,14.0,0.4,0.4,1.6391748e+32,1.9140064e+31,1.9604984e+31,0.00018,2e-05,2e-05,0,GCA,2,-0.2759999999999998,0.4999999999999991,1.1849999999999996,1.7249999999999996,0.7759999999999989,0.20999999999999996,0.54,0.33000000000000007,0.17999999999999972,0.8399999999999999,0.6600000000000001,1.8399999999999994
HD 316341,B0Ve,267.14805981,-29.95800155,XMM,J174835.5-295728,,,,2.5e-13,2e-14,2e-14,1.1e-14,1e-15,1e-15,3.4e-14,2e-15,2e-15,2e-13,2e-14,2e-14,0.51,0.05,0.05,0.71,0.09,0.09,Gaia DR3 4057180662233441536,0.6098,28.62,1.58,0.02,0.066,3.591,0.82,9.641,0.003,9.841,0.005,9.266,0.006,,1.411e-09,4e-12,4e-12,1555.0,61.0,58.0,7.6,0.02,7.34,0.05,6.96,0.02,8.56,0.02,8.47,0.01,,,,,120.0,11.7,0.5,0.5,7.119969e+31,7.37556e+30,7.14129e+30,0.00017,1e-05,1e-05,0,star,,-0.1999999999999993,0.375,2.0410000000000004,2.681,0.5749999999999993,0.2599999999999998,0.6399999999999997,0.3799999999999999,0.08999999999999986,,,
HD 316520,B5IVnne,268.01417619,-28.75861884,CXO,J175203.4-284530,,,,4e-13,2e-13,1e-13,9e-15,7e-15,7e-15,3e-14,1e-14,1e-14,3e-13,1e-13,1e-13,0.6,0.4,0.4,0.8,0.5,0.5,Gaia DR3 4057351464551123328,0.5076,28.4,0.55,0.01,0.0,0.0,0.688,10.62,0.003,10.81,0.004,10.266,0.005,6442.0,5.72e-10,2e-12,2e-12,1853.0,70.0,77.0,9.82,,9.65,,9.41,0.03,9.05,0.03,8.85,0.03,8.23,0.06,7.46,,,4.8,0.2,0.2,1.4600045e+32,6.2653615e+31,5.983491e+31,0.0006,0.0003,0.0002,0,star,,-0.19000000000000128,0.3539999999999992,0.7999999999999989,1.209999999999999,0.5440000000000005,0.16999999999999993,0.41000000000000014,0.2400000000000002,0.20000000000000107,0.8200000000000003,0.6199999999999992,1.5900000000000007
V771 Sgr,Oe,268.3685113,-24.77435743,XMM,J175328.4-244627,2.1,0.3,0.6,4.02e-12,5e-14,5e-14,1.4e-13,4e-15,4e-15,4.33e-13,6e-15,6e-15,3.45e-12,5e-14,5e-14,0.51,0.01,0.01,0.78,0.02,0.02,Gaia DR3 4067633238255477248,0.5548,5.99,2.65,0.07,0.699,337.7,3.636,8.397,0.003,8.827,0.003,7.739,0.004,,4.44e-09,1e-11,1e-11,1848.0,235.0,327.0,6.91,0.02,6.58,0.04,6.18,0.02,5.5,0.2,5.18,0.08,4.46,0.02,3.46,0.02,,23.0,3.0,4.0,1.6437351e+33,4.1921006e+32,5.818047e+32,0.00091,1e-05,1e-05,0,GCA,5,-0.4299999999999997,0.6580000000000004,1.487,2.2170000000000005,1.088,0.33000000000000007,0.7300000000000004,0.40000000000000036,0.3200000000000003,1.04,0.7199999999999998,2.04
HD 316568,B2IVpe,268.67794077,-29.72989768,CXO,J175442.7-294347,,,,9e-15,2e-15,2e-15,9e-16,4e-16,4e-16,1.9e-15,4e-16,4e-16,6e-15,2e-15,2e-15,0.4,0.2,0.2,0.5,0.2,0.2,Gaia DR3 4056489821007384192,0.5676,29.3,0.73,0.02,0.0,0.05881,0.662,9.652,0.003,9.778,0.006,9.368,0.008,,1.396e-09,4e-12,4e-12,1690.0,57.0,52.0,8.9,0.03,8.78,0.03,8.5,0.04,,,,,,,,,,5.8,0.3,0.2,3.107355e+30,6.096885e+29,6.02732e+29,7e-06,1e-06,1e-06,0,GCA,5,-0.12600000000000122,0.2839999999999989,0.7519999999999989,1.1519999999999992,0.41000000000000014,0.120000000000001,0.40000000000000036,0.27999999999999936,,,,
HD 164492D,Be,270.59643195,-23.0333618,CXO,J180223.1-230159,2.54,0.09,0.09,2.69e-13,9e-15,9e-15,6.1e-14,3e-15,3e-15,6.4e-14,3e-15,3e-15,1.44e-13,8e-15,8e-15,0.02,0.03,0.03,0.38,0.04,0.04,Gaia DR3 4069268658698561664,-0.5197,-1.9,3.1,0.2,1.341,1362.0,7.493,8.826,0.003,8.859,0.005,8.66,0.01,16802.0,2.989e-09,9e-12,9e-12,,,,8.07,0.02,7.8,0.03,7.31,,,,,,,,,,,,,,,,,9e-05,3e-06,3e-06,0,star,,-0.032999999999999474,0.16600000000000037,0.7560000000000002,1.516000000000001,0.19899999999999984,0.27000000000000046,0.7600000000000007,0.4900000000000002,,,,
Cl* NGC 6530 ZCW 175,B3Ve,271.04650544,-24.36255841,CXO,J180411.1-242145,3.8,0.4,0.5,1.3e-14,1e-15,1e-15,5.1e-15,4e-16,4e-16,3.1e-15,3e-16,3e-16,5e-15,9e-16,9e-16,-0.24,0.07,0.07,0.2,0.1,0.1,Gaia DR3 4065975930620727040,0.7615,33.48,2.49,0.02,0.111,9.451,0.837,10.35,0.003,10.417,0.003,10.186,0.004,,7.34e-10,2e-12,2e-12,1276.0,35.0,36.0,10.03,0.03,9.95,0.02,9.9,0.02,9.8237,0.0007,,,,,,,,15.0,0.4,0.4,2.5812624e+30,2.541848e+29,2.5618765e+29,1.8e-05,1e-06,1e-06,0,YSO,1,-0.06700000000000017,0.1639999999999997,0.3200000000000003,0.4499999999999993,0.23099999999999987,0.08000000000000007,0.129999999999999,0.049999999999998934,,,,
HD 164906,B0Ve,271.10764806,-24.3856603,CXO,J180425.8-242308,,,,4.2e-15,7e-16,9e-16,3.2e-15,6e-16,6e-16,1e-15,3e-16,3e-16,1e-20,1e-20,4.8993e-16,-0.5,0.2,0.2,-1.0,0.7,0.7,Gaia DR3 4065974968548020352,0.7443,20.08,2.24,0.04,0.197,17.34,0.962,7.339,0.003,7.464,0.003,7.039,0.004,34465.0,1.175e-08,3e-11,3e-11,1280.0,62.0,66.0,6.65,0.02,6.48,0.05,6.17,0.03,5.6,0.2,5.32,0.06,3.51,0.02,-0.88,0.02,255.0,13.6,0.7,0.7,8.286098e+29,1.589808e+29,1.8825873e+29,3.6e-07,6e-08,7e-08,0,star,,-0.125,0.3000000000000007,0.6890000000000001,1.1690000000000005,0.4250000000000007,0.16999999999999993,0.4800000000000004,0.3100000000000005,0.27999999999999936,2.09,1.8100000000000005,6.4799999999999995
Cl* NGC 6530 ZCW 221,B2.5Ve,271.12079492,-24.42393268,CXO,J180428.9-242526,,,,3.2e-15,8e-16,1.2e-15,1.9e-15,6e-16,6e-16,1.3e-15,5e-16,5e-16,1e-20,1e-20,9.8773e-16,-0.2,0.2,0.2,-1.0,0.9,0.9,Gaia DR3 4065971738732595584,0.8157,53.17,2.65,0.02,0.039,1.27,0.686,10.622,0.003,10.683,0.003,10.462,0.004,7620.0,5.72e-10,1e-12,1e-12,1197.0,32.0,27.0,10.26,0.03,10.16,0.04,10.13,0.03,9.88,0.04,9.8,0.05,11.53,,2.3,0.03,,15.0,0.4,0.4,5.519251e+29,1.3519506e+29,2.138013e+29,6e-06,1e-06,2e-06,0,YSO,1,-0.06099999999999994,0.16000000000000014,0.3620000000000001,0.4919999999999991,0.22100000000000009,0.09999999999999964,0.129999999999999,0.02999999999999936,0.08000000000000007,-1.6499999999999986,-1.7299999999999986,7.580000000000001
Cl* NGC 6530 ZCW 228,B2.5Vne,271.13716776,-24.31236833,CXO,J180432.9-241844,4.3,0.5,0.6,1.8e-14,1e-15,2e-15,1.1e-14,8e-16,8e-16,7.3e-15,7e-16,7e-16,1e-20,1e-20,1.99257e-15,-0.2,0.06,0.06,-1.0,0.3,0.3,Gaia DR3 4066069251668212480,0.8168,33.33,2.14,0.02,0.121,9.356,0.815,10.416,0.003,10.477,0.003,10.261,0.004,,6.91e-10,2e-12,2e-12,1185.0,26.0,42.0,10.05,,9.83,,9.87,0.04,9.64,0.02,9.76,0.03,,,,,,12.0,0.3,0.4,3.0816683e+30,2.2149187e+29,4.3510275e+29,2.7e-05,2e-06,3e-06,0,YSO,1,-0.06099999999999994,0.15500000000000114,0.36599999999999966,0.5460000000000012,0.21600000000000108,0.22000000000000064,0.1800000000000015,-0.03999999999999915,-0.11999999999999922,,,
V986 Oph,B0IIIne,271.15566157,1.91896838,XMM,J180437.4+015509,,,,2.12e-13,7e-15,7e-15,1.63e-13,6e-15,6e-15,4.3e-14,3e-15,3e-15,7e-15,3e-15,3e-15,-0.59,0.04,0.04,-0.7,0.1,0.1,Gaia DR3 4468233187335913472,0.9934,19.38,5.71,0.04,0.294,89.94,0.869,6.091,0.003,6.06,0.003,6.088,0.004,,3.71e-08,1e-10,1e-10,982.0,55.0,43.0,6.15,0.02,6.22,0.03,6.24,0.02,6.27,0.09,6.2,0.03,6.27,0.02,6.1,0.05,,27.0,2.0,1.0,2.451035e+31,2.8752433e+30,2.3034747e+30,5.7e-06,2e-07,2e-07,0,star,,0.031000000000000583,0.0030000000000001137,-0.05900000000000016,-0.14900000000000002,-0.02800000000000047,-0.0699999999999994,-0.08999999999999986,-0.020000000000000462,0.0699999999999994,0.0,-0.0699999999999994,0.16999999999999993
HD 164947,B2Vne,271.17352014,-24.34870812,XMM,J180441.6-242054,,,,9e-15,3e-15,3e-15,3.5e-15,7e-16,7e-16,1.7e-15,4e-16,4e-16,3e-15,3e-15,3e-15,-0.3,0.2,0.2,0.3,0.6,0.6,Gaia DR3 4066068903750862976,0.7946,37.28,2.72,0.02,0.107,7.441,0.726,9.761,0.003,9.809,0.003,9.608,0.004,,1.262e-09,3e-12,3e-12,1218.0,35.0,31.0,9.42,0.04,9.36,0.1,9.32,0.03,9.53,0.02,9.59,0.02,,,,,120.0,15.7,0.5,0.4,1.5272118e+30,5.2381894e+29,5.222611e+29,7e-06,2e-06,2e-06,0,star,,-0.04800000000000004,0.1529999999999987,0.3409999999999993,0.44099999999999895,0.20099999999999874,0.0600000000000005,0.09999999999999964,0.03999999999999915,-0.0600000000000005,,,
Cl* NGC 6530 SCB 790,B2IVe,271.17363962,-24.34964604,XMM,J180441.6-242054,,,,9e-15,3e-15,3e-15,3.5e-15,7e-16,7e-16,1.7e-15,4e-16,4e-16,3e-15,3e-15,3e-15,-0.3,0.2,0.2,0.3,0.6,0.6,Gaia DR3 4066065948813363712,0.972,44.71,2.05,0.02,0.115,8.713,0.762,9.431,0.003,9.454,0.004,9.337,0.004,8336.0,1.711e-09,4e-12,4e-12,1000.0,20.0,18.0,9.29,0.06,9.26,0.03,9.22,0.06,8.968,0.009,9.3,0.009,,,,,,9.7,0.2,0.2,1.02954805e+30,3.5046057e+29,3.5004613e+29,5e-06,2e-06,2e-06,0,star,,-0.023000000000001464,0.09399999999999942,0.14100000000000001,0.21099999999999852,0.11700000000000088,0.02999999999999936,0.06999999999999851,0.03999999999999915,-0.33200000000000074,,,
Cl* NGC 6530 ZCW 254,B4Ve,271.21084182,-24.42836944,CXO,J180450.7-242542,2.2,0.2,0.2,9.7e-14,6e-15,6e-15,1.4e-14,1e-15,1e-15,2.1e-14,2e-15,2e-15,6.1e-14,6e-15,6e-15,0.22,0.06,0.06,0.48,0.08,0.08,Gaia DR3 4066064643142852224,0.7632,49.91,2.81,0.02,0.044,1.476,0.669,11.722,0.003,11.994,0.005,11.222,0.008,,2.075e-10,6e-13,6e-13,1236.0,19.0,21.0,10.45,,10.16,0.04,9.73,,9.16,0.03,8.53,0.02,4.68,0.02,1.16,0.02,,16.5,0.3,0.3,1.7652385e+31,1.2872789e+30,1.2607275e+30,0.00047,3e-05,3e-05,0,YSO,1,-0.27200000000000024,0.5,1.2720000000000002,1.991999999999999,0.7720000000000002,0.28999999999999915,0.7199999999999989,0.4299999999999997,0.6300000000000008,4.48,3.8499999999999996,8.0
HD 165783,B4IIe,272.11288962,-19.86888089,XMM,J180827.0-195207,,,,4e-15,2e-15,2e-15,1.4e-15,5e-16,5e-16,1e-16,2e-16,2e-16,2e-15,2e-15,2e-15,-0.9,0.4,0.4,0.9,1.3,1.3,Gaia DR3 4095046193393026944,0.7041,29.26,1.6,0.02,0.123,9.205,0.877,8.262,0.003,8.428,0.004,7.927,0.005,,5.02e-09,1e-11,1e-11,1360.0,43.0,35.0,7.45,0.02,7.28,0.04,7.09,0.02,6.37,0.06,6.51,0.02,5.78,0.02,3.92,0.03,,10.3,0.3,0.3,8.18343e+29,4.921494e+29,4.912439e+29,7e-07,4e-07,4e-07,0,star,,-0.16600000000000037,0.33500000000000085,0.8120000000000003,1.1720000000000006,0.5010000000000012,0.16999999999999993,0.3600000000000003,0.1900000000000004,-0.13999999999999968,0.5899999999999999,0.7299999999999995,2.45
V3903 Sgr,B6IIIe,272.32376308,-23.98840295,CXO,J180917.6-235918,7.6,0.7,0.8,1.47e-13,7e-15,1.8e-14,1.24e-13,6e-15,6e-15,2.2e-14,2e-15,2e-15,1e-20,1e-20,1.711875e-14,-0.7,0.05,0.05,-1.0,0.8,0.8,Gaia DR3 4066278846098710016,0.8368,32.42,3.02,0.03,0.14,9.786,0.77,7.212,0.004,7.28,0.008,7.012,0.008,20650.0,1.321e-08,4e-11,4e-11,1148.0,34.0,38.0,6.82,0.02,6.79,0.02,6.78,0.02,6.75,0.06,6.84,0.02,7.26,0.04,8.26,,,16.4,0.5,0.6,2.311146e+31,1.7114719e+30,3.2727662e+30,1.11e-05,5e-07,1.4e-06,0,YSO,1,-0.0680000000000005,0.20000000000000018,0.39199999999999946,0.4319999999999995,0.2680000000000007,0.03000000000000025,0.040000000000000036,0.009999999999999787,-0.08999999999999986,-0.5099999999999998,-0.41999999999999993,-1.5099999999999998
Cl* NGC 6611 PPM 38,B8Ve,274.66563738,-13.78233464,CXO,J181839.7-134656,,,,4e-15,9e-16,9e-16,8e-16,3e-16,3e-16,1.5e-15,4e-16,4e-16,1.7e-15,8e-16,8e-16,0.3,0.2,0.2,0.1,0.3,0.3,Gaia DR3 4146600644357559680,0.5233,24.64,1.62,0.02,0.038,0.6931,1.097,13.494,0.003,13.914,0.004,12.876,0.004,,4.06e-11,1e-13,1e-13,1788.0,60.0,81.0,11.98,0.03,11.63,0.04,11.4,0.04,,,,,,,,,,13.8,0.5,0.6,1.5188027e+30,3.6207876e+29,3.7206328e+29,0.0001,2e-05,2e-05,0,star,,-0.41999999999999993,0.6180000000000003,1.5139999999999993,2.0939999999999994,1.0380000000000003,0.34999999999999964,0.5800000000000001,0.23000000000000043,,,,
BD-13 4928,O9.5Vne,274.6782351,-13.78083224,CXO,J181842.7-134650,,,,5.6e-15,8e-16,8e-16,3.1e-15,6e-16,6e-16,1.4e-15,3e-16,3e-16,1.2e-15,5e-16,5e-16,-0.4,0.2,0.2,-0.1,0.3,0.3,Gaia DR3 4146600678717290624,0.591,35.98,1.64,0.01,0.065,4.6,0.903,9.926,0.003,10.201,0.004,9.458,0.005,14298.0,1.085e-09,3e-12,3e-12,1614.0,32.0,40.0,8.96,0.03,8.87,0.05,8.76,0.02,8.64,0.02,8.74,0.03,7.58,,2.79,,,12.6,0.3,0.3,1.752445e+30,2.7311055e+29,2.7844794e+29,5.2e-06,8e-07,8e-07,0,star,,-0.27500000000000036,0.46799999999999997,0.9659999999999993,1.1660000000000004,0.7430000000000003,0.09000000000000163,0.20000000000000107,0.10999999999999943,-0.09999999999999964,1.0600000000000005,1.1600000000000001,5.8500000000000005
