#,Be star,_RAJ2000,_DEJ2000,V,Type,vsini,conf_flag,_q,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Dist,b_Dist,B_Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC
1,BD+62 2346,0.35291666666666666,63.50436944444444,9.73,B0Ve,,0,1.0,431593257757382912,0.081,0.35290298355,63.50434766899,Gaia DR3 431593257757382912,0.8427,0.0466,18.1021,4.006,0.904,0.047,-3.903,0.04860617,0.477,314.0,3.759,1280.6627,1267.7198,1310.1263,9.334448,0.003012,9.62206,0.004923,8.840662,0.004857,28979.3,0.99996924,B,1169.84424,1116.27844,1233.13123,1153.54578,1099.68982,1221.59338,0.7813979999999994,-0.7185802052621053,0.0,0.35290298355,63.50434766899
2,HD 224905,0.41095833333333326,60.44992222222222,8.47,B1Vne,,0,2.0,429341153012514176,0.024,0.41094910628,60.44991724112,Gaia DR3 429341153012514176,0.7747,0.0182,42.66,3.546,-3.198,0.017,-1.531,0.018360384,0.124,14.4,0.868,,,,8.410068,0.002787,8.476914,0.003048,8.234395,0.003893,,0.99999785,B,1262.1134,1227.44043,1293.35815,1258.42798,1225.81128,1284.8645,0.24251900000000148,-2.0285778885726202,0.0,0.41094910628,60.44991724112
3,HD 225095,0.8631249999999999,55.55089722222222,7.95,B2IVne,,0,3.0,420875841188703360,0.058,0.86309820655,55.55089167635,Gaia DR3 420875841188703360,0.7951,0.0303,26.2722,2.29,-1.752,0.028,-1.475,0.029482745,0.307,76.76,1.041,,,,7.900065,0.002863,7.871469,0.003398,7.892114,0.004466,,0.99967754,B,1223.64722,1186.61792,1265.24231,1231.87842,1182.99438,1277.47034,-0.020645000000000024,-2.5668121393310424,0.0,0.86309820655,55.55089167635
4,2 Cet,0.9349583333333332,-17.335991666666665,4.543,B9IVne,,0,4.0,2414783622022208128,0.401,0.93506738484,-17.33603138528,Gaia DR3 2414783622022208128,10.5075,0.1181,88.9965,26.908,25.363,0.186,-8.987,0.08249211,0.79,880.3,0.814,103.4702,99.0662,105.7492,4.516587,0.00292,4.507541,0.002949,4.523403,0.004486,9823.4,0.9998197,,94.8172226,94.0294571,95.6327515,94.5393677,93.2337112,95.4622269,-0.015862000000000265,-0.37689514875775476,0.0,0.93506738484,-17.33603138528
5,10 Cas,1.6105833333333333,64.19616944444445,5.567,B9IIIe,125,0,5.0,431696822314371456,0.133,1.61066661509,64.19616165053,Gaia DR3 431696822314371456,3.407,0.0536,63.5772,9.285,9.248,0.055,0.828,0.051236514,0.472,314.5,0.95,,,,5.53836,0.002833,5.534208,0.003092,5.504747,0.004297,,0.99921715,B,289.575134,285.029114,294.718994,290.05838,286.251862,293.611664,0.029460999999999515,-1.7745983299211385,0.0,1.61066661509,64.19616165053
6,BD+59 2829,1.7012499999999997,60.600230555555555,9.86,B1Ve,,0,6.0,429302051629352960,0.016,1.70124274523,60.60022812302,Gaia DR3 429302051629352960,0.4007,0.0138,29.069,3.818,-3.425,0.013,-1.687,0.013514733,0.079,8.273,0.882,2308.6294,1679.9708,2489.3174,9.631721,0.002958,9.883719,0.00373,9.179588,0.005444,39677.8,0.99996316,B,2394.14502,2321.95825,2481.47827,2378.59741,2309.29492,2483.76929,0.7041309999999985,-2.012033266438527,0.0,1.70124274523,60.60022812302
7,BD+62 1,1.888125,63.08032777777778,10.46,B2IVpe,,0,7.0,431515810905725952,0.143,1.88804998116,63.08030715474,Gaia DR3 431515810905725952,0.3515,0.0153,23.0179,3.312,-3.195,0.015,-0.873,0.016631583,0.126,22.16,1.013,2553.6226,2500.3633,2624.5854,10.291224,0.003244,10.46967,0.00475,9.943698,0.007861,29170.2,0.00026075,B,2717.45264,2632.81812,2801.71094,2820.6106,2673.33423,2964.67334,0.5259720000000012,-1.7011399195121868,0.0,1.88804998116,63.08030715474
8,BD+62 11,2.6954999999999996,63.172936111111106,9.6,B5Ve,,0,8.0,431350373076175744,0.029,2.69550440665,63.17292822644,Gaia DR3 431350373076175744,0.7294,0.0197,37.0192,2.754,-0.239,0.021,-2.743,0.022582993,0.185,45.89,1.376,,,,9.402717,0.002809,9.532551,0.002943,9.088199,0.003833,,0.9999455,B,1341.51245,1302.13708,1375.89856,1332.56873,1299.87158,1365.89221,0.4443520000000003,-1.1054225376346825,0.0,2.69550440665,63.17292822644
9,V742 Cas,2.904791666666666,58.21182777777778,7.08,B5IIe,,0,9.0,422858810408804864,0.04,2.90478301275,58.21181763092,Gaia DR3 422858810408804864,1.4128,0.0358,39.495,2.421,0.661,0.034,-2.329,0.034215152,0.299,91.67,1.46,,,,7.006101,0.002848,7.104907,0.0035,6.758527,0.004684,,0.99996334,B,693.886841,679.185181,710.061523,702.990967,684.441101,721.578003,0.3463799999999999,-2.1015362576324437,0.0,2.90478301275,58.21181763092
10,EM* AS 2,3.2468749999999997,66.32206388888889,10.58,B5e,,0,10.0,528183090813390848,0.055,3.24683752711,66.32206610004,Gaia DR3 528183090813390848,1.2645,0.0114,111.0395,1.869,-1.866,0.011,-0.102,0.012901157,0.069,6.543,0.887,,,,10.284974,0.002775,10.772136,0.002874,9.61607,0.003808,,0.99998885,G,779.352356,772.112793,786.734558,778.079224,771.786743,784.290588,1.1560659999999991,1.3134667368707884,0.0,3.24683752711,66.32206610004
11,BD+61 39,5.072666666666666,62.46386666666667,8.85,B0.5IVe,,0,11.0,430511789300158720,0.157,5.07257635144,62.46387891215,Gaia DR3 430511789300158720,0.411,0.0159,25.9253,3.344,-3.302,0.015,0.533,0.015319899,0.118,18.56,0.891,2551.2993,2463.5156,2617.8337,8.904564,0.004061,8.980373,0.009181,8.684611,0.012736,21772.5,5.916e-05,B,2303.06006,2225.56079,2404.15967,2305.25391,2207.70459,2399.39819,0.29576199999999986,-2.831153318971113,0.0,5.07257635144,62.46387891215
12,IPHAS J002441.72+642137.9,6.173833333333333,64.36053055555556,,B5III,,0,12.0,431186614557938560,0.427,6.17389966318,64.36041537665,Gaia DR3 431186614557938560,0.1689,0.0197,8.5527,1.511,-1.427,0.018,-0.496,0.020506278,0.0,0.0,1.032,,,,14.771651,0.002771,15.575403,0.003286,13.869103,0.003873,,0.99999714,B,4953.06787,4541.5083,5311.56982,4681.62207,4375.1748,5029.43408,1.7062999999999988,2.101031605025595,0.0,6.17389966318,64.36041537665
13,BD+63 48,6.6671249999999995,64.43206111111111,9.26,B1IIInne,,0,13.0,431147444454518400,0.271,6.66704514204,64.43199418276,Gaia DR3 431147444454518400,1.0458,0.2021,5.1744,3.663,-3.659,0.212,-0.168,0.19751084,1.64,1802.0,9.301,,,,9.383128,0.003071,9.327831,0.004801,8.076145,0.004892,,0.9999934,B,1033.72815,865.607178,1328.01624,1058.81372,864.971619,1319.65759,1.2516859999999994,-0.7442007146907201,1.0,6.66704514204,64.43199418276
14,IPHAS J002758.97+622906.1,6.995708333333333,62.485030555555554,,,,0,14.0,430553261502536448,0.068,6.9956674245,62.4850296218,Gaia DR3 430553261502536448,0.211,0.0202,10.4428,2.219,-2.149,0.019,-0.555,0.021339362,0.058,1.04,1.033,5617.5815,5299.3623,5849.6567,15.032607,0.00278,15.599983,0.003363,14.28707,0.004049,14769.6,0.9999938,unknown,4221.95215,3868.88403,4598.21484,3974.24365,3691.88892,4765.03271,1.312913,2.4724164656447964,0.0,6.9956674245,62.4850296218
15,BD+55 81,7.050166666666666,56.39653611111111,10.02,B1.5Vnne,,0,15.0,421675529736368896,0.09,7.05012793566,56.39652309674,Gaia DR3 421675529736368896,0.4522,0.0183,24.6883,3.977,-3.546,0.014,-1.802,0.019328082,0.158,41.76,1.01,3409.9817,3358.3274,3450.8376,10.03783,0.002782,10.060594,0.003041,9.946081,0.003967,17058.5,0.9999266,B,2155.50073,2073.67041,2233.90308,2098.20361,1992.24377,2199.28906,0.11451300000000053,-1.607146871358763,0.0,7.05012793566,56.39652309674
16,IPHAS J002843.24+615216.2,7.180166666666666,61.87116944444445,,,,0,16.0,430234025173785728,0.055,7.18013434491,61.87116745232,Gaia DR3 430234025173785728,0.2453,0.0192,12.7502,1.761,-1.582,0.016,-0.774,0.019172648,0.0,0.0,0.961,,,,14.475029,0.002774,14.843826,0.003109,13.909467,0.004063,,0.9999904,G,3649.26855,3413.61743,3927.80225,3609.04321,3375.94189,3880.94678,0.9343590000000006,2.0327968784472272,0.0,7.18013434491,61.87116745232
17,IPHAS J002926.93+630450.2,7.362208333333332,63.08061111111112,,B7V B6,,0,17.0,430949910320096896,0.075,7.36225419422,63.08060886006,Gaia DR3 430949910320096896,0.3383,0.0151,22.4505,2.76,-2.649,0.015,-0.774,0.0157096,0.0,0.0,0.991,2653.7534,2650.6172,2671.9812,14.148559,0.002762,14.436487,0.002861,13.688206,0.003818,9562.8,0.9999852,F,2726.52881,2619.25,2826.17969,2706.61206,2601.43652,2815.53784,0.7482810000000004,2.258436544795172,0.0,7.36225419422,63.08060886006
18,BD+62 89,7.455208333333332,63.06778055555556,10.25,B0Vpe,,0,18.0,430785666465509248,0.1,7.45514852574,63.06778627599,Gaia DR3 430785666465509248,0.3489,0.013,26.766,3.14,-2.992,0.013,-0.954,0.013289839,0.066,5.786,0.833,2365.1436,2192.6995,2495.2375,9.908119,0.002983,10.191108,0.004325,9.435628,0.005203,28976.5,0.9999729,O,2737.71997,2648.68311,2845.53076,2726.44043,2612.71167,2828.33105,0.7554800000000004,-1.9958371194585816,0.0,7.45514852574,63.06778627599
19,BD+61 105,7.829999999999999,62.42761111111111,9.34,O9Ve,,0,19.0,430356929957388672,0.037,7.82998075081,62.42761611574,Gaia DR3 430356929957388672,0.3475,0.0136,25.6071,2.88,-2.363,0.012,-1.646,0.013986655,0.116,21.33,1.005,2909.8813,2831.8594,3061.2024,9.199072,0.00277,9.332951,0.002866,8.91648,0.003838,22048.5,5.604e-05,O,2731.59326,2629.92383,2849.36133,2697.6228,2590.19678,2781.6792,0.4164709999999996,-2.8491291622943287,0.0,7.82998075081,62.42761611574
20,HD 2789,8.011833333333332,67.16113333333334,8.36,B3Vne,,0,20.0,527950234866756352,0.099,8.01190152103,67.16114089382,Gaia DR3 527950234866756352,1.9722,0.0202,97.7187,5.625,5.308,0.018,1.861,0.022703882,0.162,22.25,1.069,508.2859,499.5342,514.239,8.241121,0.002889,8.405154,0.003424,7.930303,0.0049,18039.7,0.99990994,B,500.4328,494.4776,505.533661,500.919403,496.618134,505.690216,0.47485099999999925,-0.09157483516455578,0.0,8.01190152103,67.16114089382
21,IPHAS J003210.31+623929.2,8.042958333333333,62.65811111111111,,B6,,0,21.0,430741381070454272,0.088,8.0429052728,62.65810991383,Gaia DR3 430741381070454272,0.2295,0.0116,19.718,2.277,-2.245,0.011,-0.381,0.012055374,0.0,0.0,0.96,5816.322,5787.306,5839.8315,13.446739,0.002774,13.765617,0.002944,12.93433,0.003859,6310.2,0.99998224,G,3833.7959,3677.5459,3992.70239,3845.84888,3663.92188,4058.96558,0.8312870000000014,0.8474720570070051,0.0,8.0429052728,62.65810991383
22,BD+62 99,8.055124999999999,63.20804444444445,10.94,Be,,0,22.0,430779279862524672,0.034,8.05511117696,63.20805169863,Gaia DR3 430779279862524672,0.3946,0.0143,27.6038,3.055,-3.004,0.013,-0.556,0.01482118,0.09,10.89,1.028,2723.9343,2691.767,2766.5037,10.751367,0.003126,11.001199,0.005245,10.309756,0.005727,29293.3,5.4e-06,B,2451.65405,2368.04907,2552.45923,2411.29883,2343.30103,2470.47705,0.6914429999999996,-0.9460969369482335,0.0,8.05511117696,63.20805169863
23,IPHAS J003248.02+664759.6,8.200083333333332,66.79988888888889,,B3III,,0,23.0,527920204455592960,0.085,8.20003309519,66.79987625592,Gaia DR3 527920204455592960,0.1408,0.0162,8.7158,1.487,-1.485,0.016,-0.085,0.0177862,0.0,0.0,0.987,3963.5488,3659.771,4115.8384,14.356281,0.005439,15.292434,0.011027,13.393924,0.01496,28103.1,0.99979943,B,5843.08984,5373.23877,6476.92285,5934.76367,5458.83887,6513.16846,1.89851,1.459221180876952,0.0,8.20003309519,66.79987625592
24,RX J0032.9-7348,8.233791666666665,-73.8053,,Be,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.233791666666665,-73.8053
25,BD+61 122,8.751291666666667,62.448299999999996,10.39,B2Vpe,,0,25.0,430684721859552384,0.49,8.75146682968,62.44819064702,Gaia DR3 430684721859552384,0.3193,0.0132,24.103,2.732,-2.645,0.013,-0.685,0.014427366,0.111,18.82,1.045,,,,10.5964,0.003837,10.735116,0.006128,10.300053,0.011982,,0.00012369,B,3031.66772,2931.98633,3176.26953,3041.37061,2912.70337,3158.25903,0.43506299999999953,-1.6732919978633696,0.0,8.75146682968,62.44819064702
26,EM* AS 3,8.926374999999998,68.70729722222222,10.67,Be,,0,26.0,529645887958316288,0.074,8.92637769364,68.7072766977,Gaia DR3 529645887958316288,1.1049,0.0179,61.6578,2.006,-1.13,0.015,-1.658,0.017551431,0.142,25.57,0.984,859.0244,847.8573,870.1164,10.569412,0.003148,10.806586,0.005508,10.162475,0.006422,15606.0,0.99993956,F,891.197327,877.199524,906.476929,886.715027,870.699829,901.408752,0.6441109999999988,1.0567166238167829,0.0,8.92637769364,68.7072766977
27,IPHAS J003559.27+664503.3,8.996958333333334,66.75091944444445,,A0V,,0,27.0,527749707136081152,0.789,8.99668388446,66.75072898722,Gaia DR3 527749707136081152,0.4024,0.0333,12.0805,3.115,-3.107,0.03,0.225,0.03633669,0.0,0.0,1.013,,,,16.020594,0.002901,16.679228,0.005559,15.223489,0.005292,,0.9999989,F,2396.64502,2263.14502,2616.2561,2302.08911,2148.56055,2444.69238,1.4557389999999977,4.781209434487112,0.0,8.99668388446,66.75072898722
28,IPHAS J004014.89+651644.0,10.062041666666666,65.27888888888889,,B2V,,0,28.0,527492700591664128,0.557,10.06226837002,65.27876675325,Gaia DR3 527492700591664128,0.3259,0.0468,6.9617,2.105,-2.094,0.044,0.223,0.051312752,0.462,72.15,2.439,2066.7812,1997.1656,2139.4998,14.815445,0.005561,15.39524,0.010441,13.976963,0.017362,17786.0,0.99999815,unknown,2839.04102,2487.29907,3308.57666,2656.86255,2382.68652,3039.11133,1.4182769999999998,3.129381662536355,2.0,10.06226837002,65.27876675325
29,IPHAS J004121.36+650413.5,10.338999999999999,65.07041944444444,,,,0,29.0,527485721264160000,0.439,10.33909995298,65.07030495887,Gaia DR3 527485721264160000,0.1321,0.0327,4.0394,2.031,-2.03,0.03,0.081,0.03839628,0.284,51.63,2.695,5590.7695,5574.162,5621.901,13.878305,0.003199,14.386326,0.005761,13.135383,0.00612,28991.2,0.9999937,O,6005.34326,5115.6416,7314.96484,5154.32568,4156.88037,6034.91504,1.2509430000000012,0.49363681835512274,0.0,10.33909995298,65.07030495887
30,EM* MWC 674,10.61045833333333,64.05004722222222,10.848,B0IIIpe,,0,30.0,523961000529758208,0.269,10.6102875264,64.0500443783,Gaia DR3 523961000529758208,0.3643,0.0116,31.5238,2.794,-2.738,0.01,-0.558,0.011806334,0.062,5.633,0.838,2512.3186,2386.3162,2753.378,10.203903,0.003207,10.816829,0.005321,9.430431,0.006604,33988.2,0.99998295,O,2575.00513,2505.72852,2648.3479,2574.75269,2487.55103,2634.47607,1.3863979999999998,-1.2370614929607537,0.0,10.6102875264,64.0500443783
31,EM* LkHA 201,10.855583333333334,61.639830555555555,14.3,B3Ve,,0,31.0,427582411138427904,0.106,10.85557642856,61.63980140185,Gaia DR3 427582411138427904,0.3741,0.013,28.7617,2.047,-1.494,0.012,-1.399,0.015223876,0.076,6.595,1.129,,,,13.006534,0.00277,13.865889,0.002982,12.074357,0.003817,,0.9999448,B,2525.18213,2451.8374,2601.30225,2499.67554,2411.80371,2586.6272,1.7915320000000001,1.8544254635653559,0.0,10.85557642856,61.63980140185
32,EM* LkHA 202,10.956833333333332,62.25636111111111,14.0,Be,,0,32.0,427629728800278912,0.406,10.95706295805,62.25639664206,Gaia DR3 427629728800278912,0.5211,0.0108,48.36,1.999,-1.854,0.01,-0.746,0.011755062,0.056,4.838,1.036,,,,12.257166,0.002779,13.017784,0.003092,11.378496,0.003896,,0.999983,G,1900.8324,1867.97766,1938.67627,1886.43713,1842.03589,1925.07373,1.6392880000000005,1.623064870075705,0.0,10.95706295805,62.25639664206
33,EM* CDS 78,11.053791666666664,64.46220000000001,11.422,B1Vpe,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.053791666666664,64.46220000000001
34,EM* AS 4,11.175791666666663,63.907783333333334,10.58,B1IVpe,,0,34.0,524037416587647616,0.094,11.17573986784,63.90777077939,Gaia DR3 524037416587647616,0.2937,0.0156,18.8765,1.889,-1.889,0.014,0.025,0.016610967,0.116,20.27,1.13,2225.3145,2201.0996,2242.9832,10.295917,0.002784,10.757946,0.002968,9.644252,0.003851,37043.7,0.9999939,O,3200.63062,3014.948,3392.38159,3138.98755,3001.1853,3299.56323,1.1136940000000006,-1.7682317787927193,0.0,11.17573986784,63.90777077939
35,omi Cas,11.181333333333331,48.28436388888889,4.477,B5IIIe,195,0,35.0,390548351252549760,0.291,11.18144381522,48.28432996663,Gaia DR3 390548351252549760,0.5116,0.7336,0.6974,19.579,17.415,0.538,-8.947,0.47708014,4.067,23910.0,3.123,,,,4.34949,0.00412,4.356681,0.008871,4.295438,0.008643,,0.999786,B,2312.16602,1513.67297,3638.86475,1339.04553,786.931335,3009.8877,0.06124300000000016,-7.463414072144872,0.0,11.18144381522,48.28432996663
36,RX J0045.6-7313,11.242916666666664,-73.2294,,Be,,0,36.0,4688854834011709056,0.032,11.24289861505,-73.22939291216,Gaia DR3 4688854834011709056,-0.7999,0.8642,-0.9256,2.789,0.929,1.02,-2.629,1.4783767,1.935,0.9731,1.1,,,,20.427263,0.009439,,,,,,,,4288.62842,2103.55957,6478.57129,,,,,,0.0,11.24289861505,-73.22939291216
37,IPHAS J004517.05+640124.4,11.321041666666666,64.02343888888889,,B3V,,0,37.0,524039890488762880,0.359,11.32109539806,64.02334204498,Gaia DR3 524039890488762880,0.0878,0.0273,3.2158,1.707,-1.703,0.024,0.107,0.028365843,0.0,1.941e-15,1.01,4084.2034,3855.378,4389.5024,15.470962,0.002805,16.368193,0.004243,14.516515,0.004004,15595.8,0.9999815,B,7613.37207,6608.07861,9115.59375,6362.40234,5599.17871,8109.48535,1.8516780000000015,1.960307727298142,0.0,11.32109539806,64.02334204498
38,IPHAS J004620.80+622503.9,11.586666666666666,62.41775,,,,0,38.0,427718273845116288,0.423,11.58663405849,62.41763357227,Gaia DR3 427718273845116288,0.2798,0.0125,22.3909,2.376,-2.299,0.01,-0.599,0.012607347,0.0,0.0,0.993,2463.579,2357.221,2559.558,13.44142,0.004092,13.919851,0.006453,12.777562,0.012491,19505.9,0.9999942,G,3242.43335,3112.56958,3377.08374,3164.10693,3058.03687,3252.07495,1.1422889999999999,1.3654957115697801,0.0,11.58663405849,62.41763357227
39,BD+34 113,11.643499999999998,34.82879166666667,9.9,B2IIIe,,0,39.0,362441368008470656,0.058,11.64348720666,34.82877956368,Gaia DR3 362441368008470656,1.7931,0.0182,98.3782,11.463,-4.534,0.016,-10.529,0.011896196,0.102,15.28,1.239,581.1614,570.276,591.4559,9.528073,0.00276,10.140298,0.002816,8.783978,0.003787,4779.6,0.99997467,K,547.346863,541.20636,552.241455,547.102539,541.265381,552.030945,1.3563200000000002,1.4489848331865023,0.0,11.64348720666,34.82877956368
40,IPHAS J004651.68+625914.7,11.715333333333334,62.98741944444445,,B7V,,0,40.0,523832941781842176,0.389,11.71536449427,62.98731232792,Gaia DR3 523832941781842176,0.2848,0.0208,13.6987,1.288,-1.067,0.02,-0.722,0.023824388,0.0,0.0,0.99,3661.6702,2896.0388,4111.9946,14.979452,0.002768,15.463961,0.003077,14.303639,0.003875,9938.0,0.999997,G,3186.36865,2973.66626,3380.00464,3097.76514,2926.57153,3331.448,1.160321999999999,2.947480897541384,0.0,11.71536449427,62.98731232792
41,IPHAS J004741.54+624203.3,11.92308333333333,62.700919444444445,,B7,,0,41.0,427748922732488448,0.389,11.92310833298,62.70081210576,Gaia DR3 427748922732488448,0.2714,0.0156,17.3887,1.347,-1.229,0.014,-0.551,0.01601426,0.0,0.0,0.986,6353.448,6326.5024,6378.0405,14.231631,0.002767,14.589518,0.002966,13.684862,0.003835,11609.9,0.99998987,G,3271.74561,3123.77173,3405.51978,3277.65137,3122.43628,3424.11865,0.9046559999999992,2.015620358237461,0.0,11.92310833298,62.70081210576
42,AX J0048.2-7309,12.058291666666667,-73.16080000000001,15.3,Be,,0,42.0,4685947587903041920,0.466,12.05861054834,-73.16089053111,Gaia DR3 4685947587903041920,0.6672,0.4914,1.3579,1.756,0.257,0.794,-1.737,0.7365682,0.336,0.05287,1.029,,,,20.26786,0.00784,20.876583,0.208531,20.704355,0.229118,,0.0,,1687.75232,1029.39258,2824.08032,494.669098,469.524841,514.494629,0.1722280000000005,9.740039431767535,0.0,12.05861054834,-73.16089053111
43,RX J0048.5-7302,12.14217,-73.04203,14.84,Be,,0,43.0,4685949198438263040,0.024,12.14218198857,-73.04203573372,Gaia DR3 4685949198438263040,-0.0328,0.0282,-1.164,1.451,0.814,0.038,-1.202,0.031032313,0.235,15.97,0.993,28374.615,27871.38,28969.549,14.78418,0.003112,14.783821,0.004885,14.66787,0.005961,31470.0,0.9999266,B,19029.1699,14444.2422,24856.0352,16394.4062,11669.7773,22842.5352,0.11595099999999903,-1.6132782184418168,1.0,12.14218198857,-73.04203573372
44,IPHAS J004842.93+644411.1,12.178874999999998,64.73641944444445,,B6,,0,44.0,524416404498339200,0.056,12.17888555152,64.73643436225,Gaia DR3 524416404498339200,0.2636,0.0222,11.8493,0.739,-0.727,0.02,-0.134,0.025455704,0.081,2.027,1.148,,,,14.858552,0.002773,15.329682,0.003059,14.195559,0.00389,,0.9999977,B,3469.37427,3217.77734,3787.56689,3314.82666,3085.85596,3600.14233,1.1341230000000007,2.6284262335253903,0.0,12.17888555152,64.73643436225
45,IPHAS J004850.12+642533.7,12.208833333333331,64.42603055555556,,,,0,45.0,524405752979578368,0.031,12.2088502307,64.42602592265,Gaia DR3 524405752979578368,0.1572,0.0328,4.7952,1.691,-1.672,0.03,0.252,0.032681488,0.093,1.169,1.067,3569.6836,3432.8271,5777.481,15.820762,0.002785,16.522406,0.003944,14.984367,0.004064,10248.5,0.99999815,K,5316.78467,4551.48779,6223.65332,4424.13867,3897.75293,5169.78174,1.5380389999999995,2.894160641371064,0.0,12.2088502307,64.42602592265
46,BG Phe,12.255458333333332,-56.09704166666667,10.18,B5e,,0,46.0,4908668373993964032,0.029,12.25544370934,-56.09704225993,Gaia DR3 4908668373993964032,0.2059,0.0329,6.2576,0.82,0.305,0.03,-0.761,0.031861424,0.35,181.4,1.136,3832.8376,3746.4265,4402.261,10.314633,0.002883,10.229184,0.003395,10.46688,0.004245,15488.8,0.99999964,B,4721.78857,4066.92896,5839.64355,4289.47656,3679.70752,4958.56885,-0.23769599999999969,-3.141348682732941,0.0,12.25544370934,-56.09704225993
47,RX J0049.0-7250,12.27458333333333,-72.84859999999999,16.92,Be,,0,47.0,4688959145931062016,1.942,12.27476666293,-72.84913670765,Gaia DR3 4688959145931062016,0.2844,0.2178,1.3058,1.162,0.682,0.292,-0.94,0.24842167,0.494,0.567,1.057,,,,19.25203,0.004092,19.682362,0.088959,18.54667,0.078311,,0.9997758,,3147.00195,1914.28162,4745.27783,4018.29102,3428.74976,4818.85547,1.1356920000000024,7.1928769399080394,0.0,12.27476666293,-72.84913670765
48,RX J0049.2-7311,12.306773,-73.193853,16.51,Be,,0,48.0,4685944907831053184,0.02,12.30678073466,-73.19385822658,Gaia DR3 4685944907831053184,0.0056,0.0367,0.1525,1.341,0.5,0.046,-1.244,0.04306654,0.0,0.0,0.992,28274.91,27886.533,28747.877,16.404427,0.002906,16.492868,0.005837,16.216297,0.005369,30095.9,5.548e-05,B,11068.458,8620.13672,15595.542,9067.24121,8236.38379,9871.73828,0.27657100000000057,1.272432392777679,0.0,12.30678073466,-73.19385822658
49,EM* MWC 677,12.354208333333332,63.8681,10.71,B2Vpe,,0,49.0,523981238413663744,1.335,12.35387181949,63.86776015402,Gaia DR3 523981238413663744,0.3655,0.0426,8.5755,2.373,-2.369,0.045,-0.13,0.046030086,0.46,349.9,3.45,2752.7432,2587.5771,2902.8896,10.450967,0.002928,10.853455,0.004089,9.843557,0.005086,22784.5,0.9999859,B,2710.54663,2505.56201,3013.51147,2679.14551,2421.81958,2953.15137,1.0098979999999997,-1.3118294146178329,0.0,12.35387181949,63.86776015402
50,RX J0049.5-7310,12.374212,-73.182921,16.51,Be,,0,50.0,4685944942190772224,0.0,12.3742120057,-73.18292105745,Gaia DR3 4685944942190772224,-0.0047,0.115,-0.0407,1.718,1.519,0.143,-0.803,0.13241014,1.32,143.8,3.31,23713.502,23558.885,23895.857,16.201807,0.003264,16.221954,0.005059,15.949686,0.006047,19986.9,2.3e-06,,5506.32373,4095.96826,9682.07422,3487.76782,2732.50659,3959.38037,0.2722680000000004,2.517645294880886,0.0,12.3742120057,-73.18292105745
51,RX J0049.5-7331,12.390416666666665,-73.5233,14.64,Be,,0,51.0,4685874294290322816,1.934,12.38983941309,-73.52278845,Gaia DR3 4685874294290322816,0.2328,0.191,1.2189,3.804,2.067,0.237,-3.193,0.24700154,0.871,2.252,1.129,,,,19.047258,0.004416,18.852873,0.023328,18.845697,0.044583,,0.99996334,,4003.54126,2549.80371,6281.27051,3145.95312,2260.17822,4170.59229,0.007175999999997629,5.840651456743231,0.0,12.38983941309,-73.52278845
52,RX J0049.7-7323,12.424958333333333,-73.38741944444445,14.98,B2Ve,,0,52.0,4685927315640017792,0.086,12.42504076091,-73.3874154799,Gaia DR3 4685927315640017792,-0.0301,0.0199,-1.5117,1.32,0.53,0.022,-1.209,0.024657179,0.09,2.317,1.035,30143.633,28503.793,30603.943,14.796638,0.004103,14.840578,0.008287,14.654923,0.011583,32368.3,0.999936,O,22524.3223,17164.3086,28180.7051,27205.6895,18131.4688,34078.1172,0.18565500000000057,-1.9226806651149815,1.0,12.42504076091,-73.3874154799
53,EM* MWC 678,12.450833333333332,60.98612222222222,9.89,B2Vnnpe,,0,53.0,427352819367679104,0.048,12.45082093783,60.98611032466,Gaia DR3 427352819367679104,0.3592,0.014,25.6024,2.782,-2.607,0.012,-0.97,0.013666781,0.092,12.53,0.988,2440.0378,2374.658,2505.4417,9.692309,0.003151,9.938519,0.003876,9.253222,0.008747,25397.3,0.99997574,B,2650.36182,2537.70142,2779.54175,2642.96851,2561.02783,2746.75293,0.6852970000000003,-2.178006833274683,0.0,12.45082093783,60.98611032466
54,IPHAS J005011.87+635129.9,12.549458333333332,63.858311111111114,,B5,,0,54.0,523977733720370560,0.324,12.54947482269,63.85822142896,Gaia DR3 523977733720370560,0.3448,0.0136,25.3016,3.062,-3.022,0.013,-0.491,0.015340973,0.0,0.0,1.014,2764.8274,2685.0933,2884.1726,13.883451,0.002763,14.213322,0.002899,13.368803,0.003829,6460.2,0.9999851,G,2698.89136,2613.26587,2800.45166,2656.67188,2573.0791,2757.75879,0.844519,2.057394984964949,0.0,12.54947482269,63.85822142896
