#,Be star,_RAJ2000,_DEJ2000,V,Type,vsini,conf_flag,_q,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Dist,b_Dist,B_Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC
308,IPHAS J012339.47+631544.2,20.914458333333332,63.262280555555556,,,,0,308.0,512639775973121280,0.083,20.91441034241,63.26227227644,Gaia DR3 512639775973121280,0.1782,0.021,8.4977,1.944,-1.923,0.017,-0.282,0.022133999,0.0,0.0,0.961,,,,15.031697,0.003077,15.780365,0.005605,14.154117,0.005674,,0.99999356,B,4783.3457,4415.53809,5204.61523,4861.42383,4451.81689,5281.89697,1.6262480000000004,2.3817061542048936,0.0,20.91441034241,63.26227227644
309,IPHAS J012339.76+635313.0,20.915666666666663,63.886938888888885,,B5V,,0,309.0,512698496766387840,0.129,20.91560353754,63.88691610473,Gaia DR3 512698496766387840,-1.7801,0.4444,-4.0059,1.017,-0.949,0.373,0.363,0.45873687,4.322,4518.0,17.653,3115.9353,2952.4636,3240.2776,15.198879,0.004698,15.794592,0.003411,14.24851,0.003991,11424.6,0.9999976,G,6108.47949,4176.6582,8684.23828,5161.34619,2330.5166,6085.92822,1.5460820000000002,1.8649263999183443,0.0,20.91560353754,63.88691610473
310,IPHAS J012358.07+652615.4,20.99195833333333,65.43761111111111,,B7,,0,310.0,525249250195430016,0.189,20.99186853957,65.43757433155,Gaia DR3 525249250195430016,0.2734,0.0127,21.4514,1.188,-1.174,0.011,-0.176,0.014005974,0.0,0.0,1.034,4469.994,3252.0427,4958.784,13.782629,0.00277,14.163384,0.003013,13.211431,0.00386,12088.8,0.999993,G,3304.06763,3148.25342,3465.15527,3267.17651,3119.07349,3399.50415,0.9519530000000014,1.5681393590657642,0.0,20.99186853957,65.43757433155
311,EM* VES 704,21.004333333333328,58.843361111111115,11.16,Be,,0,311.0,413951769785832960,0.078,21.00430590296,58.84337764603,Gaia DR3 413951769785832960,0.2511,0.026,9.6679,1.733,-1.527,0.02,-0.821,0.024873303,0.253,150.9,1.79,2836.0068,2400.4592,3072.7915,11.051668,0.002902,11.264819,0.003815,10.654371,0.004365,30871.7,3.68e-06,B,3500.09692,3244.96289,3906.68359,3554.98901,3253.13208,3888.55933,0.6104479999999999,-1.4555813520919578,0.0,21.00430590296,58.84337764603
312,IPHAS J012405.46+660100.0,21.022749999999995,66.01666944444445,,B6IV,,0,312.0,525395244723208320,0.23,21.02259411333,66.0166615935,Gaia DR3 525395244723208320,0.1685,0.0235,7.1744,2.064,-2.014,0.019,0.451,0.023901083,0.0,0.0,0.959,,,,15.080215,0.00277,15.617488,0.003255,14.361526,0.0039,,0.99999535,G,5229.09229,4648.19092,5993.90283,4571.86084,4202.45898,5019.23047,1.2559620000000002,2.025356465470166,0.0,21.02259411333,66.0166615935
313,IPHAS J012416.76+633011.7,21.06983333333333,63.50325,,B3,,0,313.0,512649156181543040,0.122,21.06977804946,63.50322672266,Gaia DR3 512649156181543040,0.2938,0.0112,26.2462,1.951,-1.942,0.009,-0.186,0.010537029,0.0,0.0,1.049,3605.9778,3526.6633,3638.3623,13.140532,0.002769,13.730996,0.002963,12.383159,0.003863,6093.5,0.99999416,unknown,3095.28101,2984.42285,3210.10132,3053.40405,2961.92456,3154.85034,1.3478370000000002,1.2774955837001816,0.0,21.06977804946,63.50322672266
314,BD+62 245,21.080791666666663,62.827200000000005,10.15,B1Vpe,,0,314.0,511081012079435648,1.081,21.08059417767,62.82691351873,Gaia DR3 511081012079435648,0.3869,0.0125,30.9073,1.825,-1.762,0.01,-0.475,0.012817978,0.081,10.06,0.977,2387.4314,2319.6934,2463.0017,10.133292,0.005538,10.670017,0.01251,9.427449,0.016251,24780.0,0.9999926,B,2415.05908,2347.05029,2473.66406,2442.6123,2375.80688,2511.86206,1.2425680000000003,-1.244621797185376,0.0,21.08059417767,62.82691351873
315,BD+59 246,21.12141666666666,60.28978611111111,9.43,Be,,0,315.0,510247784123725824,0.047,21.12139084806,60.28978805664,Gaia DR3 510247784123725824,0.789,0.0227,34.7261,2.8,-2.113,0.018,-1.837,0.022584762,0.186,55.6,1.602,,,,9.197072,0.002782,9.506148,0.002891,8.688782,0.003874,,0.99993366,G,1237.00537,1206.49512,1269.00891,1221.8894,1192.39368,1259.00659,0.8173659999999998,-0.9557099248081151,0.0,21.12139084806,60.28978805664
316,IPHAS J012540.54+623025.6,21.418916666666664,62.50711111111111,,B5V B5,,0,316.0,511058128493998080,0.104,21.41886062906,62.5071238566,Gaia DR3 511058128493998080,0.3731,0.1171,3.1867,1.761,-1.752,0.096,-0.18,0.118057795,1.122,1145.0,10.616,3030.2283,2317.1785,3470.8896,13.507455,0.002823,13.901948,0.002879,12.894884,0.003808,12788.9,0.9999908,G,3291.30591,2323.2522,4964.39014,2141.04492,1767.18042,2464.13306,1.0070640000000015,1.3151067519272956,0.0,21.41886062906,62.5071238566
317,IPHAS J012609.29+651618.0,21.538708333333332,65.27166944444444,,B4III,,0,317.0,513233993288375552,0.193,21.5386075339,65.27163621426,Gaia DR3 513233993288375552,0.1314,0.0212,6.2073,2.156,-2.139,0.018,0.274,0.024734909,0.108,4.102,1.157,4096.7383,3999.195,4226.426,14.802305,0.002773,15.551023,0.003191,13.932631,0.003906,22306.5,0.99998945,O,6007.4292,5266.72852,6846.79883,5717.37012,5006.91016,7509.38525,1.618392,1.6575796941563148,0.0,21.5386075339,65.27163621426
318,IPHAS J012634.69+641850.9,21.644541666666665,64.31413888888889,,B3,,0,318.0,512813808048886272,0.201,21.64446785863,64.31418481622,Gaia DR3 512813808048886272,0.3024,0.0127,23.8344,0.906,-0.82,0.011,-0.385,0.014186301,0.08,8.155,1.027,2619.0295,2579.0667,2657.5964,12.859236,0.003375,13.436615,0.005333,12.12043,0.007908,24614.0,0.9999918,B,3162.73145,3035.92285,3275.34448,3127.50635,3008.12158,3273.34912,1.316184999999999,0.9363034140137625,0.0,21.64446785863,64.31418481622
319,IPHAS J012703.28+634333.3,21.763666666666662,63.72591944444444,,B3V,,0,319.0,512634828169783808,0.275,21.76349627839,63.72590696912,Gaia DR3 512634828169783808,0.1815,0.0152,11.9595,1.166,-1.163,0.012,-0.085,0.015937,0.0,0.0,1.036,3984.6633,3377.3394,4330.947,14.064463,0.004226,14.780861,0.006922,13.207919,0.012605,25508.7,0.9999883,B,4720.56445,4472.55176,5084.13135,4508.66113,4162.10889,4924.44727,1.5729419999999994,1.4108913427788554,0.0,21.76349627839,63.72590696912
320,BD+59 250,21.826999999999998,60.114897222222226,10.6,B2Ve,,0,320.0,510189892272717952,0.088,21.82695943419,60.11491117983,Gaia DR3 510189892272717952,0.3915,0.0274,14.3037,2.355,-2.233,0.021,-0.747,0.025718309,0.238,103.5,1.262,2840.7922,2750.8457,2939.7803,10.355704,0.003017,10.496063,0.004043,10.066561,0.00604,18561.1,4.993e-05,B,2448.64868,2262.43213,2757.61499,2428.67163,2287.25537,2593.11206,0.4295019999999994,-1.4485693958516066,0.0,21.82695943419,60.11491117983
321,IPHAS J012745.08+625154.3,21.93783333333333,62.86508055555556,,B3,,0,321.0,512568960550967808,0.08,21.93778462135,62.86508169591,Gaia DR3 512568960550967808,0.2998,0.0123,24.3922,1.682,-1.667,0.01,0.221,0.0115545895,0.0,0.0,1.037,,,,13.447845,0.002785,13.838571,0.0031,12.860745,0.003892,,0.9999846,G,3000.38745,2889.07007,3131.99585,2991.78003,2891.97168,3126.68457,0.9778260000000003,1.452684298848217,0.0,21.93778462135,62.86508169591
322,IPHAS J012751.32+655104.2,21.96383333333333,65.85116944444444,,B7V,,0,322.0,513366209560279552,0.247,21.9636847023,65.85113779534,Gaia DR3 513366209560279552,-0.7994,0.1511,-5.2911,1.295,-1.158,0.124,-0.58,0.15351227,1.477,828.1,7.834,6318.717,5936.6045,6597.6836,14.667722,0.002933,15.298701,0.003317,13.842679,0.003964,15970.6,0.9999843,G,10838.501,8062.51367,14383.6973,10249.9424,6858.19336,14439.0088,1.456021999999999,0.12385488993120575,0.0,21.9636847023,65.85113779534
323,BD+58 247,22.35145833333333,59.099272222222226,10.04,B1e,,0,323.0,509298875537116160,0.054,22.35147118623,59.09925860634,Gaia DR3 509298875537116160,0.4859,0.0146,33.2718,2.018,-1.054,0.011,-1.722,0.012995939,0.103,22.54,0.988,,,,10.122541,0.003318,10.307184,0.004674,9.756412,0.007368,,3.15e-06,B,1987.4126,1923.97888,2052.09033,1975.44202,1914.89282,2031.63147,0.5507720000000003,-1.1842561943851138,0.0,22.35147118623,59.09925860634
324,IPHAS J013000.21+631044.6,22.500874999999997,63.17906111111111,,,,0,324.0,512415166365924224,0.131,22.50082054791,63.1790344515,Gaia DR3 512415166365924224,0.102,0.015,6.8206,1.875,-1.852,0.012,0.289,0.015309392,0.0,0.0,0.938,7060.535,5767.1475,7353.0693,13.940772,0.002877,14.705226,0.005041,13.059068,0.004362,19348.6,0.9999834,B,7194.40332,6611.6001,8087.64014,6939.07471,6406.05273,7619.81787,1.6461579999999998,0.42025209590377166,0.0,22.50082054791,63.1790344515
325,EM* GGA 50,22.950541666666666,60.55913888888889,10.81,B2Ve,,0,325.0,509849662147318272,0.859,22.95093379018,60.55899807596,Gaia DR3 509849662147318272,0.3372,0.0258,13.0899,1.915,-1.829,0.018,-0.568,0.023093488,0.227,88.68,1.06,2537.5334,2413.2495,2640.4492,10.740071,0.003381,10.862921,0.004822,10.50275,0.007468,16932.3,5.45e-05,B,2787.62354,2590.45898,3039.53491,2741.99341,2533.49756,2936.33936,0.36017099999999935,-1.3632496162477281,0.0,22.95093379018,60.55899807596
326,IPHAS J013213.90+623717.2,23.05791666666666,62.62143888888889,,B4,,0,326.0,512318924735968512,0.093,23.05787651022,62.62145699871,Gaia DR3 512318924735968512,-0.1767,0.154,-1.1471,1.867,-1.807,0.138,-0.469,0.14926066,1.554,2177.0,13.854,7000.8335,6813.518,7164.903,13.495808,0.002835,13.939624,0.00294,12.814518,0.003808,6434.9,0.9999957,unknown,6410.1792,4411.3584,8821.90723,3146.72192,2534.76147,7964.48535,1.1251060000000006,-0.09472685311929752,0.0,23.05787651022,62.62145699871
327,IPHAS J013245.71+645233.3,23.19045833333333,64.87591944444443,,B3V,,0,327.0,513172381975328640,0.362,23.19023123577,64.87589078131,Gaia DR3 513172381975328640,0.0936,0.0223,4.1919,1.258,-1.239,0.018,0.216,0.023204977,0.0,0.0,1.054,,,,15.196288,0.0077,15.914775,0.019242,14.33192,0.02467,,0.9999806,B,7693.77246,6565.35693,9193.38574,7344.80811,6209.0625,9383.5,1.5828550000000003,1.4840783095557324,1.0,23.19023123577,64.87589078131
328,EM* AS 25,23.369749999999996,59.50061111111111,10.7,BVnne,,0,328.0,509358524039696896,0.081,23.36971426987,59.50059795097,Gaia DR3 509358524039696896,0.3129,0.0299,10.4476,2.191,-1.934,0.021,-1.029,0.02494767,0.29,180.9,1.994,1874.412,1826.8195,1917.3073,10.488805,0.003186,10.689295,0.005463,10.121039,0.005938,19456.1,0.9999996,B,3083.41797,2797.27637,3342.31396,3000.21216,2764.2937,3280.37134,0.5682559999999999,-1.7558669956095354,0.0,23.36971426987,59.50059795097
329,IPHAS J013422.61+624459.7,23.59420833333333,62.749919444444444,,B6,,0,329.0,512347134082394240,0.233,23.59406711202,62.74992387776,Gaia DR3 512347134082394240,0.3123,0.013,24.0071,1.295,-1.162,0.011,-0.57,0.014050162,0.071,6.1,1.032,4494.169,4393.263,4673.9434,13.015375,0.002769,13.323953,0.002951,12.517463,0.003903,16206.4,0.99997145,unknown,2946.76147,2850.17749,3036.19189,2950.66797,2838.66943,3058.34473,0.8064900000000002,0.9772280867079086,0.0,23.59406711202,62.74992387776
330,BD+62 271,23.7045,63.626619444444444,8.58,B8Ve,,0,330.0,512534257218663808,0.1,23.70446386921,63.6265968479,Gaia DR3 512534257218663808,1.6421,0.0315,52.0882,4.281,2.703,0.027,-3.319,0.032684483,0.325,114.8,2.043,,,,8.303402,0.002762,8.717094,0.002837,7.677967,0.003801,,0.99998975,G,600.968018,591.331787,612.360352,602.084351,591.199341,613.530151,1.0391269999999997,-0.17716280281154795,0.0,23.70446386921,63.6265968479
331,EM* AS 28,23.815375,61.384613888888886,10.76,B2Vnne,,0,331.0,510003318894246656,0.071,23.8153344851,61.38461786125,Gaia DR3 510003318894246656,0.341,0.0129,26.4774,1.812,-1.74,0.009,-0.505,0.012701888,0.073,8.607,0.904,,,,10.62979,0.003009,10.837307,0.004572,10.255908,0.005369,,0.99998367,B,2785.06665,2671.28735,2902.45654,2787.09937,2684.14233,2897.14233,0.5813989999999993,-1.3868709641212043,0.0,23.8153344851,61.38461786125
332,BD+60 274,23.907041666666665,61.28036111111111,10.66,B3IIIe,,0,332.0,509978579873632384,0.598,23.90687591329,61.28050693717,Gaia DR3 509978579873632384,0.4379,0.0345,12.6904,1.674,-1.497,0.025,-0.748,0.03208212,0.294,119.5,1.494,,,,11.269187,0.002805,11.178859,0.028716,10.689248,0.030771,,0.999999,B,2043.86243,1878.29285,2206.68042,2034.72571,1921.08228,2152.83545,0.489611,-0.37339930295294543,1.0,23.90687591329,61.28050693717
333,HD 9709,24.012875,47.114472222222226,7.07,B9e,350,0,333.0,398832110513016704,0.297,24.01297340596,47.11442417743,Gaia DR3 398832110513016704,3.7716,0.0424,89.0104,21.359,18.548,0.046,-10.591,0.03789731,0.288,78.4,1.111,,,,7.037046,0.002791,7.004758,0.002928,7.041931,0.003833,,0.99993384,B,262.763794,259.874664,265.699341,264.686279,261.762329,267.567902,-0.03717300000000012,-0.09306961971145444,0.0,24.01297340596,47.11442417743
334,HD 9612,24.34258333333333,74.30095555555555,6.589,B9Ve,270,0,334.0,559588819393454336,0.292,24.34287810815,74.30094128918,Gaia DR3 559588819393454336,3.4721,0.0253,137.1175,17.846,17.591,0.025,-3.006,0.030213209,0.226,62.1,0.996,,,,6.548519,0.002774,6.564679,0.002922,6.467553,0.003842,,0.99970686,B,285.867706,283.76062,287.96347,285.511658,283.609161,287.645294,0.09712600000000027,-0.7161464830130075,0.0,24.34287810815,74.30094128918
335,IPHAS J013739.40+613258.8,24.414166666666663,61.54966944444444,,,,0,335.0,510008988251177856,0.109,24.4141145531,61.54965217475,Gaia DR3 510008988251177856,0.3422,0.0168,20.3914,1.77,-1.671,0.013,-0.583,0.015368204,0.0,0.0,0.994,2968.1804,2110.9905,3296.9849,14.375815,0.002763,14.938477,0.00297,13.642404,0.003848,11694.8,0.9999975,F,2695.39771,2598.18115,2817.85815,2650.60669,2544.95752,2763.76123,1.2960729999999998,2.7853627247146324,0.0,24.4141145531,61.54965217475
336,ACHERNAR,24.428541666666664,-57.23675277777778,0.5,B6Vpe,235,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.428541666666664,-57.23675277777778
337,IPHAS J013819.58+635306.0,24.58158333333333,63.885,,B3,,0,337.0,512874899662221824,0.264,24.58144477921,63.88504092949,Gaia DR3 512874899662221824,0.1737,0.0195,8.8895,1.449,-1.448,0.015,-0.065,0.018288586,0.142,22.03,1.696,8135.7666,7968.1836,8383.129,13.066551,0.002818,13.571703,0.003007,12.364378,0.004155,21452.3,0.9999729,B,5064.97461,4639.21094,5956.28223,5096.09668,4653.96582,5759.82373,1.207324999999999,0.04881663677470627,0.0,24.58144477921,63.88504092949
338,IPHAS J013825.56+635008.5,24.606499999999997,63.83568888888889,,,,0,338.0,512868126492808064,0.078,24.60646152986,63.83567524378,Gaia DR3 512868126492808064,0.1738,0.015,11.5485,1.605,-1.497,0.011,-0.579,0.014720848,0.0,0.0,1.003,7465.6006,7379.4155,7567.568,14.029118,0.002768,14.441234,0.003089,13.406226,0.003973,15017.9,0.99999535,unknown,4965.45557,4677.58594,5308.39697,4612.72217,4336.68701,4845.60645,1.0350079999999995,0.9614384987225435,2.0,24.60646152986,63.83567524378
339,IPHAS J013834.27+634841.3,24.642791666666664,63.81146944444444,,,,0,339.0,512867855915930240,0.057,24.64276447381,63.81147997005,Gaia DR3 512867855915930240,0.0825,0.0256,3.2275,1.424,-1.341,0.021,-0.479,0.02503641,0.077,1.354,1.059,6122.8945,4818.5796,6426.568,15.36406,0.002789,15.886836,0.003551,14.653765,0.004132,19418.1,0.9999895,unknown,8127.12109,6865.58203,10243.2939,9258.50488,6472.30518,10601.4551,1.2330710000000007,1.3371523471525197,0.0,24.64276447381,63.81147997005
340,BD+62 285,24.77366666666666,63.462872222222224,8.85,B8Ve,,0,340.0,512472925084132608,0.127,24.77359110105,63.46288276429,Gaia DR3 512472925084132608,,,,,,,,,8.151,63840.0,,,,,8.626285,0.002946,8.980391,0.002893,8.028003,0.003805,,0.99998635,G,,,,,,,0.9523879999999991,,0.0,24.77359110105,63.46288276429
341,IPHAS J013920.80+654338.7,24.836666666666662,65.72741944444445,,B6,,0,341.0,519134488078193152,0.212,24.83652328463,65.72741815585,Gaia DR3 519134488078193152,0.2828,0.0129,21.88,2.444,-2.442,0.011,0.073,0.013148772,0.0,0.0,1.039,3459.1624,3363.0322,3583.0244,13.783574,0.00276,14.300473,0.002895,13.08992,0.003828,15001.1,0.9999947,G,3189.69263,3054.44946,3306.61792,3032.92944,2909.62012,3146.32178,1.2105530000000009,1.7817288253511414,0.0,24.83652328463,65.72741815585
342,BD+62 287,25.09008333333333,63.11441388888889,9.07,B8Ve,,0,342.0,511707871149058944,0.064,25.09007627581,63.11439628603,Gaia DR3 511707871149058944,1.4221,0.0321,44.3297,5.912,-5.155,0.024,-2.895,0.030465264,0.281,99.42,2.115,766.5194,664.8605,810.604,8.924164,0.00277,9.124988,0.002813,8.550489,0.003786,11225.9,0.999939,B,693.49469,677.665955,709.764832,689.076721,672.426086,703.778381,0.5744989999999994,-0.08022770042411231,0.0,25.09007627581,63.11439628603
343,BD+60 307,25.443791666666666,61.32501666666667,10.49,B2Ve,,0,343.0,511442339093257984,0.055,25.44376010299,61.32501613346,Gaia DR3 511442339093257984,0.375,0.0162,23.1835,1.282,-1.252,0.012,-0.278,0.012942768,0.125,26.1,1.001,2660.2603,2633.038,2729.861,10.51474,0.003864,10.804721,0.007363,10.039084,0.010051,17685.1,0.9999643,B,2473.45459,2388.96631,2599.80518,2504.80249,2401.41577,2605.1189,0.7656369999999999,-1.1617987079391376,0.0,25.44376010299,61.32501613346
344,BD+58 277,25.55516666666666,59.34177777777778,10.48,Be,,0,344.0,509484830435906816,0.105,25.55517918025,59.34174929283,Gaia DR3 509484830435906816,0.5402,0.0981,5.5076,1.95,0.577,0.063,-1.863,0.06544381,0.922,1889.0,6.307,,,,10.364057,0.002792,10.547891,0.002908,10.015628,0.003874,,0.9999597,B,1807.90454,1524.14331,2140.75146,1927.81702,1399.43506,3754.59985,0.5322630000000004,-0.7379864768091728,0.0,25.55517918025,59.34174929283
345,BD+62 292,25.558708333333332,63.60746666666667,10.55,B1pe,,0,345.0,512103111219426176,0.113,25.55864255369,63.60747839354,Gaia DR3 512103111219426176,0.3532,0.0134,26.3365,2.011,-1.94,0.01,-0.53,0.012941255,0.089,12.89,0.944,2687.9854,2630.524,2736.487,10.24027,0.002822,10.553803,0.003306,9.741224,0.004147,19352.4,0.99998677,B,2691.7771,2609.85791,2787.79639,2672.19775,2567.75708,2763.49561,0.8125789999999995,-1.596392470464048,0.0,25.55864255369,63.60747839354
346,IPHAS J014218.76+624733.5,25.57816666666666,62.79263888888889,,B5III,,0,346.0,511687083507589632,0.116,25.57810266361,62.79262517289,Gaia DR3 511687083507589632,0.1549,0.0194,7.9869,1.651,-1.639,0.014,0.199,0.016747717,0.0,0.0,0.899,4929.7627,3985.6565,5250.297,14.553918,0.002775,15.116218,0.003033,13.813971,0.003849,10962.5,0.9999966,G,5306.07471,4849.86572,5801.07178,5316.94434,4814.6665,5770.16406,1.3022469999999995,1.4923511970301142,0.0,25.57810266361,62.79262517289
347,IPHAS J014238.73+633753.1,25.661374999999996,63.63141944444445,,,,0,347.0,512102836341506176,0.168,25.6613406041,63.63146362068,Gaia DR3 512102836341506176,0.4506,0.012,37.7031,0.978,-0.929,0.009,-0.304,0.011222474,0.0,0.0,0.912,2331.9817,2307.399,2350.295,13.273192,0.002792,13.654587,0.003238,12.703332,0.004004,12516.8,0.9999943,B,2081.52954,2030.80884,2134.75,2080.00195,2022.49475,2124.68188,0.9512549999999997,2.062674107244261,0.0,25.6613406041,63.63146362068
348,IPHAS J014244.86+623056.2,25.68691666666666,62.51561111111111,,B6,,0,348.0,511610804885728640,0.204,25.6867947738,62.51561892953,Gaia DR3 511610804885728640,0.3367,0.0118,28.6202,1.284,-1.284,0.009,0.022,0.011517284,0.0,0.0,0.979,,,,13.271805,0.002762,13.602367,0.002892,12.747953,0.003801,,0.9999858,G,2709.69263,2630.24902,2819.71143,2693.83301,2619.87109,2764.9209,0.8544139999999985,1.437766849439198,0.0,25.6867947738,62.51561892953
349,IPHAS J014322.19+640118.5,25.842458333333333,64.0218111111111,,B7,,0,349.0,512141525407794688,0.224,25.8423286579,64.02178596694,Gaia DR3 512141525407794688,0.2672,0.0135,19.7888,1.695,-1.693,0.01,-0.086,0.014450325,0.0,0.0,1.064,4036.4712,3298.8877,5206.1934,13.415924,0.00277,13.744454,0.002867,12.895409,0.003823,13842.1,0.99998903,G,3398.87573,3267.27686,3554.729,3286.36743,3164.33618,3422.5415,0.8490449999999985,1.0877775692027924,0.0,25.8423286579,64.02178596694
350,phi Per,25.915166666666664,50.68873055555555,4.09,B2Vpe,440,0,350.0,405987526029851264,0.436,25.91533157511,50.68866947907,Gaia DR3 405987526029851264,5.4048,0.1969,27.4529,28.372,24.713,0.235,-13.938,0.16710949,1.182,1873.0,1.804,188.4083,176.5999,202.254,4.081212,0.006358,4.019927,0.014807,4.070969,0.010873,24117.1,4.993e-05,B,183.930084,177.63382,189.044662,184.488907,177.874481,192.94516,-0.05104199999999981,-2.3033368459358963,0.0,25.91533157511,50.68866947907
351,IPHAS J014401.85+640124.5,26.007708333333333,64.02346944444444,,,,0,351.0,512138776628721408,0.041,26.00773022976,64.02346304913,Gaia DR3 512138776628721408,0.2096,0.029,7.2172,1.402,-1.402,0.022,-0.006,0.027475655,0.0,0.0,1.02,4162.9844,4158.0327,4179.901,15.616067,0.002773,16.123781,0.003356,14.926531,0.004122,10717.5,0.99999624,F,4183.57471,3781.04907,4680.10303,3990.93481,3595.20386,4369.60645,1.1972500000000004,3.01604335503467,0.0,26.00773022976,64.02346304913
352,Cl* NGC 654 STO 104,26.01208333333333,61.8889,13.49,B0Ve,,0,352.0,511298711083211264,0.367,26.01221268195,61.88898160415,Gaia DR3 511298711083211264,0.3258,0.0129,25.2965,1.307,-1.202,0.009,-0.513,0.010526108,0.09,13.29,1.081,3715.5945,3684.3486,3741.7278,11.900378,0.003213,12.444159,0.006307,11.157144,0.004128,33825.3,0.9999731,B,2817.87451,2743.25415,2927.32349,2836.94434,2733.05591,2922.53613,1.2870150000000002,0.1945507573896066,0.0,26.01221268195,61.88898160415
353,Cl* NGC 654 STO 135,26.186291666666666,61.831100000000006,12.2,B1Ve,,0,353.0,511297718954872960,0.35,26.18610810057,61.83105592935,Gaia DR3 511297718954872960,0.3198,0.0143,22.3461,1.301,-1.231,0.01,-0.419,0.011282248,0.106,17.53,1.133,2587.685,2510.8901,2672.5078,11.897807,0.003698,12.245278,0.006391,11.330666,0.009885,26109.1,0.9999909,B,2817.81128,2689.47925,2946.58179,2860.28174,2748.48779,2983.3562,0.914612,-0.004281516614808467,0.0,26.18610810057,61.83105592935
354,IPHAS J014458.15+633244.0,26.242291666666663,63.54556111111111,,B7IV,,0,354.0,512109399052717184,0.08,26.2422487766,63.54557236925,Gaia DR3 512109399052717184,0.259,0.0162,16.0284,1.484,-1.453,0.012,-0.301,0.0153848985,0.0,0.0,0.987,5337.9976,5312.928,5364.381,14.086204,0.002762,14.46785,0.002961,13.512507,0.003825,12106.1,0.99999267,G,3428.53931,3276.49146,3652.44751,3425.71924,3245.12622,3610.38574,0.9553430000000009,1.7923043337811126,0.0,26.2422487766,63.54557236925
355,IPHAS J014458.27+625245.8,26.242791666666662,62.87938888888889,,,,0,355.0,511645400839522304,0.238,26.24264764735,62.87939670066,Gaia DR3 511645400839522304,0.12,0.0404,2.973,1.365,-1.355,0.032,-0.158,0.038645327,0.386,138.1,3.412,5704.981,4515.2217,6379.8086,13.422189,0.002778,13.962791,0.002922,12.680342,0.003868,21870.1,0.99999356,B,6106.59033,5015.5459,7377.4585,5917.61914,5184.20557,6950.35156,1.2824489999999997,0.033797071699236625,1.0,26.24264764735,62.87939670066
356,BD+62 300,26.277791666666662,62.830847222222225,9.92,B1Vnpe,,0,356.0,511632966917620224,0.124,26.27777895601,62.83081334523,Gaia DR3 511632966917620224,0.3508,0.0148,23.638,1.236,-1.198,0.011,-0.306,0.013164245,0.103,16.36,0.94,3026.5408,2990.7805,3063.7598,9.901336,0.002931,10.066439,0.003832,9.578537,0.005283,19051.9,0.99999964,B,2687.34595,2593.9519,2785.87915,2715.36353,2608.02905,2846.89771,0.48790200000000006,-2.0801788902322933,0.0,26.27777895601,62.83081334523
357,Cl* NGC 663 G 159,26.298541666666665,61.172888888888885,,Be,,0,357.0,511241300263566464,0.679,26.29881462818,61.17302418346,Gaia DR3 511241300263566464,2.0543,0.0128,161.1071,16.202,15.672,0.009,-4.108,0.009353865,0.0,0.0,0.935,474.3288,471.5706,476.8096,13.178739,0.002758,13.61018,0.002834,12.577037,0.003789,5499.9,0.9999508,G,479.665436,476.77063,482.946503,479.452057,476.602112,482.78125,1.033142999999999,5.205487875205362,0.0,26.29881462818,61.17302418346
358,V972 Cas,26.32508333333333,61.11568888888889,10.03,B3IIIe,,0,358.0,511239410478024192,0.04,26.3251059759,61.11568733267,Gaia DR3 511239410478024192,0.3492,0.0169,20.601,1.137,-1.133,0.012,-0.096,0.011907642,0.116,24.13,1.084,,,,9.999481,0.003121,10.252793,0.004222,9.555645,0.007337,,0.99997795,B,2715.69897,2587.72168,2884.51587,2683.50439,2554.03906,2837.63037,0.6971480000000003,-1.9166151378480674,0.0,26.3251059759,61.11568733267
359,EM* GGA 90,26.326291666666663,60.96921944444445,12.02,Be,,0,359.0,511231679537036800,0.345,26.32647337214,60.96918175492,Gaia DR3 511231679537036800,0.3599,0.0213,16.9272,1.368,-1.204,0.016,-0.649,0.016889667,0.205,85.77,1.303,1774.4187,1310.111,2504.0447,11.463845,0.002892,11.690105,0.003237,11.067307,0.005042,17789.2,0.9999875,B,2470.74927,2357.63184,2607.23022,2408.54199,2286.74756,2577.51733,0.6227980000000013,-0.2740383786082585,0.0,26.32647337214,60.96918175492
360,IPHAS J014519.02+633559.1,26.329249999999995,63.59975,,,,0,360.0,512110979600661504,0.138,26.329207518,63.59978328626,Gaia DR3 512110979600661504,0.2444,0.0122,20.0812,2.279,-2.236,0.009,0.442,0.0121072205,0.0,0.0,0.948,2776.4297,2566.5144,3962.113,13.207681,0.002794,13.532396,0.003271,12.686055,0.0039,6116.5,0.9999796,G,3616.44702,3434.70435,3791.54297,3624.39551,3444.86646,3762.37744,0.8463410000000007,0.740985464102387,0.0,26.329207518,63.59978328626
