source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
4255891924062617088,283.8766800200503,-2.604679419397789,0.07777430499571139,-2.519200396441113,-6.766008688499971,1.0999284,13.440664,2.4669914,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,6207.528,1.9121,-1.2051,5319.4917,4.4933,3.3494,1.8784,"XTE J1855-026",283.87669122807995,-2.6046493482499997,0.0778,-2.519,-6.766,0.0,2000.0,8.953964011103821E-10
4255891928403019776,283.8765139584501,-2.6041487313697798,0.17581891056346835,0.5646087146086084,-2.1365964307591487,1.0227603,18.870636,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,,"XTE J1855-026",283.87669122807995,-2.6046493482499997,0.0778,-2.519,-6.766,0.0,2000.0,5.560121908792567E-4
2033989790047905024,300.09104899633587,32.18973933161206,0.06746486507910339,-2.850743997098801,-4.300169718523636,1.0242298,15.064558,2.5423527,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,,"IGR J20006+3210",300.09106396756,32.18975844348,0.0675,-2.851,-4.3,0.0,2000.0,1.3637543577941442E-9
2083644392294059520,307.62850374937096,47.86406792934166,0.41938547226134665,-2.7141040155086364,-4.536134376478879,1.2452663,9.025331,0.69619465,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,34910.445,3.9114,-0.9272,1950.1013,2.2412,2.125,1.1693,"RX J2030.5+4751",307.62852172945,47.86408808994,0.4194,-2.714,-4.536,0.0,2000.0,7.56925297122733E-10
2065653598916388352,314.6980582988151,41.776979685270454,0.07752894522296322,-2.2095525666212845,-3.351196585258945,1.0024277,14.130871,1.7181826,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,31462.324,4.2045,-0.369,4569.5356,4.5388,3.9336,2.1838,"GRO J2058+42",314.69807146719,41.77699457948,0.0775,-2.21,-3.351,0.0,2000.0,2.1732273502001077E-9
2162805896595888512,315.89840648945403,45.75053245522916,0.8518773477818349,-0.4627545487188254,-9.145674673442194,1.12918,20.700703,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,,"SAX J2103.5+4545",315.8987920203899,45.75154687547,0.1309,-3.505,-3.16,0.0,2000.0,0.0010319796505845026
2162805896600450432,315.89934350719415,45.750367172188,0.7804180874438591,-2.497013426491142,-0.9073820451520607,1.0258802,18.951551,1.8476582,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3705.5276,4.4008,-1.8746,625.1895,0.6864,0.4809,0.2611,"SAX J2103.5+4545",315.8987920203899,45.75154687547,0.1309,-3.505,-3.16,0.0,2000.0,0.0012325078386862245
2162805896614571904,315.8987696922526,45.751532832107685,0.1308623368949642,-3.5054837830048067,-3.159757095149621,1.0902485,13.774436,1.5236511,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,29372.912,4.2471,-0.5553,3683.8855,4.0038,3.5285,1.9531,"SAX J2103.5+4545",315.8987920203899,45.75154687547,0.1309,-3.505,-3.16,0.0,2000.0,2.412884442387506E-9
1978365123143522176,323.5848682806499,47.63337917570627,0.08351192645368731,-2.2116582562207454,-2.55791755533225,1.0569863,14.0036335,0.7984543,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,23253.098,4.2443,0.0039,5195.016,2.3886,2.2176,1.2138,"IGR J21347+4737",323.585,47.634,0.0,0.0,0.0,0.0,2000.0,6.271374658332302E-4
2178178409188167296,324.87785209104953,56.98621852916199,0.1048329214464288,-2.9640416014718474,-2.2040186769337904,1.0365294,13.816205,1.553215,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Cep X-4",324.87787626970993,56.9862283248,0.1048,-2.964,-2.204,0.0,2000.0,2.0256241846239193E-10
2201091578667140352,339.8368297959251,61.27405311885465,0.10398616408830161,-2.344283875542537,-1.01527492097991,1.1045816,14.104571,1.9378481,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,16439.875,3.4543,0.09,4163.906,4.7162,3.945,2.1873,"SAX J2239.3+6116",339.83685147423,61.27405763119,0.104,-2.344,-1.015,0.0,2000.0,1.75823206111774E-9
