Be_star,Type,RA,DEC,Xcat,Gamma,e_Gamma,E_Gamma,Fb,e_Fb,E_Fb,Fs,e_Fs,E_Fs,Fm,e_Fm,E_Fm,Fh,e_Fh,E_Fh,HRms,e_HRms,E_HRms,HRhm,e_HRhm,E_HRhm,DR3Name,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Gflux,e_Gflux,E_Gflux,distance,e_distance,E_distance,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,LX,e_LX,E_LX,fX2O,e_fX2O,E_fX2O,matching_flag,Class,ref
Cl* NGC 330 ELS 055592,B3IVe,13.34460251277,-72.19883641895,XRT,,,,8.820493377623279e-15,3.910498000821081e-15,3.910498000821081e-15,2.194627139406855e-15,1.498077312465478e-15,1.498077312465478e-15,1.573544921802135e-15,1.074119564626432e-15,1.074119564626432e-15,5.052321316414289e-15,3.448771685859852e-15,3.448771685859852e-15,-0.16482321070164999,0.49579188164354016,0.49579188164354016,0.5250296745423862,0.6157325516379676,0.6157325516379676,Gaia DR3 4689061812857160832,-0.0182,0.048,0.685,0.059,-1.247,0.06038667,0.119,0.7609,1.038,16.538229,0.002942,16.383108,0.011819,16.386274,0.008227,24505.6,2.4570941491910537e-12,6.657944126060014e-15,6.657944126060014e-15,11558.377,3076.95024,5897.087800000001,16.312,0.211,14.674,,15.251,,,,,,,,,,1.410224635655755e+32,9.770551790789507e+31,1.5689469595622765e+32,0.0035898068376937205,0.0015915430189613893,0.0015915430189613893,1,star,
CXOU J005323.8-722715,Be,13.34942184261,-72.45429641583,CXO,0.886785,0.117805,0.1222149999999998,2.42655958051226e-13,1.1558684468616442e-14,1.0944635907275358e-14,1.1740500071705e-14,1.4262714001849997e-15,1.426271400186e-15,2.4015664959591e-14,1.9111565094680016e-15,1.9111565094679984e-15,2.0689979301993e-13,1.1310014028920007e-14,1.0681679916200012e-14,0.3433020537057601,0.07051392052575516,0.0705139205257374,0.7919960389856545,0.062069451908534294,0.06128639700644861,Gaia DR3 4689005260999717760,0.0096,0.0332,0.65,0.04,-1.323,0.042367812,0.037,0.1174,0.888,16.185415,0.003143,16.124111,0.004636,16.27051,0.014973,24522.9,3.400536163592551e-12,9.843906020019237e-15,9.843906020019237e-15,15631.5186,4489.114299999999,6975.780200000001,16.274,0.107,15.802,0.159,16.502,,15.658861,-0.016202375,15.316841,-0.036274046,,,,,7.095696152736e+33,4.0895253252642596e+33,6.341185440473494e+33,0.07135814659146816,0.003405348046599458,0.0032251251344255264,0,HMXB,SIMBAD
Cl* NGC 330 ELS 065055,B1IIIe,13.48049321901,-72.44595564949,CXO,0.7143999934196472,0.025187000632286,0.0250860005617141,6.7302262224171e-15,1.0652703502259694e-15,1.065270350226094e-15,1.6729236065701001e-15,3.860592938238e-16,3.8605929382390013e-16,1.5013347562725001e-15,3.4030254475509987e-16,3.4030254475510007e-16,3.5559678595745e-15,9.327128811997998e-16,9.327128811999004e-16,-0.054056359213287046,0.16236385238614948,0.16236385238612586,0.4062705476361709,0.21190432472615495,0.21190432472616938,Gaia DR3 4689005432797634944,-0.0412,0.0191,0.678,0.024,-1.234,0.02296556,0.104,3.471,0.987,14.664824,0.003054,14.632143,0.004874,14.606682,0.008292,34001.2,1.379697247217422e-11,3.880864775933923e-14,3.880864775933923e-14,25483.3027,6132.373,6931.410199999998,14.413,0.036,14.214,0.056,13.998,0.069,13.454,0.013,13.402,0.012,,,,,5.230495054182983e+32,2.6500025379750092e+32,2.963364774959566e+32,0.0004878045698786921,7.722263357758974e-05,7.722263357759879e-05,0,HMXB,SIMBAD
Cl* NGC 330 ELS 016486,B1IIIe,13.69321968078,-72.42300436935,CXO,2.05342,0.4259200000000001,0.46198,2.50357682255169e-14,2.6886230645921796e-15,2.5374839455822106e-15,1.1991294635575001e-15,3.7214362662128005e-16,3.5146898069790007e-16,3.4037848659614e-15,5.499487385873e-16,5.106666858311003e-16,2.0432853895998e-14,2.6053328941900003e-15,2.460592177846e-15,0.47896946251318384,0.15577852664166597,0.15368710483740808,0.714407312209349,0.13445492001997097,0.13250289426190126,Gaia DR3 4689006257431240960,-0.036,0.0265,0.699,0.031,-1.247,0.030907562,0.096,1.479,1.012,15.482405,0.002894,15.45147,0.005303,15.366459,0.00531,31597.5,6.497576445620349e-12,1.7319111356164335e-14,1.7319111356164335e-14,18205.9082,4065.295900000001,5833.140599999999,15.293,0.059,15.205,0.093,14.84,0.12,14.512,0.032,14.332,0.041,12.629,,8.91,,9.930870688142299e+32,4.561462660127773e+32,6.442776514092334e+32,0.003853093293329716,0.0004139160365629097,0.0003906627793639234,0,HMXB,SIMBAD
Cl* NGC 330 ELS 064832,B3IIIe,13.72732352852,-72.45661959811,XRT,,,,7.551792106894135e-21,4.904737107969273e-21,8.157559085078468e-15,1.878961550041333e-21,1.878961550041333e-21,3.125088975339393e-15,1.3472130879271359e-21,1.3472130879271359e-21,2.240684897687992e-15,4.3256174689256655e-21,4.3256174689256655e-21,7.19436726279882e-15,-0.16482321070165024,988388.2315096223,694533.0458303328,0.5250296745423861,801483.7409447518,1268214.7282027514,Gaia DR3 4689005913779435776,-0.5045,0.0977,0.866,0.116,-0.59,0.13923779,0.93,36.55,2.374,16.839148,0.003098,16.710056,0.006167,16.516218,0.007073,,1.8623195303575763e-12,5.313874475000161e-15,5.313874475000161e-15,15117.5488,4533.640600000001,3192.351599999998,16.524,0.114,15.728,0.13,15.516,0.197,15.927,0.058,16.241,0.149,13.031,,8.957,,2.0654490750769577e+26,1.825985890739874e+26,2.231129065613517e+32,4.055046399821703e-09,2.6336965065748396e-09,0.0043803219329994186,1,star,
Cl* NGC 330 KWBBE 1054,Be,13.89644265428,-72.48518194309,CXO,0.6439999938011169,0.1152300015091896,0.1137199997901916,4.0874544634294197e-14,4.539373649196567e-15,4.285923335751443e-15,2.9864433725893e-15,9.773814673929002e-16,9.773814673928998e-16,6.1940285149859e-15,1.0711521389697e-15,1.0116436868047001e-15,3.1694072746719e-14,4.3015429428749976e-15,4.048511005059005e-15,0.34939218611820255,0.1667751989703173,0.1628584907731235,0.6730356862065048,0.1381941005428591,0.13571269087331708,Gaia DR3 4688993200726721408,-0.0173,0.0196,0.684,0.026,-1.249,0.022160988,0.092,2.742,0.917,14.671276,0.003206,14.634916,0.004896,14.671101,0.007686,36204.5,1.3715226930577563e-11,4.049880380403003e-14,4.049880380403003e-14,20287.8438,4810.597699999998,6944.0488000000005,14.529,0.042,14.529,0.064,14.357,0.08,13.931,0.03,13.748,0.032,12.302,,9.05,,2.013383104562573e+33,9.806474799236777e+32,1.3943416375002527e+33,0.0029802310119394376,0.000331090251544273,0.00031261768225834927,1,HMXB,SIMBAD
Cl* NGC 330 G 68,B5IVe,13.95320073136,-72.45357585484,XMM,,,,5.008548070701804e-15,2.7633397778160564e-15,2.7633397778160564e-15,7.709057855857054e-16,3.585154103902694e-16,3.585154103902694e-16,1.1432381486603753e-15,3.483808763645635e-16,3.483808763645635e-16,3.094404136455723e-15,2.717746160544919e-15,2.717746160544919e-15,0.19451638741123176,0.2660573341874217,0.2660573341874217,0.4604366901492469,0.7118285846017484,0.7118285846017484,Gaia DR3 4688994437677214464,-0.0032,0.0675,0.892,0.082,-1.312,0.08017538,0.295,2.269,1.084,17.32065,0.002942,17.298206,0.007226,17.334349,0.009676,15385.9,1.195235263401438e-12,3.2387076432717637e-15,3.2387076432717637e-15,8864.83691,2184.18652,3852.64259,,,,,,,,,,,,,,,4.710370344309995e+31,3.484488951481205e+31,4.84940053777497e+31,0.0041904286328101805,0.0023119909437260716,0.0023119909437260716,1,star,
2E 0054.4-7237,Be,14.02307209505,-72.3665200861,CXO,,,,2.9999999999999997e-20,0.0,4.3427359506003405e-15,1e-20,0.0,5.228908654033401e-16,1e-20,0.0,5.143638103472604e-16,1e-20,0.0,4.2803470128156e-15,0.0,,,0.0,,,Gaia DR3 4689006875906895616,-0.01,0.0329,0.712,0.042,-1.26,0.040088076,0.133,1.826,0.968,15.97395,0.002967,15.884355,0.004735,16.122932,0.005565,22384.4,4.131743930467889e-12,1.1290849644669583e-14,1.1290849644669583e-14,18270.6055,5472.900400000002,5941.867199999997,15.846,0.091,14.186,,14.095,,,,,,,,,,1.1984746242641774e+27,7.179983444473439e+26,1.734886278908939e+32,7.2608565547291126e-09,1.9841800709483043e-11,0.0010510660930791419,0,HMXB,SIMBAD
Cl* NGC 330 KWBBE 222,B2IIIe,14.08276055767,-72.46714301601,XRT,,,,5.829983517585171e-13,4.9680084880493404e-14,4.9680084880493404e-14,1.4505583193844685e-13,1.903200258002934e-14,1.903200258002934e-14,1.0400485058533313e-13,1.3645922113049376e-14,1.3645922113049376e-14,3.339376692347372e-13,4.3814181736184185e-14,4.3814181736184185e-14,-0.16482321070164985,0.09529612105243299,0.09529612105243299,0.5250296745423864,0.11834990839765748,0.11834990839765748,Gaia DR3 4688993475604509184,-0.2366,0.0634,0.526,0.078,-1.289,0.06824145,0.557,33.63,1.519,15.874301,0.0032,15.55617,0.007609,15.68752,0.008557,9997.1,4.528902778080412e-12,1.3348075551266916e-14,1.3348075551266916e-14,16518.0879,3415.0819999999985,4267.0625,,,,,,,,,,,,,,,1.903656473960332e+34,8.036960321887652e+33,9.968186201638469e+33,0.1287283874982237,0.010976122317504122,0.010976122317504122,1,star,
Cl* NGC 330 ELS 004509,B2IVe,14.16150651198,-72.30366663757,XMM,,,,6.296397601049621e-15,5.348869612404227e-15,5.348869612404227e-15,5.754030762296493e-16,5.828436948614485e-16,5.828436948614485e-16,4.228559168749437e-16,5.29215425653946e-16,5.29215425653946e-16,5.2981386079450276e-15,5.290617203229838e-15,5.290617203229838e-15,-0.15281320820389788,0.7977862554711843,0.7977862554711843,0.8521739830232575,1.2210750645448185,1.2210750645448185,Gaia DR3 4689013713496404864,0.0115,0.0354,0.588,0.043,-1.396,0.039661665,0.0,0.0,0.93,16.366814,0.00293,16.326317,0.004281,16.43372,0.005497,19984.5,2.8773175706610907e-12,7.764814735928488e-15,7.764814735928488e-15,12168.0361,2731.63669,3063.9825,16.758,0.144,16.249,,15.609,,,,,,,,,,1.1156676264933946e+32,1.0720050138917745e+32,1.1018010118724678e+32,0.002188287335833759,0.0018589872231641155,0.0018589872231641155,1,star,
gam Cas,B0IVpe,14.17745099821,60.71672280471,XMM,,,,1.4899492609725313e-10,8.861544437208223e-14,8.861544437208223e-14,1.862480663424909e-11,1.8463675528705432e-14,1.8463675528705432e-14,2.273066234239957e-11,1.5380630984635028e-14,1.5380630984635028e-14,1.0763945712060448e-10,8.529493453744349e-14,8.529493453744349e-14,0.09928204926097801,0.0005839317772795652,0.0005839317772795652,0.6512903043116411,0.0007933703101455517,0.0007933703101455517,Gaia DR3 426558460884582016,,,,,,,2.042,2968.0,,2.064583,0.006459,2.725843,0.056703,2.315109,0.036769,,1.5131437828983493e-06,9.001630092935575e-09,9.001630092935575e-09,168.4,3.3,3.5,2.039,0.238,1.993,0.182,1.756,0.23,-0.912,,-0.337,,0.362,0.12,-0.287,0.01,5.056585569255769e+32,1.9820253739820015e+31,2.102121257420079e+31,9.846713034227387e-05,5.886971224516279e-07,5.886971224516279e-07,0,Gamma Cas analog,2016AdSpR..58..782S
Cl* NGC 330 ELS 078928,B2IVe,14.29036126271,-72.44935286279,XRT,,,,7.551792106894135e-21,4.904737107969273e-21,1.3257505235688237e-15,1.878961550041333e-21,1.878961550041333e-21,5.078833388818177e-16,1.3472130879271359e-21,1.3472130879271359e-21,3.64151720543013e-16,4.3256174689256655e-21,4.3256174689256655e-21,1.1692144753016146e-15,-0.16482321070165024,160630.9193413402,112874.15016608255,0.5250296745423861,130255.56764286789,206107.77346282528,Gaia DR3 4688996494960067584,0.0267,0.0617,0.765,0.08,-1.494,0.07047746,0.026,0.01731,1.044,17.328236,0.003062,17.286007,0.008704,17.276514,0.014299,11288.6,1.1869133038696328e-12,3.3473402844279646e-15,3.3473402844279646e-15,8585.90918,2313.127930000001,4483.946319999999,,,,,,,15.543,0.032,15.572,0.045,,,,,6.662301978469208e+25,5.622251281923211e+25,1.169596595253481e+31,6.362547358996999e-09,4.132385517604299e-09,0.0011169733452700776,1,star,
RX J0057.4-7325,Be,14.36273441519,-73.42207788488,CXO,0.698495,0.1459749999999999,0.149725,8.336440426703598e-13,5.189639824571077e-14,5.189639824571077e-14,4.8511352327064e-14,7.311681554798998e-15,7.311681554798998e-15,7.593213987439599e-14,7.727243852812011e-15,7.727243852811997e-15,7.092005504688999e-13,5.0794341871490007e-14,5.0794341871490007e-14,0.22034730030671934,0.08753677390537751,0.08753677390537742,0.8065750138586256,0.0840729951357954,0.0840729951357954,Gaia DR3 4685702877789513856,0.0293,0.0285,0.793,0.033,-1.286,0.031831376,0.072,0.7259,0.953,15.625085,0.003309,15.581367,0.006099,15.631404,0.007717,31165.1,5.697435244229892e-12,1.736408267545667e-14,1.736408267545667e-14,11827.8643,2366.046919999999,3702.906200000001,15.67,0.063,15.575,0.145,15.605,0.24,15.166618,-0.009900555,15.201435,-0.029101403,,,,,1.395709469238655e+34,5.651149977803919e+33,8.782079762787672e+33,0.14631917818015347,0.009119639177250848,0.009119639177250848,0,HMXB,SIMBAD
CXOU J005736.2-721934,Be,14.40007795324,-72.3261323313,CXO,1.43707,0.07027,0.0727299999999999,3.3791992748898096e-13,1.0509178153021472e-14,1.0509178153021439e-14,1.5319026100502e-14,9.426711263020005e-16,9.426711263030008e-16,4.4992419549709e-14,1.792394435679001e-15,1.792394435677998e-15,2.7760848183877e-13,1.0312202421719973e-14,1.0312202421720021e-14,0.4920026891960795,0.037422589282882134,0.03742258928286352,0.7210645143515659,0.04000012076324002,0.04000012076324074,Gaia DR3 4689001343986819072,-0.0089,0.0304,0.698,0.037,-1.244,0.0343635,0.0,0.0,0.961,15.94867,0.003196,15.96465,0.005605,15.851771,0.008885,31741.2,4.22907510351939e-12,1.2448810283395653e-14,1.2448810283395653e-14,14029.2861,2733.862299999999,3077.268600000001,15.736,0.072,15.555,0.125,15.331,0.198,15.216,0.037,15.02,0.058,12.852,,9.124,,7.959515899674361e+33,3.1119743756592107e+33,3.500540056979505e+33,0.07990397881744113,0.0024960891684476716,0.0024960891684476633,0,HMXB,SIMBAD
RX J0058.2-7231,Be,14.55245646984,-72.51354969409,XMM,1.2369999885559082,0.0727199986577034,0.0779500007629394,1.1458139617959275e-12,4.161631867241881e-13,4.176238529621677e-13,6.608722322145909e-15,1.2817705768778209e-15,1.2737315917083702e-15,2.9906672228632074e-14,7.587692368438167e-15,7.512211892195976e-15,1.1092985672451496e-12,4.160920354598747e-13,4.1755433998856404e-13,0.6380308960947483,0.24923853059234985,0.24826338496290176,0.9474955500688419,0.5040798053623332,0.5041767198326648,Gaia DR3 4685993080193876608,-0.0384,0.0224,0.729,0.03,-1.205,0.023429943,0.092,2.343,1.006,14.777754,0.003024,14.830386,0.004238,14.638803,0.006118,32809.9,1.243402676237739e-11,3.463133748754886e-14,3.463133748754886e-14,22423.3711,4575.234400000001,5223.908199999998,14.549,0.035,14.438,0.067,14.178,0.061,13.731,0.027,13.481,0.03,12.463,0.465,8.773,,6.894735754142833e+34,3.766593444375258e+34,4.0786243257587657e+34,0.09215147945980837,0.03347068739518265,0.033588157259981086,0,HMXB,SIMBAD
[HP2004] 39,Be,15.1251850582,-72.34263261358,XMM,1.0529999732971191,0.2675800025463104,0.2969399988651275,3.1145270277135165e-14,3.259715772903235e-14,3.284720789300386e-14,1.0637309476531834e-15,5.672647031763505e-16,5.610390923477642e-16,4.005497579005658e-15,3.1653994852630388e-15,3.1185890252385537e-15,2.6076041750476323e-14,3.243814342508893e-14,3.269401633318755e-14,0.5803184085866041,0.7305817154906732,0.7256190482121367,0.7336906509249018,1.3472983629469575,1.3506354223298263,Gaia DR3 4690499218096543744,-0.0434,0.0171,0.709,0.02,-1.228,0.0181529,0.048,0.8711,0.933,14.548094,0.00281,14.550979,0.00303,14.483618,0.004156,19983.0,1.5362991765952484e-11,3.976104570625744e-14,3.976104570625744e-14,28075.8379,6688.199199999999,7923.0527,14.497,0.035,14.321,0.051,14.131,0.065,13.796,0.027,13.564,0.03,12.676,0.416,9.193,,2.9380505525568964e+33,3.3786298954935295e+33,3.514414291575217e+33,0.0020272919983046153,0.002121804000778023,0.0021380800887359835,0,HMXB,SIMBAD
RX J0101.0-7206,B3.5Ve,15.26204601397,-72.11638436378,CXO,0.91853,0.1640899999999999,0.19687,5.37226625779204e-14,4.0085117687377174e-15,3.715973724088931e-15,5.9503750685289996e-15,8.902554902223006e-16,8.902554902223992e-16,5.7055178262174e-15,6.652807282139001e-16,6.141052875819994e-16,4.2066769683173996e-14,3.8513651235510015e-15,3.555106267892995e-15,-0.021007163030981747,0.09536864441131587,0.0928088044132085,0.7611369216893467,0.09984371481705284,0.09802866388584215,Gaia DR3 4690507052120063488,0.0928,0.0316,0.857,0.041,-1.19,0.033182036,0.138,2.535,1.111,15.65849,0.002877,15.653906,0.003951,15.576471,0.004907,32344.4,5.524810644977112e-12,1.4639725704956177e-14,1.4639725704956177e-14,7298.85693,1314.4013599999998,1623.17432,15.541,0.064,15.467,0.1,15.453,0.175,14.762,0.017,14.585,0.019,,,,,3.425065947348422e+32,1.2597874494142203e+32,1.5416951026008508e+32,0.009723892098774901,0.0007260047399603583,0.000673090844554465,0,HMXB,SIMBAD
RX J0101.3-7211,Be,15.33610977683,-72.18860693193,XMM,,,,3.493682171512791e-13,6.521555901056493e-15,6.521555901056493e-15,9.830972593651267e-15,3.889029176736465e-16,3.889029176736465e-16,2.0463968158449696e-14,4.359473774412327e-16,4.359473774412327e-16,3.190732763991781e-13,6.495336463596925e-15,6.495336463596925e-15,0.35098255024846114,0.020437209964291634,0.020437209964291634,0.8794596558317981,0.025532868235886626,0.025532868235886626,Gaia DR3 4690505613293360640,-0.0272,0.034,0.79,0.045,-1.24,0.036085606,0.217,6.593,1.054,15.589946,0.004522,15.498016,0.008509,15.68626,0.021769,27453.8,5.88484458360189e-12,2.4509882870651777e-14,2.4509882870651777e-14,16972.9512,4547.835999999999,6597.347600000001,15.393,0.055,15.301,0.111,15.088,0.13,15.121,0.036,15.158,0.062,12.554,,8.748,,1.2044806466664552e+34,6.458632404147829e+33,9.366276847394145e+33,0.05936745009796742,0.0011354444469860812,0.0011354444469860812,0,HMXB,SIMBAD
RX J0101.8-7223,Be,15.46791058315,-72.39279589225,CXO,1.07582,0.12915,0.1341799999999999,1.3696552018985549e-12,7.692680915561349e-14,7.253549979989371e-14,5.3904285859594997e-14,7.618698944790002e-15,7.170540183331994e-15,1.5909640648236e-13,1.3031823297130003e-14,1.303182329714e-14,1.1566545095565999e-12,7.543116713140009e-14,7.099403965299989e-14,0.49385811598155627,0.07788391757841699,0.0790419088415779,0.7581663755001344,0.07151672985227962,0.07039228787258482,Gaia DR3 4687492917085083648,-0.0585,0.0197,0.793,0.025,-1.258,0.022082375,0.056,0.8653,0.99,14.862729,0.002808,14.86627,0.003182,14.798992,0.004046,36576.4,1.1497986589746555e-11,2.973682391958255e-14,2.973682391958255e-14,29345.4688,5581.8086,8711.320300000003,14.919,0.044,14.714,0.047,14.571,0.088,14.104,0.028,13.851,0.031,12.652,,9.385,,1.4115460870477783e+35,5.42801886538011e+34,8.413736874499397e+34,0.11912130799665036,0.00669754849694282,0.006316057339286853,0,HMXB,SIMBAD
RX J0103.6-7201,O5Ve,15.9064071959,-72.02589539658,CXO,0.643022,0.153312,0.171988,1.7959769435648237e-13,1.0578887937336008e-14,1.0567199118846862e-14,8.8606543749724e-15,1.3395115690395998e-15,1.2438321712505993e-15,1.431858919144e-14,1.5088862988849986e-15,1.5088862988840017e-15,1.5641845079007e-13,1.038469262347998e-14,1.0384692623480006e-14,0.2354664767566597,0.08667008392179686,0.08942738620808856,0.8322731939948048,0.079963134816436,0.07996313481643712,Gaia DR3 4690513034998265728,-0.016,0.02,0.793,0.027,-1.208,0.022715734,0.106,3.716,0.951,14.574079,0.002995,14.546083,0.004874,14.575459,0.005651,36403.8,1.4999673222911525e-11,4.1376552707503924e-14,4.1376552707503924e-14,20850.4922,4265.015599999999,5793.613300000001,14.625,0.031,14.542,0.058,14.261,0.072,14.103,0.025,14.013,0.033,12.39,,8.807,,9.344048572944313e+33,3.862112700697917e+33,5.221783695205922e+33,0.011973440466833143,0.000706047519927454,0.0007052691024501547,1,HMXB,SIMBAD
RX J0105.5-7221,Be,16.14768399786,-72.3634672867,CXO,,,,2.9999999999999997e-20,0.0,3.381856312330853e-14,1e-20,0.0,1.3267420399861e-15,1e-20,0.0,1.5763137381799e-15,1e-20,0.0,3.3755743248866004e-14,0.0,,,0.0,,,Gaia DR3 4687487900561970048,0.0193,0.0252,0.778,0.035,-1.272,0.029359212,0.147,4.606,1.065,15.121189,0.003083,15.120734,0.005298,15.068729,0.005902,34438.1,9.062286702559281e-12,2.5732797507857136e-14,2.5732797507857136e-14,12881.1953,2704.75,4134.978500000001,14.991,0.029,14.82,0.058,14.526,0.095,14.347,0.028,14.114,0.035,12.856,0.447,8.834,,5.957105506715092e+26,2.5017058967016276e+26,6.715358287036195e+32,3.3104227425874413e-09,9.400104068253566e-12,0.0037317913495009845,0,HMXB,SIMBAD
RX J0105.3-7210,Be,16.29030355424,-72.19636694911,CXO,1.66327,0.1963699999999999,0.21083,4.71791129364213e-14,3.603963081000547e-15,3.5939382142062676e-15,5.3215139354146e-15,7.482289520777004e-16,6.983470219391997e-16,8.9771127619937e-15,7.435928854411004e-16,7.435928854411004e-16,3.2880486239013e-14,3.446124336875998e-15,3.446124336875001e-15,0.25566083400454787,0.07363770263022051,0.0761479869245547,0.5710641328577974,0.09699047082593285,0.09699047082591923,Gaia DR3 4687503225007730432,-1.8033,0.4115,3.639,0.579,1.718,0.48204082,3.046,17.29,1.63,19.238228,0.009569,19.014702,0.016791,17.72337,0.009347,,2.0437237778237598e-13,1.8012103441233364e-15,1.8012103441233364e-15,9144.44629,3819.54883,4703.50491,16.788,0.176,16.313,0.246,15.331,0.163,14.35,0.028,13.736,0.031,10.607,0.067,8.138,0.176,4.721351183568346e+32,3.960582950153514e+32,4.870212948355726e+32,0.23084877442028656,0.017751276851530592,0.017702549030158953,0,star,
RX J0105.9-7203,Be,16.480233292,-72.06404934778,CXO,0.668914,0.0942039999999999,0.1073959999999999,3.3063548078507e-14,2.4684325415397643e-15,2.462028679643782e-15,2.1969583572445e-15,3.1041580820850003e-16,2.9101482019539995e-16,3.1418278888825e-15,4.054406184948001e-16,3.801005798388999e-16,2.772476183238e-14,2.4150401949080013e-15,2.4150401949080013e-15,0.17698208695346276,0.09481766245065712,0.09346703072006482,0.7964253312559342,0.10125446577744418,0.10142293618059386,Gaia DR3 4687508001011164544,0.0048,0.0276,0.772,0.033,-1.178,0.032052957,0.096,1.368,1.009,15.551543,0.003138,15.553448,0.005405,15.491486,0.005058,33128.7,6.096719268053715e-12,1.762076734598208e-14,1.762076734598208e-14,13389.9707,2932.8984,3664.207,15.46,0.051,15.311,0.087,14.82,0.113,14.6,0.029,14.392,0.038,12.718,,9.412,,7.09431416874589e+32,3.1526420944030935e+32,3.918533986620032e+32,0.005423170499543443,0.0004051821079046461,0.00040413251781755785,0,HMXB,SIMBAD
XTE J0111-7317,B1IVe,17.7857531425,-73.27953553035,XMM,,,,2.3781680425820173e-14,4.545101328608157e-15,4.545101328608157e-15,2.68126057957868e-15,4.2099529600922757e-16,4.2099529600922757e-16,2.550643945154412e-15,3.663611071059045e-16,3.663611071059045e-16,1.8549775901087082e-14,4.510708213490856e-15,4.510708213490856e-15,-0.024965408639778537,0.1067025715568681,0.1067025715568681,0.7582376119773044,0.2691604439114293,0.2691604439114293,Gaia DR3 4687174367933821952,-0.0879,0.0253,1.01,0.034,-1.236,0.028474914,0.0,0.0,0.959,15.436142,0.003012,15.429562,0.004443,15.413126,0.005667,28045.5,6.780420024278378e-12,1.8809932858116342e-14,1.8809932858116342e-14,25603.6875,5674.3809,13455.964800000002,15.096,0.05,15.185,0.085,14.902,0.125,14.534,0.027,14.246,0.036,12.362,,8.908,0.323,1.8657320931685182e+33,9.00578737969476e+32,1.9932171185426728e+33,0.0035074051962365256,0.0006703980148267911,0.0006703980148267911,0,HMXB,SIMBAD
CAS GAM-1,Be,19.63319348306,63.74252240558,XMM,,,,4.3091737961844564e-14,1.5020474050625363e-15,1.5020474050625363e-15,1.8842983348932827e-15,2.6856137183171566e-16,2.6856137183171566e-16,1.9662694186105243e-14,6.197976773726559e-16,6.197976773726559e-16,2.154474544084604e-14,1.3415930961876733e-15,1.3415930961876733e-15,0.825098715465098,0.04064272624360678,0.04064272624360678,0.04567260843621698,0.035900896033622294,0.035900896033622294,Gaia DR3 524677469790488960,0.1363,0.0163,-1.684,0.013,0.504,0.016997673,0.0,0.0,1.017,14.304468,0.012906,15.436176,0.030302,13.246359,0.040486,6173.5,1.922764954399128e-11,2.2855647985878164e-13,2.2855647985878164e-13,5787.48145,453.7207100000005,817.48974,11.622,0.025,11.023,0.023,10.629,0.016,10.73,0.024,10.575,0.021,10.58,0.087,8.52,,1.727328512300247e+32,2.774463613378516e+31,4.916755500599937e+31,0.002241133939083621,8.253661215111502e-05,8.253661215111502e-05,0,HMXB,SIMBAD
ACHERNAR,B6Vpe,24.428541666666664,-57.23675277777778,XMM,,,,5.230074176359712e-13,1.1849372282251033e-14,1.1849372282251033e-14,4.35582858838528e-13,9.939554167677308e-15,9.939554167677308e-15,6.722422242969768e-14,3.1145098537812855e-15,3.1145098537812855e-15,2.020033636774548e-14,5.6491339868945406e-15,5.6491339868945406e-15,-0.7326043131288499,0.025680242620813983,0.025680242620813983,-0.5378795925170569,0.08378376982064872,0.08378376982064872,,,,,,,,,,,,,,,,,,,,,,,,0.815,0.254,0.865,0.32,0.88,0.33,,,,,,,,,,,,,,,2,star,
V831 Cas,B1IVe,26.75087548765,61.35657291151,XMM,-0.720300018787384,0.1641899943351745,1.0,7.285180255555388e-12,1.1098596826903825e-11,1.3510335149378301e-11,4.457507872493472e-13,1.9681456232423652e-13,1.7007147331587753e-13,1.5784933687881892e-12,1.585730151661124e-12,1.4408338162273294e-12,5.260936099517851e-12,1.0982967515217808e-11,1.3432208658910371e-11,0.5595879223167372,0.884073421709385,0.8433382722489378,0.5384137299454765,1.937538569490949,2.1619255785276916,Gaia DR3 511220031584305536,0.328,0.0217,-1.029,0.016,-0.082,0.016919507,0.184,64.95,1.352,11.215371,0.003115,11.629826,0.005745,10.599628,0.005183,,3.307996167962362e-10,9.490710559383328e-13,9.490710559383328e-13,2751.88892,138.0686099999998,162.875,9.899,0.027,9.7,0.036,9.486,0.02,9.314,0.023,9.154,0.019,8.628,0.023,7.802,0.159,6.602430048032988e+33,1.0080257408026826e+34,1.2269095864033696e+34,0.022022940431768594,0.03355087474255218,0.04084149627515618,0,HMXB,2006A&A...455.1165L
