#,Be star,_RAJ2000,_DEJ2000,V,Type,vsini,conf_flag,_q_x,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC,_q_y,_r_CSC,r0,_2CXO,S_N,HRhm,HRhs,HRms,Fluxh,B_Fluxh,b_Fluxh,Fluxm,B_Fluxm,b_Fluxm,Fluxs,B_Fluxs,b_Fluxs,Fluxu,B_Fluxu,b_Fluxu,GamPL,B_GamPL,b_GamPL,NHPL,_r_XMM,ePos,_4XMM,srcML,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,Err90,_2SXPS,Det,CR0,E_CR0,e_CR0,HR1_XRT,HR2_XRT,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,E_FPO0,e_FPO0,FPU0,Gam1,E_Gam1,e_Gam1,Flag,X_pos,_RAJ2000_X,_DEJ2000_X,Flux_s,E_Flux_s,e_Flux_s,Flux_m,E_Flux_m,e_Flux_m,Flux_h,E_Flux_h,e_Flux_h,X_flux,Gamma,E_Gamma,e_Gamma,index_X,_q,conf_flag_X2O
761,[HP99] 946,80.124405,-69.532146,14.4,O8e,,2,761.0,4.658173851121043e+18,0.03,80.12442820021,-69.53214434589,Gaia DR3 4658173851121043200,0.0323,0.0184,1.7599,1.851,1.814,0.022,0.367,0.026196206,0.0,0.0,0.828,14.386063,0.002887,14.367228,0.003872,14.341517,0.005443,35913.8,4.993e-05,O,13447.0811,11255.5938,15765.5508,13019.1943,11023.3662,16121.1162,0.0257110000000011,-1.2759121206749349,0.0,80.12442820021,-69.53214434589,761.0,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.574655,J052029.9-693155,396782.0,2.59855e-15,3.14143e-16,5.63622e-15,4.55603e-16,9.07938e-15,5.50405e-16,1.12538e-14,1.06704e-15,1.12963e-13,7.98646e-15,1.68873e-13,8.1472e-15,2.9224e-14,1.19857e-15,0.418238,0.00556059,0.340462,0.00396089,0.060682,0.00358107,-0.217,0.0040179,0.97,1.2,32670.0,0.0,0.249,0.00215,-0.00215,0.38,0.337,0.0312,-0.000828,0.0711,0.00113,-0.00113,0.146,0.00162,-0.00162,0.0,1.884e-11,1.6324e-13,-1.6324e-13,1.94e-11,,,,XMM+XRT,XMM,80.12477306,-69.53195111,7.323954513607676e-15,5.920307667662365e-16,5.920307667662365e-16,6.871052964700456e-15,4.165330569968384e-16,4.165330569968384e-16,7.961484730542143e-14,5.164283415514817e-15,5.164283415514817e-15,XMM,,,,94,94.0,1.0
768,Cl* NGC 1893 CUF 3104,80.691452,33.416338,13.91,B1.5Ve,,2,768.0,1.8117402562736077e+17,0.032,80.6914485872,33.41632943368,Gaia DR3 181174025627360768,-0.3563,0.1869,-1.9058,1.939,-0.654,0.173,-1.826,0.11875212,0.58,6.146,1.285,17.295208,0.0059,17.490982,0.183887,15.996249,0.068092,,0.99998057,,6424.86621,4267.18115,8657.84668,4107.09766,3113.49316,5162.88184,1.4947329999999983,3.451661557776104,0.0,80.6914485872,33.41632943368,768.0,0.106,0.718,J052245.9+332458,19.835,0.01249,-0.13492,-0.14616,8.4280659798215e-15,9.4938514619994e-15,7.2861529632022e-15,3.1918657933117e-15,3.5330278744617e-15,2.8293810820899e-15,2.3714016512052e-15,2.6769027637765e-15,2.044079030593e-15,1.738927037457e-15,3.4778540749139e-15,0.0,2.23009,2.4833,1.9979,33.5526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,80.691446313,33.416299979,2.3714016512052e-15,3.0550111257130014e-16,3.273226206122001e-16,3.1918657933117e-15,3.4116208115000007e-16,3.6248471122179986e-16,8.4280659798215e-15,1.0657854821779001e-15,1.1419130166192986e-15,CXO,2.23009,0.2532099999999997,0.23219000000000012,33,33.0,1.0
771,eta Ori,81.11925,-2.3971472222222223,3.38,B0.5Ve,170.0,0,771.0,3.214077516844989e+18,0.05,81.11923705134,-2.39715249752,Gaia DR3 3214077516844988800,1.5783,0.7675,2.0565,1.338,-0.483,0.499,-1.248,0.3218385,2.025,6196.0,12.236,3.61537,0.008352,3.489048,0.020607,3.710933,0.029236,18608.2,0.99999946,B,907.588928,624.150574,1328.17944,913.433289,593.253052,1330.61951,-0.2218849999999999,-6.300397945662144,1.0,81.11923705134,-2.39715249752,771.0,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.320979,J052428.6-022349,6518.14,1.71263e-13,7.02167e-15,2.10527e-13,6.85771e-15,1.56165e-14,1.97292e-15,1.00906e-16,6.64977e-16,1e-20,3.40672e-15,3.98641e-13,1.06608e-14,2.94568e-13,9.72598e-15,0.216717,0.0246851,-0.870079,0.0162822,-0.991072,0.0346006,-1.0,1.1138,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,81.11924889,-2.39714111,2.7356813110316544e-13,8.911212853208798e-15,8.911212853208798e-15,1.1818185671625668e-14,1.4930576553814053e-15,1.4930576553814053e-15,6.468055794927827e-17,2.224692791682282e-15,2.224692791682282e-15,XMM,,,,95,95.0,1.0
772,25 Ori,81.18679166666666,1.8464444444444448,4.873,B1Vpe,263.0,0,772.0,3.222282691086558e+18,0.024,81.18678542582,1.84644689973,Gaia DR3 3222282691086558464,2.9321,0.1219,24.05,1.133,1.047,0.126,0.433,0.08351961,0.823,1467.0,1.025,4.64114,0.003824,4.602082,0.006485,4.647058,0.010803,40070.1,0.99999785,B,341.688354,329.783173,355.489716,339.141052,327.401764,352.51236,-0.0449760000000001,-3.0660688834622167,0.0,81.18678542582,1.84644689973,772.0,0.948,1.728,J052444.8+015046,2.526,0.64335,-0.28607,-0.77701,1.5969529216708e-14,2.6131956900067e-14,5.8071015333482e-15,5.3031642869187e-16,1.0885442483675e-15,1e-20,2.7546774484586e-15,4.3181430273134e-15,1.1912118696037e-15,0.0,3.8473112821185e-15,0.0,,,,,0.42,0.821655,J052444.8+015047,131.797,4.62933e-15,7.03903e-16,3.97981e-15,5.82897e-16,5.58503e-16,3.63251e-16,5.25817e-17,3.45779e-16,2.18482e-15,4.26225e-15,1.20521e-14,4.45899e-15,6.20886e-15,1.06343e-15,0.034176,0.101168,-0.73467,0.143966,-0.919258,0.340836,0.937899,0.275364,,,,,,,,,,,,,,,,,,,,,,,,,,CXO+XMM,CXO,81.186701721,1.846197351,2.7546774484586e-15,1.5634655788547997e-15,1.5634655788549001e-15,5.3031642869187e-16,5.582278196756301e-16,5.3030642869187e-16,1.5969529216708e-14,1.0162427683358998e-14,1.0162427683359802e-14,CXO,,,,34,34.0,0.0
842,RX J0531.2-6609,82.80541666666666,-66.1181,14.4,B0.7Ve,,0,842.0,4.66035655781681e+18,1.927,82.80472161248,-66.11855540473,Gaia DR3 4660356557816810240,-0.0167,0.021,-0.7956,1.692,1.61,0.026,0.52,0.031209346,0.118,3.607,0.936,14.880051,0.002928,14.785302,0.003755,14.953678,0.005805,28271.1,0.9999989,O,18970.3613,14874.1523,23680.6328,14409.8428,11682.8594,22328.7305,-0.1683760000000003,-1.6050760116130771,0.0,82.80472161248,-66.11855540473,842.0,,,,,,,,,,,,,,,,,,,,,,,,0.812,0.405999,J053113.2-660707,40812.5,3.16767e-14,1.51898e-15,7.817e-14,2.19873e-15,1.8432e-13,3.29833e-15,1.01131e-12,1.30852e-14,5.94328e-12,8.27102e-14,7.23709e-12,8.40589e-14,8.69895e-13,8.37675e-15,0.440264,0.0224362,0.403422,0.0138804,0.326711,0.00986684,0.173643,0.00919947,1.41,3.5,91389.0,0.0,0.0513,0.00199,-0.00199,0.208,0.353,0.00825,-0.000782,0.0136,0.00103,-0.00103,0.0285,0.00148,-0.00148,0.0,3.635e-12,1.414e-13,-1.414e-13,3.64e-12,,,,XMM+XRT,XMM,82.80524889,-66.11862806,1.0157756871249027e-13,2.857127384613199e-15,2.857127384613199e-15,1.3948887285845376e-13,2.4960955621485665e-15,2.4960955621485665e-15,4.457437487697403e-12,5.3671145640615497e-14,5.3671145640615497e-14,XMM,,,,96,96.0,1.0
848,HD 36408,83.05891666666666,17.058125,6.06,B7IIIe,300.0,0,848.0,3.397264537809128e+18,0.148,83.05890331749,17.05808603471,Gaia DR3 3397264537809127936,2.8515,0.0554,51.5117,11.297,-4.078,0.083,-10.536,0.041821267,0.327,236.4,1.18,6.062156,0.002767,6.055221,0.00285,6.022196,0.003853,,0.99958575,B,345.034485,338.8013,351.813446,345.973602,341.302155,351.940277,0.0330250000000003,-1.6340915173482786,0.0,83.05890331749,17.05808603471,848.0,,,,,,,,,,,,,,,,,,,,,,,,2.44,1.995068,J053214.2+170327,437.386,3.28104e-15,8.78057e-16,1.62893e-14,1.48209e-15,1.00426e-14,1.24924e-15,7.63765e-15,1.95919e-15,1.1474e-14,6.07729e-15,4.88262e-14,6.74465e-15,4.11661e-14,2.97923e-15,0.710797,0.0666523,-0.233202,0.0724718,-0.534782,0.0985641,-0.46755,0.211997,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,83.05939,17.05759306,2.116703965752038e-14,1.925893550122742e-15,1.925893550122742e-15,7.599994328170073e-15,9.45394311684542e-16,9.45394311684542e-16,1.2249318099521622e-14,4.092550940988308e-15,4.092550940988308e-15,XMM,,,,97,97.0,0.0
849,RX J0532.4-6535,83.10541666666666,-65.58579999999999,,Be,,0,849.0,4.66076918387164e+18,1.076,83.10598458425,-65.58561519357,Gaia DR3 4660769183871639296,0.9814,0.4161,2.3585,1.335,0.852,0.574,-1.027,0.6175938,1.529,1.464,1.148,20.106815,0.025311,20.125443,0.073438,19.03479,0.041619,,0.00724887,,1172.04639,802.690674,1756.76355,6514.67139,5510.7251,7476.18408,1.0906529999999997,9.780718992262427,0.0,83.10598458425,-65.58561519357,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,4.1,188271.0,0.0,0.0105,0.00317,-0.00317,0.095,-0.488,0.004,-0.00198,0.00499,0.00213,-0.00213,0.0015,0.00129,-0.00129,0.192,3.011e-13,9.1018e-14,-9.1018e-14,7.05e-13,2.849,-1.0,-0.68466,XRT,XRT,83.10682,-65.58615,1.0783715831872543e-13,2.3274758778189266e-13,2.310769217681354e-13,3.440906530424616e-14,6.8223520278169e-14,8.070543709657718e-14,4.149731617974447e-14,8.8153068527409e-14,9.57440491088772e-14,XRT,2.8489999771118164,1.0,0.684660017490387,158,158.0,1.0
855,RX J0535.0-6700,83.77458333333331,-67.0044,14.873,B0Ve,,0,855.0,4.660245713290393e+18,0.463,83.77490824977,-67.00437897524,Gaia DR3 4660245713290392448,-0.0051,0.0206,-0.2499,1.705,1.609,0.032,0.565,0.026448889,0.078,1.661,0.954,14.782597,0.002962,14.740006,0.004405,14.810704,0.005538,26143.5,0.99999785,O,17862.2148,14015.832,23775.5391,16686.9375,13370.6865,22178.0645,-0.0706980000000001,-1.519670538099389,0.0,83.77490824977,-67.00437897524,855.0,,,,,,,,,,,,,,,,,,,,,,,,2.375,1.921829,J053505.5-670015,1266.06,1.04824e-15,9.21611e-16,1.75265e-15,1.11276e-15,2.54901e-14,2.92062e-15,2.49355e-13,1.37849e-14,1.24992e-12,9.55361e-14,1.52788e-12,9.65809e-14,1.71901e-13,8.72711e-15,0.381938,0.457596,0.877734,0.0697816,0.566772,0.0431064,0.007367,0.0471283,1.41,4.2,156371.0,0.0,0.00447,0.00137,-0.00137,-0.228,0.718,0.000673,-0.000673,0.000414,0.000467,-0.000414,0.00324,0.00104,-0.00104,0.0516,2.109e-13,6.4925e-14,-6.4925e-14,2.67e-13,,,,XMM+XRT,XMM,83.77322889,-67.00430889,2.2774712268638366e-15,1.4459697500385147e-15,1.4459697500385147e-15,1.9290284928652736e-14,2.2102538620217953e-15,2.2102538620217953e-15,9.609372499841864e-13,6.186652694080162e-14,6.186652694080162e-14,XMM,,,,98,98.0,1.0
856,V1230 Ori,83.83629166666665,-5.362330555555555,9.736,B8IVve,,0,856.0,3.0173656438790953e+18,0.206,83.8363487736,-5.36232448225,Gaia DR3 3017365643879095040,2.4554,0.031,79.1061,3.379,3.064,0.027,-1.425,0.023148786,0.22,70.05,1.975,9.460669,0.002836,9.694418,0.003521,8.97233,0.004121,,0.00092419,,403.382172,398.489655,408.80368,404.166901,399.226227,408.820282,0.7220880000000012,1.6658344995443546,0.0,83.8363487736,-5.36232448225,856.0,0.177,0.711,J053520.7-052144,220.895,-0.0075,0.02873,0.03498,5.5042316172649e-13,5.587022198472e-13,5.4162666247325e-13,2.1958500437641e-13,2.2242337845191e-13,2.1656923192119e-13,1.1639846351661e-13,1.1846390135262e-13,1.1420393581585e-13,,,,2.63861,2.6682,2.6096,58.3731,2.235,0.691143,J053520.8-052145,10446.0,3.57296e-15,6.73758e-16,9.95438e-14,3.07273e-15,4.91176e-13,7.78171e-15,7.43891e-13,1.87316e-14,1.29137e-12,8.53047e-14,2.66206e-12,8.7832e-14,9.86816e-13,1.35639e-14,0.926967,0.0133803,0.573668,0.0115877,-0.307582,0.013063,-0.322026,0.0297954,,,,,,,,,,,,,,,,,,,,,,,,,,CXO+XMM,CXO,83.836386478,-5.362292948,1.1639846351661e-13,2.0654378360099907e-15,2.1945277007599983e-15,2.1958500437641e-13,2.83837407549999e-15,3.0157724552199984e-15,5.5042316172649e-13,8.279058120709952e-15,8.796499253240005e-15,CXO,2.63861,0.029590000000000227,0.02900999999999998,35,35.0,0.0
857,43 Ori,83.84541666666665,-5.416061111111111,5.08,O9.5Vpe,183.0,0,857.0,3.0173609365870075e+18,0.044,83.84542669572,-5.41605398039,Gaia DR3 3017360936587007616,2.9728,0.2136,13.9202,2.63,1.089,0.169,2.394,0.13664407,1.433,4567.0,2.614,5.001814,0.003402,4.963159,0.002989,4.967601,0.004421,17766.3,1.95e-06,B,333.819092,315.059113,360.656494,332.793579,312.146271,356.570465,-0.004442,-2.6543968575390293,0.0,83.84542669572,-5.41605398039,857.0,0.209,0.71,J053522.8-052457,210.462,-0.36477,-0.81449,-0.6396,1.327735542495e-13,1.3681443573582e-13,1.2873267276318e-13,1.2270947676722e-13,1.2481180359147e-13,1.2047575451646e-13,4.4162008355795e-13,4.4621271674292e-13,4.3674041079891e-13,1.8839874335233e-13,2.0406806164208e-13,1.7168480384327e-13,3.96529,4.0274,3.906,24.6861,0.614,0.396822,J053522.9-052458,37578.9,7.60861e-14,1.82562e-15,5.82665e-13,4.9746e-15,2.73459e-13,4.10221e-15,8.11303e-14,4.94369e-15,5.16454e-15,6.2046e-15,1.02643e-12,1.2159e-14,1.09327e-12,9.24304e-15,0.775365,0.00511258,-0.399009,0.00709262,-0.803279,0.0104836,-0.915027,0.0399744,,,,,,,,,,,,,,,,,,,,,,,,,,CXO+XMM,CXO,83.845378633,-5.416021151,4.4162008355795e-13,4.592633184969967e-15,4.879672759040028e-15,1.2270947676722e-13,2.102326824249997e-15,2.233722250760005e-15,1.327735542495e-13,4.040881486320013e-15,4.0408814863199876e-15,CXO,3.96529,0.06211000000000011,0.05928999999999984,36,36.0,0.0
858,RX J0535.6-6651,83.92084433997,-66.86487936541,13.8,BIIIe,,2,858.0,4.660250867252216e+18,0.0,83.92084433997,-66.86487936541,Gaia DR3 4660250867252215424,0.2612,0.0982,2.6599,2.349,2.057,0.123,-1.135,0.13095252,1.171,297.8,4.295,15.026151,0.003889,14.836311,0.009681,15.103072,0.007202,27922.9,0.9999996,B,3180.71948,2462.99609,4652.05762,3534.76855,2552.27808,5417.09326,-0.2667609999999989,2.323684156601127,1.0,83.92084433997,-66.86487936541,858.0,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.433204,J053541.0-665153,207438.0,2.7598e-15,3.06004e-16,1.75345e-14,7.43926e-16,1.55672e-14,7.39573e-16,7.77173e-15,1.02072e-15,2.34062e-14,3.82699e-15,6.57197e-14,4.27077e-15,5.36049e-14,1.65496e-15,0.189779,0.00608542,-0.183048,0.00599735,-0.211666,0.00732998,-0.026178,0.00855738,2.68,4.1,156595.0,0.0,0.00571,0.00148,-0.00148,-0.36,0.638,0.00138,-0.000802,0.000611,0.00052,-0.00052,0.00328,0.000999,-0.000999,1.67e-06,2.689e-13,6.9879e-14,-6.9879e-14,3.40e-13,,,,XMM+XRT,XMM,83.92102806,-66.86491889,2.2785107823834732e-14,9.666904743764623e-16,9.666904743764623e-16,1.1780876636079217e-14,5.596907778132878e-16,5.596907778132878e-16,1.9983014666688544e-14,2.538596452064336e-15,2.538596452064336e-15,XMM,,,,99,99.0,1.0
892,V725 Tau,84.72737499999998,26.315786111111112,9.19,O9.7IIe,,0,892.0,3.441207615229815e+18,0.069,84.72739245821,26.3157752444,Gaia DR3 3441207615229815040,0.5245,0.0233,22.5602,2.939,-0.59,0.031,-2.88,0.01621094,0.123,25.19,1.285,8.601999,0.002923,8.987547,0.003169,8.010447,0.005722,41504.0,0.99999404,O,1793.03674,1721.05737,1869.33618,1765.41187,1706.14099,1831.27576,0.9771,-2.2803989425565696,0.0,84.72739245821,26.3157752444,892.0,0.198,0.71,J053854.5+261856,89.197,0.58339,0.77327,0.34603,2.9003733465433e-12,2.9394072196603e-12,2.8613394734263e-12,2.3148970604343e-13,2.3663421248127e-13,2.2602366795323e-13,6.5225263551633e-14,6.806354164416e-14,6.2386985459106e-14,6.9206381933871e-14,8.8979633914977e-14,4.8444467353709e-14,0.561029,0.59545,0.52692,32.637,0.342,0.25134,J053854.5+261857,1175300.0,4.69067e-14,1.18685e-15,3.5682e-13,3.19819e-15,2.32523e-12,8.53913e-15,8.43564e-12,2.74901e-14,1.61485e-11,7.62406e-14,2.72642e-11,8.17474e-14,7.7378e-12,1.91955e-14,0.755544,0.00559342,0.705999,0.00243762,0.120172,0.00241588,-0.345815,0.00251543,0.67,2.0,65552.0,0.0,1.33,0.00855,-0.00855,0.6,0.45,0.0758,-0.00276,0.303,0.00375,-0.00375,0.8,0.00598,-0.00598,0.0,9.635e-11,6.1864e-13,-6.1864e-13,1.18e-10,0.4891,0.021002,-0.020675,CXO+XMM+XRT,CXO,84.72741721,26.31572487,6.5225263551633e-14,2.8382780925269956e-15,2.8382780925270082e-15,2.3148970604343e-13,5.144506437840017e-15,5.466038090200017e-15,2.9003733465433e-12,3.9033873116999977e-14,3.9033873116999977e-14,CXO,0.561029,0.034421000000000035,0.034108999999999945,37,37.0,0.0
914,AX J0544.1-7100,86.02158333333333,-71.0140611111111,15.235,Be,,0,914.0,4.657045928301192e+18,0.209,86.02170850093,-71.01410266499,Gaia DR3 4657045928301192320,0.0382,0.0245,1.5578,2.126,1.979,0.03,0.776,0.031494472,0.0,0.0,0.932,15.307679,0.007674,15.332313,0.016615,15.240456,0.033127,25301.0,0.9999265,B,10636.3711,8598.00684,13006.1172,7028.52051,6503.26221,7997.27979,0.0918569999999991,0.198345593318244,0.0,86.02170850093,-71.01410266499,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,4.2,154946.0,0.0,0.00452,0.0012,-0.0012,0.906,-0.07,0.0,0.0,0.00254,0.000847,-0.000847,0.00217,0.000826,-0.000826,0.807,1.745e-13,4.6388e-14,-4.6388e-14,4.25e-12,3.604,1.1559,-0.53311,XRT,XRT,86.02168,-71.01444,5.823042717235645e-14,8.723495094238355e-14,9.909228116162824e-14,1.0599777910268756e-14,1.2280535647959369e-14,1.860273824656461e-14,7.232709269715153e-15,1.022191878178084e-14,1.2432356019615196e-14,XRT,3.6040000915527344,1.155900001525879,0.5331100225448608,159,159.0,1.0
926,V1167 Tau,88.37958333333331,25.74224166666667,8.48,B1Vnne,,0,926.0,3.428356218382681e+18,0.054,88.37958814636,25.74222729901,Gaia DR3 3428356218382680960,0.8878,0.033,26.8662,3.744,-0.813,0.04,-3.655,0.026357524,0.166,34.27,1.204,8.266228,0.003038,8.384643,0.004857,7.979243,0.00574,35512.3,0.00016571,B,1081.59998,1042.21265,1119.92969,1089.23914,1041.19019,1139.198,0.4054000000000002,-1.7856903528348376,0.0,88.37958814636,25.74222729901,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,4.6,188632.0,0.0,0.0123,0.00339,-0.00339,-0.294,0.597,0.00329,-0.00175,0.0016,0.00125,-0.00125,0.00748,0.00261,-0.00261,0.149,6.638e-13,1.8299e-13,-1.8299e-13,9.47e-13,,,,XRT,XRT,88.37839,25.74293,1.2472547454132088e-13,3.43831190245119e-14,3.43831190245119e-14,8.942800968774164e-14,2.4652653457735726e-14,2.4652653457735726e-14,2.871345033559165e-13,7.9154477794028e-14,7.9154477794028e-14,XRT,,,,160,160.0,0.0
942,HD 42054,91.76529166666664,-34.31202222222222,5.843,B4IVe,,0,942.0,2.8866037496328177e+18,0.026,91.76530034098,-34.31202307957,Gaia DR3 2886603749632817792,3.4337,0.055,62.4796,2.019,2.009,0.048,-0.203,0.052220892,0.463,320.6,1.167,5.763813,0.002928,5.708571,0.003475,5.801548,0.005652,,0.9999999,B,290.069092,286.009949,295.045868,290.951111,286.000305,296.172119,-0.0929770000000003,-1.6039362774333972,0.0,91.76530034098,-34.31202307957,942.0,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.200098,J060703.6-341843,59243.6,2.40115e-13,6.70937e-15,5.60311e-13,8.98255e-15,7.22985e-13,1.00088e-14,8.31682e-13,1.76073e-14,1.1673e-12,4.30551e-14,3.51692e-12,4.90625e-14,2.24926e-12,2.11381e-14,0.500913,0.0120728,0.142491,0.0103151,-0.385589,0.0107611,-0.482063,0.0163196,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,91.76529389,-34.31201889,7.280929909538716e-13,1.1672324291139564e-14,1.1672324291139564e-14,5.471373846764822e-13,7.574415313941472e-15,7.574415313941472e-15,1.2812167653351715e-12,2.981385520621295e-14,2.981385520621295e-14,XMM,,,,100,100.0,0.0
955,HD 43285,93.91741666666664,6.066166666666667,6.05,B5IVe,260.0,0,955.0,3.3187932519298555e+18,0.273,93.9173999741,6.066092782,Gaia DR3 3318793251929855616,4.6484,0.0615,75.5759,17.05,-0.658,0.092,-17.038,0.09374481,0.349,124.2,0.956,6.043621,0.002823,5.972198,0.002999,6.138193,0.00393,13624.1,0.99999976,B,213.248047,210.208908,215.992157,212.989273,209.7892,215.80632,-0.1659950000000005,-0.6722273121870854,0.0,93.9173999741,6.066092782,955.0,,,,,,,,,,,,,,,,,,,,,,,,0.265,0.484722,J061540.1+060358,2113.12,2.23726e-14,2.18394e-15,6.23459e-14,3.13295e-15,2.8959e-14,2.23146e-15,1.24287e-14,2.73688e-15,7.84182e-17,1.93814e-15,1.28426e-13,6.18165e-15,1.35773e-13,5.67359e-15,0.560609,0.037548,-0.3791,0.0387379,-0.717578,0.055444,-0.993866,0.0863671,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,93.91740611,6.06616611,8.101503058963859e-14,4.071094331556818e-15,4.071094331556818e-15,2.1915463699587472e-14,1.6887144109631364e-15,1.6887144109631364e-15,8.01624503065493e-15,2.149463738959523e-15,2.149463738959523e-15,XMM,,,,101,101.0,0.0
964,FR CMa,95.35299999999998,-11.77323888888889,5.585,B1Vpe,242.0,0,964.0,3.001108264938557e+18,0.088,95.35297526765,-11.77323529894,Gaia DR3 3001108264938556800,1.8635,0.0597,31.218,2.566,-2.273,0.054,1.193,0.04997844,0.33,154.7,0.823,5.531329,0.004818,5.546497,0.010616,5.424891,0.012789,34122.7,0.9999266,B,530.463562,512.426758,551.86731,533.574463,518.40033,550.691833,0.1216059999999998,-3.076780785995193,0.0,95.35297526765,-11.77323529894,964.0,,,,,,,,,,,,,,,,,,,,,,,,0.572,0.51567,J062124.6-114623,37877.5,5.04347e-14,2.63919e-15,2.08182e-13,4.64597e-15,4.03406e-13,6.49736e-15,6.08098e-13,1.30852e-14,1.00433e-12,3.41085e-14,2.27218e-12,3.75618e-14,1.1854e-12,1.32652e-14,0.682478,0.0152172,0.317618,0.0123265,-0.268557,0.0124588,-0.405718,0.0167606,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,95.35286694,-11.77311694,2.705209339862307e-13,6.0371796969575095e-15,6.0371796969575095e-15,3.052878051450597e-13,4.917043310306007e-15,4.917043310306007e-15,1.033460924858683e-12,2.3414844602204424e-14,2.3414844602204424e-14,XMM,,,,102,102.0,1.0
972,PZ Gem,96.81575,14.889227777777778,6.64,O9pe,,0,972.0,3.3567556432271396e+18,0.038,96.81574007333,14.88922350193,Gaia DR3 3356755643227139584,1.1281,0.0368,30.6501,0.884,-0.715,0.041,-0.519,0.032413594,0.268,81.88,1.297,6.552404,0.013259,6.675784,0.032446,6.314524,0.041584,36246.3,0.0006773,,864.045959,837.16803,892.932007,855.646912,832.862732,884.268982,0.3612600000000006,-3.0069002170776287,0.0,96.81574007333,14.88922350193,972.0,,,,,,,,,,,,,,,,,,,,,,,,0.387,0.328946,J062715.8+145321,21333.4,6.52232e-15,5.90194e-16,2.71695e-14,9.91741e-16,4.28366e-14,1.22899e-15,7.47969e-14,2.683e-15,1.07639e-13,6.79005e-15,2.49337e-13,7.60843e-15,1.43852e-13,2.69418e-15,0.710483,0.0229772,0.507459,0.0143214,-0.067042,0.0142195,-0.355512,0.0165075,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,96.81583889,14.88927306,3.5305254613457916e-14,1.2887122882498894e-15,1.2887122882498894e-15,3.2417692334464195e-14,9.300696064144483e-16,9.300696064144483e-16,1.1692948394683434e-13,4.67940513840369e-15,4.67940513840369e-15,XMM,,,,103,103.0,0.0
983,HD 45995,97.78983333333332,11.251377777777778,6.14,B2Vnne,255.0,0,983.0,3.328013928239036e+18,0.086,97.789854208,11.25136559555,Gaia DR3 3328013928239036032,1.4952,0.0658,22.7382,3.516,2.644,0.066,-2.318,0.053935897,0.363,140.9,1.271,6.058697,0.005297,6.021348,0.01102,6.064297,0.031137,19702.8,0.99999785,B,658.431335,630.407349,686.770752,655.082886,635.724487,679.299683,-0.0429490000000001,-3.071204454685752,0.0,97.789854208,11.25136559555,983.0,,,,,,,,,,,,,,,,,,,,,,,,0.591,1.919876,J063109.5+111504,3461.94,4.75593e-14,7.69041e-15,1.49081e-13,1.11726e-14,2.63213e-13,1.30884e-14,3.66278e-13,2.45151e-14,5.97679e-13,7.14689e-14,1.42356e-12,7.7901e-14,7.81308e-13,2.75685e-14,0.626169,0.0537439,0.380715,0.038423,-0.283653,0.0383176,-0.48639,0.0520791,4.21,5.4,194333.0,0.0,0.00937,0.0037,-0.0037,-0.286,-0.025,0.00478,-0.00259,0.00237,0.00184,-0.00184,0.0022,0.0019,-0.0019,0.586,5.017e-13,1.9814e-13,-1.9814e-13,7.12e-13,,,,XMM+XRT,XMM,97.78982,11.251205,1.937224705286781e-13,1.4518172498364706e-14,1.4518172498364706e-14,1.9919316781517034e-13,9.904981355905959e-15,9.904981355905959e-15,6.178334119377742e-13,4.842681510381794e-14,4.842681510381794e-14,XMM,,,,104,104.0,0.0
