#,Be star,_RAJ2000,_DEJ2000,V,Type,conf_flag,_q_x,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC,_q_y,_r_CSC,r0,_2CXO,S_N,HRhm,HRhs,HRms,Fluxh,B_Fluxh,b_Fluxh,Fluxm,B_Fluxm,b_Fluxm,Fluxs,B_Fluxs,b_Fluxs,Fluxu,B_Fluxu,b_Fluxu,GamPL,B_GamPL,b_GamPL,NHPL,_r_XMM,ePos,_4XMM,srcML,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,Err90,_2SXPS,Det,CR0,E_CR0,e_CR0,HR1_XRT,HR2_XRT,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,E_FPO0,e_FPO0,FPU0,Gam1,E_Gam1,e_Gam1,Flag,X_pos,_RAJ2000_X,_DEJ2000_X,Flux_s,E_Flux_s,e_Flux_s,Flux_m,E_Flux_m,e_Flux_m,Flux_h,E_Flux_h,e_Flux_h,X_flux,Gamma,E_Gamma,e_Gamma,index_X,_q,conf_flag_X2O,_q_MW,_q_2mass,_r_2mass,RAJ2000_2mass,DEJ2000_2mass,errMaj_2mass,errMin_2mass,errPA_2mass,_2MASS_2mass,Jmag_2mass,Jcmsig_2mass,e_Jmag_2mass,Jsnr_2mass,Hmag_2mass,Hcmsig_2mass,e_Hmag_2mass,Hsnr_2mass,Kmag_2mass,Kcmsig_2mass,e_Kmag_2mass,Ksnr_2mass,Qflg_2mass,Rflg_2mass,Bflg_2mass,Cflg_2mass,Ndet_2mass,prox_2mass,pxPA_2mass,pxCntr_2mass,Xflg_2mass,Aflg_2mass,Cntr_2mass,Hemis_2mass,Date_2mass,Scan_2mass,GLON_2mass,GLAT_2mass,Xscan_2mass,_tab1_36_2mass,Jpsfchi_2mass,Hpsfchi_2mass,Kpsfchi_2mass,Jstdap_2mass,e_Jstdap_2mass,Hstdap_2mass,e_Hstdap_2mass,Kstdap_2mass,e_Kstdap_2mass,edgeNS_2mass,edgeEW_2mass,edge_2mass,dup_2mass,use_2mass,opt_2mass,Dopt_2mass,PAopt_2mass,Bmag_2mass,Rmag_2mass,Nopt_2mass,extKey_2mass,scanKey_2mass,coaddKey_2mass,coadd_2mass,Opt_2mass,_q_catwise,_r_catwise,objID_catwise,RA_ICRS_catwise,e_RA_ICRS_catwise,DE_ICRS_catwise,e_DE_ICRS_catwise,Name_catwise,ePos_catwise,Xpos_catwise,Ypos_catwise,skyW1_catwise,e_skyW1_catwise,confW1_catwise,skyW2_catwise,e_skyW2_catwise,confW2_catwise,nW1_catwise,mW1_catwise,nW2_catwise,mW2_catwise,_tab1_20_catwise,RAPMdeg_catwise,e_RAPMdeg_catwise,DEPMdeg_catwise,e_DEPMdeg_catwise,ePosPM_catwise,pmRA_catwise,e_pmRA_catwise,pmDE_catwise,e_pmDE_catwise,snrW1pm_catwise,snrW2pm_catwise,FW1pm_catwise,e_FW1pm_catwise,FW2pm_catwise,e_FW2pm_catwise,W1mag_catwise,e_W1mag_catwise,chi2W1pm_catwise,W2mag_catwise,e_W2mag_catwise,chi2W2pm_catwise,chi2pm_catwise,pmQual_catwise,Dist_catwise,dW1mpro_catwise,chi2dW1mpro_catwise,dW2mpro_catwise,chi2dW2mpro_catwise,ELONavg_catwise,e_ELONavg_catwise,ELATavg_catwise,e_ELATavg_catwise,dELON_catwise,e_dELON_catwise,dELAT_catwise,e_dELAT_catwise,snrdELON_catwise,snrdELAT_catwise,chi2pmRA_catwise,chi2pmDE_catwise,ka_catwise,k1_catwise,k2_catwise,km_catwise,plx1_catwise,e_plx1_catwise,plx2_catwise,e_plx2_catwise,Sep_catwise,ccf_catwise,abf_catwise,WISEA_catwise,_q_unwise,_r_unwise,objID_unwise,RAJ2000_unwise,DEJ2000_unwise,XposW1_unwise,XposW2_unwise,YposW1_unwise,YposW2_unwise,FW1_unwise,FW2_unwise,e_XposW1_unwise,e_XposW2_unwise,e_YposW1_unwise,e_YposW2_unwise,e_FW1_unwise,e_FW2_unwise,q_W1_unwise,q_W2_unwise,rchi2W1_unwise,rchi2W2_unwise,fFW1_unwise,fFW2_unwise,FW1lbs_unwise,FW2lbs_unwise,e_FW1lbs_unwise,e_FW2lbs_unwise,fwhmW1_unwise,fwhmW2_unwise,SpModW1_unwise,SpModW2_unwise,e_SpModW1_unwise,e_SpModW2_unwise,skyW1_unwise,skyW2_unwise,RAW1deg_unwise,RAW2deg_unwise,DEW1deg_unwise,DEW2deg_unwise,coaddID_unwise,detIDW1_unwise,detIDW2_unwise,nmW1_unwise,nmW2_unwise,PrimW1_unwise,PrimW2_unwise,FlagsW1_unwise,FlagsW2_unwise,f_FlagsW1_unwise,f_FlagsW2_unwise,Prim_unwise,_q_allwise,_r_allwise,AllWISE_allwise,RAJ2000_allwise,DEJ2000_allwise,eeMaj_allwise,eeMin_allwise,eePA_allwise,Im_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag_allwise,e_W3mag_allwise,W4mag_allwise,e_W4mag_allwise,Jmag_allwise,e_Jmag_allwise,Hmag_allwise,e_Hmag_allwise,Kmag_allwise,e_Kmag_allwise,wx_allwise,wy_allwise,ID_allwise,snr1_allwise,chi2W1_allwise,snr2_allwise,chi2W2_allwise,snr3_allwise,chi2W3_allwise,snr4_allwise,chi2W4_allwise,chi2_allwise,nb_allwise,na_allwise,sat1_allwise,sat2_allwise,sat3_allwise,sat4_allwise,ccf_allwise,ex_allwise,var_allwise,nW1_allwise,mW1_allwise,nW2_allwise,mW2_allwise,nW3_allwise,mW3_allwise,nW4_allwise,mW4_allwise,satnum_allwise,RA_pm_allwise,e_RA_pm_allwise,DE_pm_allwise,e_DE_pm_allwise,cosig_pm_allwise,pmRA_allwise,e_pmRA_allwise,pmDE_allwise,e_pmDE_allwise,chi2W1_pm_allwise,chi2W2_pm_allwise,chi2W3_pm_allwise,chi2W4_pm_allwise,chi2pm_allwise,qpm_allwise,qph_allwise,fdet_allwise,fmoon_allwise,covW1_allwise,covW2_allwise,covW3_allwise,covW4_allwise,_2Mkey_allwise,d2M_allwise,_2M_allwise,PU_CU_unwise,W1mag_unwise,W2mag_unwise,e_W1mag_unwise,e_W2mag_unwise,W1mag_wise12,e_W1mag_wise12,W2mag_wise12,e_W2mag_wise12,name_BeSS,dist,E_dist,e_dist,main_type,main_id,other_types,Memberships,ref,Class
43,RX J0048.5-7302,12.14217,-73.04203,14.84,Be,0,43.0,4.685949198438263e+18,0.024,12.14218198857,-73.04203573372,Gaia DR3 4685949198438263040,-0.0328,0.0282,-1.164,1.451,0.814,0.038,-1.202,0.031032313,0.235,15.97,0.993,14.78418,0.003112,14.783821,0.004885,14.66787,0.005961,31470.0,0.9999266,B,19029.1699,14444.2422,24856.0352,16394.4062,11669.7773,22842.5352,0.115950999999999,-1.6132782184418168,1.0,12.14218198857,-73.04203573372,43.0,0.577,1.013,J004834.0-730230,12.356,,,,1e-20,4.0382389340423e-15,1e-20,1e-20,3.3754461849929e-16,1e-20,1e-20,5.774698304076602e-16,1e-20,0.0,1.5624218445047e-13,0.0,,,,,1.272,0.661931,J004834.1-730232,439.263,1.74234e-17,7.28822e-17,2.90741e-16,1.94038e-16,2.3864e-15,4.54632e-16,8.53162e-15,1.37857e-15,1.35871e-14,6.41031e-15,2.50865e-14,6.59947e-15,8.41635e-15,9.87163e-16,0.929914,0.0957624,0.426405,0.082143,0.121537,0.0697561,-0.141977,0.0915074,1.71,2.4,52922.0,0.0,0.00111,0.000252,-0.000252,0.499,0.336,5.89e-05,-5.89e-05,0.000308,0.000132,-0.000132,0.000648,0.000188,-0.000188,5.79e-09,9.325e-14,2.1136e-14,-2.1136e-14,9.57e-14,0.7183,0.78373,1.0,CXO+XMM+XRT,CXO,12.141821385,-73.041914941,1e-20,5.774598304076601e-16,0.0,1e-20,3.3753461849929004e-16,0.0,1e-20,4.0382289340423e-15,0.0,CXO,0.7182999849319458,0.7837299704551697,1.0,1,1.0,1.0,1,1.0,0.147,12.142061,-73.042015,0.07,0.07,23.0,00483409-7302312,14.703,0.044,0.046,45.8,14.622,0.052,0.053,20.4,14.437,0.074,0.075,14.2,AAA,222.0,111.0,000,550616.0,16.8,284.0,52293935.0,0.0,0.0,52293946.0,s,1998-08-09,82.0,303.223,-44.085,114.4,2451034.723,0.79,1.08,0.98,14.735,0.051,14.951,0.141,14.541,0.23,4293.0,138.0,nw,0.0,1.0,U,1.2,7.0,14.6,15.9,1.0,,2392.0,54998.0,56.0,Opt,1.0,0.138,0097m727_b0-009881,12.142096,0.04,-73.0420648,0.036,J004834.09-730231.4,-0.0066,103.715,549.414,27.61,16.9,0.0,32.06,21.2,1.77,12.0,12.0,12.0,12.0,57256.233478,12.1420354,0.0408,-73.0420796,0.0367,-0.0069,0.01606,0.0087,0.00619,0.0077,58.8,75.1,2600.0,40.0,3200.0,40.0,13.964,0.018,1.271,13.727,0.014,0.7966,1.026,3N000,0.113,-0.075,3.811,-0.011,0.143,311.333107,0.036,-64.421201,0.04,0.051,0.073,0.061,0.079,0.699,0.762,5.46,15.2,3,3,3,3,0.036,0.037,0.023,0.037,0.057,0000,00,WISEA,1.0,0.109,0145m727o0015741,12.1420849,-73.0420464,547.821,547.798,1959.886,1959.923,2473.4,3320.9,0.006,0.014,0.007,0.015,10.736,28.987,1.0,1.0,10.8,0.8864,0.8904,0.9148,2536.5,3346.7,10.955,29.694,2.6276,2.8544,-0.000354826,0.00109595,0.00019806,0.000372,3.9626,1.6508,12.1420849,12.1419851,-73.0420464,-73.0420624,0145m727,0145m727w1o0016583,0145m727w2o0013923,265.0,247.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.261,J004834.08-730231.5,12.1420262,-73.0420921,0.0606,0.0591,77.9,Im,14.116,0.03,13.827,0.032,12.777,,9.34,,14.703,0.046,14.622,0.053,14.437,0.075,206.621,1097.881,9.70727013510294e+16,35.7,1.13,33.5,0.924,-0.6,0.871,-2.2,0.926,0.986,1.0,0.0,0.0,0.0,0.0,0.0,0000,0.0,10nn,51.0,51.0,51.0,51.0,0.0,24.0,0.0,24.0,0.0,12.142021,0.0615,-73.0420918,0.0603,0.0058,161.0,103.0,-41.0,96.0,1.13,0.921,0.871,0.926,0.985,1N000,AAUU,3.0,11.0,50.944,50.938,24.378,24.652,52293946.0,0.28,2M,0.0824999999999999,14.01276397705078,13.664860725402832,-0.0047127292491495,-0.0094770193099975,14.116,0.03,13.827,0.032,RX J0048.5-7302,19029.1699,5826.865299999998,4584.9277,HMXB,LIN 110,*|Be?|Em*|HXB|IR|X,"CSC,XMM,XRT,Gaia,2Mass,catwise,unwise,allwise",SIMBAD,HMXB
48,RX J0049.2-7311,12.306773,-73.193853,16.51,Be,0,48.0,4.685944907831053e+18,0.02,12.30678073466,-73.19385822658,Gaia DR3 4685944907831053184,0.0056,0.0367,0.1525,1.341,0.5,0.046,-1.244,0.04306654,0.0,0.0,0.992,16.404427,0.002906,16.492868,0.005837,16.216297,0.005369,30095.9,5.548e-05,B,11068.458,8620.13672,15595.542,9067.24121,8236.38379,9871.73828,0.2765710000000005,1.272432392777679,0.0,12.30678073466,-73.19385822658,48.0,0.235,0.733,J004913.5-731137,31.828,0.53841,0.76452,0.38226,1.9938320933322e-13,2.0697806008746e-13,1.9128203519537e-13,2.1057212853247e-14,2.237276278163e-14,1.9741662924863e-14,6.1156454173399e-15,7.080462079370201e-15,5.1508287553096e-15,0.0,1.1969563273338e-14,0.0,1.23578,1.3575,1.1191,79.8939,0.166,0.329107,J004913.5-731137,2604.56,9.64714e-17,1.06254e-16,2.10661e-15,3.05596e-16,2.55486e-14,9.58774e-16,1.02287e-13,3.241e-15,2.34437e-13,1.23918e-14,3.58803e-13,1.29497e-14,8.79364e-14,2.10977e-15,0.944462,0.0637541,0.837244,0.0220778,0.18043,0.0233216,-0.155056,0.0266309,1.29,1.3,25781.0,0.0,0.0072,0.000378,-0.000378,0.785,0.489,0.000109,-9.09e-05,0.00169,0.000177,-0.000177,0.00518,0.000304,-0.000304,0.364,5.861e-13,3.0722e-14,-3.0722e-14,7.28e-13,0.716,0.36478,-0.19207,CXO+XMM+XRT,CXO,12.306609203,-73.193815843,6.1156454173399e-15,9.648166620302996e-16,9.648166620303004e-16,2.1057212853247e-14,1.3155499283829985e-15,1.3155499283840017e-15,1.9938320933322e-13,7.594850754240003e-15,8.101174137849986e-15,CXO,1.23578,0.1217199999999998,0.1166800000000001,2,2.0,0.0,2,2.0,0.112,12.306693,-73.19384,0.19,0.18,88.0,00491360-7311378,16.106,0.089,0.09,12.6,15.858,0.17,0.17,6.5,15.884,,,,ACU,220.0,110.0,000,60600.0,7.9,296.0,52295444.0,0.0,0.0,52295455.0,s,1998-08-09,82.0,303.154,-43.933,-57.5,2451034.7232,0.79,0.9,,16.157,0.072,15.888,0.386,,,4839.0,195.0,ne,0.0,1.0,U,0.2,119.0,17.4,17.0,1.0,,2392.0,54998.0,56.0,Opt,2.0,0.276,0145m727_b0-051079,12.3068289,0.0435,-73.1937829,0.0351,J004913.62-731137.6,-0.004,1890.465,352.79,41.96,17.3,17.72,57.38,24.1,14.02,12.0,12.0,12.0,12.0,57350.22704,12.3067621,0.0435,-73.1937819,0.0353,0.0017,0.03222,0.0143,-0.02781,0.0115,78.5,47.9,840.0,10.0,860.0,20.0,15.186,0.014,9.407,15.162,0.023,2.267,5.797,3N000,0.245,-0.193,46.445,-0.087,3.664,311.06334,0.037,-64.529795,0.042,0.045,0.075,0.227,0.087,0.6,2.619,1.39,2.52,3,3,3,3,0.032,0.038,0.032,0.038,,,00,WISEA,2.0,0.548,0097m727o0072633,12.3064491,-73.1939764,347.106,347.622,48.52,48.618,784.11,1120.7,0.017,0.038,0.02,0.042,8.6526,24.568,1.0,1.0,11.75,6.936,0.4708,0.5189,804.97,1188.8,8.8205,25.158,2.6318,2.859,0.00228083,0.00580758,0.000426555,0.000863,10.776,7.3554,12.3064491,12.3061327,-73.1939764,-73.1935863,0097m727,0097m727w1o0092042,0097m727w2o0069561,275.0,260.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,15.26005744934082,14.844277381896973,-0.0119810244068503,-0.0238015241920948,15.186,0.014,15.162,0.023,RX J0049.2-7311,11068.458,4527.083999999999,2448.32128,HMXB,RX J0049.2-7311,*|Be?|HXB|IR|Psr|X,"CSC,XMM,XRT,Gaia,2Mass,catwise,unwise",SIMBAD,HMXB
50,RX J0049.5-7310,12.374212,-73.182921,16.51,Be,0,50.0,4.685944942190772e+18,0.0,12.3742120057,-73.18292105745,Gaia DR3 4685944942190772224,-0.0047,0.115,-0.0407,1.718,1.519,0.143,-0.803,0.13241014,1.32,143.8,3.31,16.201807,0.003264,16.221954,0.005059,15.949686,0.006047,19986.9,2.3e-06,,5506.32373,4095.96826,9682.07422,3487.76782,2732.50659,3959.38037,0.2722680000000004,2.517645294880886,0.0,12.3742120057,-73.18292105745,50.0,0.289,0.726,J004929.7-731058,34.764,0.55715,0.78826,0.40974,3.0672535580135e-13,3.1955092707428e-13,2.9304474644355e-13,2.7463462390203e-14,2.939346442618e-14,2.5533460354226e-14,6.697817611643201e-15,7.8566120990534e-15,5.466598468769901e-15,1.537643632154e-13,2.5778143244934e-13,4.9747293981452e-14,0.895418,1.0202,0.77564,59.0719,0.517,0.446497,J004929.8-731059,1027.76,5.31504e-17,1.03501e-16,1.55887e-15,3.33536e-16,9.83815e-15,7.34435e-16,3.64096e-14,2.29448e-15,8.77427e-14,9.49533e-15,1.28363e-13,9.82284e-15,3.57063e-14,1.66269e-15,0.812339,0.106445,0.83831,0.0311373,0.160038,0.0352724,-0.107034,0.0419858,0.89,1.2,26395.0,0.0,0.0129,0.000523,-0.000523,0.707,0.532,0.000329,-0.000114,0.00273,0.000234,-0.000234,0.00936,0.000432,-0.000432,2.48e-06,1.179e-12,4.772e-14,-4.772e-14,1.31e-12,0.3845,0.14882,-0.15587,CXO+XMM+XRT,CXO,12.374059827,-73.182853791,6.697817611643201e-15,1.1587944874102004e-15,1.2312191428733e-15,2.7463462390203e-14,1.930002035977e-15,1.930002035977e-15,3.0672535580135e-13,1.2825571272930023e-14,1.3680609357800002e-14,CXO,0.895418,0.1247819999999999,0.119778,3,3.0,0.0,3,3.0,0.246,12.374365,-73.182869,0.09,0.09,7.0,00492984-7310583,15.586,0.105,0.106,20.3,15.294,0.108,0.109,11.0,15.012,0.163,0.164,8.4,AAC,222.0,111.0,000,360606.0,4.9,85.0,52295338.0,0.0,0.0,52295340.0,s,1998-08-09,82.0,303.127,-43.945,-128.1,2451034.7231,1.1,0.91,0.93,15.327,0.126,15.007,0.14,14.795,0.197,4800.0,124.0,ne,0.0,1.0,U,1.8,293.0,18.1,15.6,1.0,,2392.0,54998.0,56.0,Opt,3.0,0.472,0145m727_b0-035475,12.3745948,0.0356,-73.1828509,0.0332,J004929.89-731058.2,0.0043,1865.359,368.059,24.23,9.5,9.94,38.59,19.7,9.87,12.0,12.0,12.0,12.0,57176.540963,12.3745433,0.0352,-73.182855,0.0329,0.0049,0.0064,0.0099,0.0135,0.0089,71.3,72.1,1500.0,20.0,1800.0,20.0,14.529,0.015,5.465,14.39,0.015,1.534,3.475,3N000,0.091,-0.105,11.366,-0.066,4.709,311.105833,0.034,-64.54283,0.035,-0.049,0.068,0.091,0.071,0.723,1.286,8.46,10.7,3,3,3,3,-0.021,0.034,-0.031,0.034,2.428,dddd,00,WISEA,3.0,0.699,0145m727o0080100,12.373825,-73.1827623,367.168,367.124,1864.638,1864.381,1160.6,1821.7,0.013,0.025,0.015,0.027,9.9072,27.289,1.0,1.0,10.33,2.14,0.4754,0.5977,1208.1,1894.0,10.089,27.937,2.629,2.8551,-0.000527263,-0.000159442,0.000338403,0.000606,10.579,10.761,12.373825,12.3744966,-73.1827623,-73.1828025,0145m727,0145m727w1o0090115,0145m727w2o0009318,265.0,257.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1485,14.834294319152832,14.316808700561523,-0.0092681413516402,-0.0162642877548933,14.529,0.015,14.39,0.015,RX J0049.5-7310,5506.32373,4175.75049,1410.35547,HMXB,[MA93]  300,*|Em*|HXB|IR|X,"CSC,XMM,XRT,Gaia,2Mass,catwise,unwise",SIMBAD,HMXB
52,RX J0049.7-7323,12.424958333333333,-73.38741944444445,14.98,B2Ve,0,52.0,4.685927315640018e+18,0.086,12.42504076091,-73.3874154799,Gaia DR3 4685927315640017792,-0.0301,0.0199,-1.5117,1.32,0.53,0.022,-1.209,0.024657179,0.09,2.317,1.035,14.796638,0.004103,14.840578,0.008287,14.654923,0.011583,32368.3,0.999936,O,22524.3223,17164.3086,28180.7051,27205.6895,18131.4688,34078.1172,0.1856550000000005,-1.9226806651149813,1.0,12.42504076091,-73.3874154799,52.0,0.038,0.728,J004942.0-732314,58.367,0.30106,0.54841,0.29482,2.8232364839923998e-14,3.0802884814497e-14,2.5661844865349998e-14,6.3152514844405e-15,6.9613061779621e-15,5.6691967909189e-15,1.9918265552461002e-15,2.3652940343548e-15,1.5934612441969e-15,0.0,8.857728340990101e-16,0.0,2.02198,2.2809,1.7826,82.7318,0.989,0.437499,J004942.2-732314,10977.6,9.75683e-16,2.76931e-16,5.07373e-15,5.37789e-16,4.5532e-14,1.61832e-15,1.14009e-13,4.33178e-15,5.58527e-13,2.46015e-14,7.60512e-13,2.51231e-14,1.36572e-13,3.28813e-15,0.781369,0.0406216,0.672771,0.0182669,0.141023,0.0167773,-0.024442,0.0186957,1.4,1.2,23322.0,0.0,0.0461,0.0012,-0.0012,0.657,0.481,0.0017,-0.000259,0.0104,0.000545,-0.000545,0.0296,0.000914,-0.000914,0.0,4.243e-12,1.1079e-13,-1.1079e-13,4.66e-12,0.4693,0.090801,-0.092643,CXO+XMM+XRT,CXO,12.42500346,-73.387415107,1.9918265552461002e-15,3.734674791087001e-16,3.983653110491999e-16,6.3152514844405e-15,6.460546935216001e-16,6.460546935216001e-16,2.8232364839923998e-14,2.570519974573e-15,2.570519974574e-15,CXO,2.02198,0.2589199999999998,0.2393800000000001,4,4.0,1.0,4,4.0,0.082,12.424963,-73.387421,0.07,0.06,0.0,00494199-7323147,14.551,0.037,0.039,52.7,14.482,0.062,0.062,23.2,14.303,0.071,0.072,16.0,AAA,222.0,111.0,000,662605.0,5.6,201.0,52297392.0,0.0,0.0,52297375.0,s,1998-08-09,82.0,303.104,-43.74,-178.1,2451034.7233,0.81,0.61,1.18,14.561,0.033,14.603,0.136,14.492,0.07,5536.0,74.0,ne,1.0,1.0,U,0.9,31.0,17.7,15.4,1.0,,2392.0,54999.0,68.0,Opt,4.0,0.253,0145m727_b0-013844,12.4249186,0.04,-73.3874765,0.0355,J004941.97-732314.9,0.0067,1836.622,101.015,23.45,14.6,0.0,32.24,19.2,0.0,12.0,12.0,12.0,12.0,57189.146569,12.4248698,0.0398,-73.3874801,0.0353,0.0065,0.00018,0.0081,-0.00485,0.0071,59.6,73.2,3300.0,60.0,3800.0,50.0,13.699,0.018,4.484,13.544,0.015,3.226,3.828,3N000,0.071,-0.031,0.71,0.003,0.01,310.688292,0.037,-64.64277,0.039,0.023,0.074,0.02,0.078,0.315,0.254,3.31,8.76,3,3,3,3,0.013,0.037,0.01,0.037,0.052,hh00,00,WISEA,4.0,0.139,0145m727o0002959,12.4249788,-73.3874498,100.054,100.007,1835.584,1835.629,3194.9,3908.6,0.005,0.012,0.006,0.013,11.618,29.727,1.0,1.0,13.91,5.045,0.8861,0.9266,3229.0,3938.9,11.834,30.43,2.6281,2.8545,-0.000909627,0.000684619,0.000170468,0.00033,2.607,3.0774,12.4249788,12.424854,-73.3874498,-73.3874845,0145m727,0145m727w1o0003146,0145m727w2o0002629,286.0,273.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,0.302,J004941.95-732314.9,12.4248272,-73.387473,0.0613,0.0596,85.8,Im,13.726,0.031,13.583,0.032,12.848,,9.249,,14.551,0.039,14.482,0.062,14.303,0.072,3672.061,201.292,1.450727013510136e+17,35.3,1.73,34.0,0.958,-2.0,0.958,-1.0,0.873,1.21,1.0,0.0,0.0,0.0,0.0,0.0,hh00,0.0,00nn,49.0,49.0,49.0,49.0,0.0,22.0,0.0,22.0,0.0,12.4248264,0.0632,-73.3874721,0.0619,-0.004,98.0,88.0,-97.0,80.0,1.73,0.955,0.958,0.873,1.21,2N000,AAUU,3.0,0.0,49.131,48.856,22.357,22.77,52297375.0,0.234,2M,0.0715,13.734857559204102,13.487947463989258,-0.0039481935091316,-0.0082576051354408,13.726,0.031,13.583,0.032,RX J0049.7-7323,22524.3223,5656.382799999999,5360.0137,HMXB,LIN 139,*|Be?|Em*|HXB|IR|Psr|X,"CSC,XMM,XRT,Gaia,2Mass,catwise,unwise,allwise",SIMBAD,HMXB
